ÈÕÆÚ,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH
2014/11/28,0,0.4773,1.6783,-2.9155,1.779,-2.0833,-0.6483,-1.0718,2.3611,1.3405,3.9863,-1.788,0,0,0.4329,3.8428,2.4198,0.5725,0,-0.1978,-1.3458,3.3397,-1.1423,0.309,,,,,-0.5083,0,-1.879,,,,,-1.1976,0,,,,,,4.4975,1.3101,5.1752,4.3265,3.0563,1.2432,2.3737,2.4139,4.4126,3.7198,4.3763,,,0.8413,5.3222,6.4478,3.8436,,4.6776,6.5067,10.0864,7.7319,6.8482,,,,,2.5945,,3.5204,,,,,3.4457,,,,,,1585983823,3031200000,12542777523,3101436206,2510970000,1923766813,2469701540,3858140000,5034196980,3295035223,6604339744,4166646446,1832860120,3482082590,5358478944,3048704389,3478710108,2983922979,2310245638,1089720000,711180090,1985463023,1211063952,1063065000,,,,,2551014000,2887517922,2253832268,,,,,3896904000,1922934900,,,,,105.511,21.7228,17.0285,139.1858,-18.555,22.0596,33.1746,186.7235,-11.5725,48.9142,34.6379,19.4985,80.2002,41.6415,19.3312,41.2166,21.1864,31.1243,59.9415,17.9409,74.5323,39.1178,35.633,48.661,,,,,41.8109,38.0499,88.1899,,,,,52.063,400.6602,,,,,4.5259,1.3215,3.6279,4.2102,5.6677,2.0887,1.8955,6.7036,6.2644,3.2233,7.4931,2.3099,2.7573,2.7018,3.137,2.5845,2.9508,2.0837,2.5945,2.1453,4.7745,3.7122,3.2012,14.9048,,,,,2.0094,3.193,10.2924,,,,,1.8135,32.0779,,,,,1.4829,0.748,2.0587,2.5949,1.3468,0.2088,2.7946,4.5147,1.5343,2.4631,3.2281,0.9215,7.5354,3.3902,2.8267,4.8121,2.7073,2.8499,2.111,1.4936,1.827,5.1201,1.8656,13.567,,,,,1.8348,5.3262,14.442,,,,,5.2319,59.1945,,,,
2014/12/1,0,-0.4751,-2.4301,0,1.5639,0,-1.5498,-1.5168,-4.0706,1.3228,8.8566,-1.7555,0,0,-0.1437,-0.841,-0.5495,-0.8539,2.5902,5.0545,-2.9063,-2.4007,-2.7311,4.0665,,,,,-4.5977,0,-2.3339,,,,,-0.9091,9.9819,,,,,,3.9564,1.2596,5.572,6.193,1.9432,0.8823,1.9868,2.0092,5.4163,5.6445,2.4878,,,0.6733,3.715,3.8627,4.2981,5.8227,11.904,7.5112,4.8177,7.8685,8.8188,,,,,3.3707,,2.8206,,,,,3.2064,0.0792,,,,,1585983823,3016800000,12237978253,3101436206,2550240000,1923766813,2431427209,3799620000,4829277157,3338620345,7189258135,4093499857,1832860120,3482082590,5350779980,3023063478,3459596316,2958443561,2370085488,1144800000,690511155,1937797244,1177988676,1106295000,,,,,2433726000,2887517922,2201229360,,,,,3861477600,2114879400,,,,,105.511,21.6196,16.6147,139.1858,-18.8452,22.0596,32.6604,183.8913,-11.1015,49.5612,37.7057,19.1562,80.2002,41.6415,19.3034,40.8699,21.07,30.8586,61.4941,18.8478,72.3662,38.1787,34.6598,50.6399,,,,,39.8886,38.0499,86.1316,,,,,51.5897,440.6535,,,,,4.5259,1.3152,3.5397,4.2102,5.7564,2.0887,1.8662,6.6019,6.0094,3.266,8.1567,2.2694,2.7573,2.7018,3.1325,2.5628,2.9346,2.066,2.6617,2.2537,4.6357,3.623,3.1137,15.5109,,,,,1.917,3.193,10.0522,,,,,1.797,35.2799,,,,,1.4829,0.7444,2.0086,2.5949,1.3679,0.2088,2.7513,4.4462,1.4718,2.4957,3.514,0.9053,7.5354,3.3902,2.8226,4.7717,2.6924,2.8256,2.1656,1.5691,1.7739,4.9972,1.8147,14.1188,,,,,1.7504,5.3262,14.105,,,,,5.1843,65.1032,,,,
2014/12/2,0,0.2387,4.3233,0.3003,-0.7246,1.2573,0.4971,4.4004,0.5658,4.3081,0.0304,0.9265,0,0,1.295,3.3927,3.1492,1.4354,-1.2624,0,2.2602,2.8382,2.8078,3.6353,,,,,0.4016,0,0.5515,,,,,0.6116,10.066,,,,,,1.9596,1.2465,4.0976,3.7433,2.1035,1.165,3.6116,1.5838,7.8616,3.0908,2.5651,,,1.1446,5.9939,4.4401,5.0927,3.3511,6.468,4.5133,5.0949,6.4453,13.5849,,,,,1.9554,,1.8652,,,,,2.8666,0.0418,,,,,1585983823,3024000000,12767063779,3110749828,2531760000,1947953436,2443513840,3966820000,4856599800,3482451248,7191440666,4131427718,1832860120,3482082590,5420070656,3125627124,3568544929,3000909258,2340165563,1144800000,706118310,1992796220,1211063952,1146512000,,,,,2443500000,2887517922,2213368493,,,,,3885095200,2327763300,,,,,105.511,21.6712,17.333,139.6038,-18.7086,22.337,32.8228,191.9833,-11.1643,51.6963,37.7171,19.3337,80.2002,41.6415,19.5534,42.2565,21.7335,31.3015,60.7178,18.8478,74.0018,39.2623,35.633,52.4808,,,,,40.0487,38.0499,86.6066,,,,,51.9052,485.0097,,,,,4.5259,1.3184,3.6928,4.2229,5.7146,2.115,1.8754,6.8924,6.0434,3.4067,8.1592,2.2904,2.7573,2.7018,3.173,2.6497,3.027,2.0956,2.6281,2.2537,4.7405,3.7259,3.2012,16.0747,,,,,1.9247,3.193,10.1076,,,,,1.808,38.8311,,,,,1.4829,0.7462,2.0955,2.6027,1.358,0.2114,2.765,4.6418,1.4802,2.6032,3.5151,0.9137,7.5354,3.3902,2.8592,4.9336,2.7772,2.8661,2.1383,1.5691,1.814,5.139,1.8656,14.632,,,,,1.7574,5.3262,14.1828,,,,,5.216,71.6565,,,,
2014/12/3,0,0.4762,-1.4414,4.7904,-3.9234,6.9723,-0.2473,-0.4215,-2.5316,0.8761,-2.1851,-0.5902,0,0,-0.2841,-0.3281,1.7675,3.3019,-0.0913,-1.7925,1.4934,-0.368,-0.105,1.8167,,,,,3.8667,0,-1.1578,,,,,1.5198,10.045,,,,,,2.5021,1.3634,5.5046,6.4602,8.7804,1.5251,2.2555,3.0385,16.9549,2.5977,4.0116,,,1.0655,4.3113,4.6869,6.2159,2.9449,6.8129,5.7722,4.5188,6.9032,10.3428,,,,,3.1216,,3.8119,,,,,5.3994,0.0614,,,,,1585983823,3038400000,12583034030,3259767784,2432430000,2083770629,2437470525,3950100000,4733647907,3512960833,7034298412,4107045522,1832860120,3482082590,5404672728,3115370759,3631620442,3099995885,2338028425,1124280000,716663685,1985463023,1209791826,1167341000,,,,,2537982000,2887517922,2187741435,,,,,3944139200,2561586600,,,,,105.511,21.7744,17.0831,146.2914,-17.9746,23.8944,32.7416,191.1741,-10.8816,52.1493,36.8929,19.2196,80.2002,41.6415,19.4978,42.1179,22.1176,32.3351,60.6624,18.5099,75.107,39.1178,35.5956,53.4342,,,,,41.5973,38.0499,85.6039,,,,,52.6941,533.7288,,,,,4.5259,1.3247,3.6395,4.4252,5.4904,2.2624,1.8708,6.8634,5.8904,3.4365,7.9809,2.2769,2.7573,2.7018,3.164,2.641,3.0805,2.1648,2.6257,2.2133,4.8113,3.7122,3.1978,16.3668,,,,,1.9991,3.193,9.9906,,,,,1.8354,42.7317,,,,,1.4829,0.7497,2.0653,2.7274,1.3047,0.2262,2.7582,4.6223,1.4427,2.626,3.4383,0.9083,7.5354,3.3902,2.8511,4.9174,2.8263,2.9608,2.1363,1.5409,1.8411,5.1201,1.8637,14.8978,,,,,1.8254,5.3262,14.0186,,,,,5.2953,78.8544,,,,
2014/12/4,0,0.7109,0.4113,-1,0.5698,-1.25,2.8099,0,0,-0.9926,3.6302,-0.3958,0,0,0.5698,0.9877,2.1053,-0.1826,0.5484,0.5764,-0.5297,-0.1847,0.3155,-1.0437,,,,,-0.6418,0,-0.6165,,,,,1.497,9.9455,,,,,,2.4888,1.0626,4.0499,5.2207,5.7082,2.6563,2.7538,1.8931,6.2974,2.7219,3.1091,,,1.4981,6.6466,4.7243,5.4387,3.1339,6.4176,5.3421,5.0529,6.7785,6.7833,,,,,2.4585,,3.8652,,,,,5.8356,0.1918,,,,,1585983823,3060000000,12634792397,3227170106,2446290000,2057723496,2505961432,3950100000,4733647907,3478092736,7289654575,4090790724,1832860120,3482082590,5435468584,3146139853,3708075609,3094333792,2350851250,1130760000,712867350,1981796424,1213608204,1155158000,,,,,2521692000,2887517922,2174253510,,,,,4003183200,2816349300,,,,,105.511,21.9292,17.1534,144.8285,-18.077,23.5957,33.6616,191.1741,-10.8816,51.6316,38.2322,19.1436,80.2002,41.6415,19.6089,42.5339,22.5833,32.276,60.9951,18.6166,74.7092,39.0456,35.7078,52.8765,,,,,41.3303,38.0499,85.0761,,,,,53.4829,586.8108,,,,,4.5259,1.3341,3.6545,4.3809,5.5217,2.2341,1.9234,6.8634,5.8904,3.4024,8.2706,2.2679,2.7573,2.7018,3.182,2.6671,3.1454,2.1609,2.6401,2.2261,4.7858,3.7053,3.2079,16.196,,,,,1.9863,3.193,9.929,,,,,1.8629,46.9816,,,,,1.4829,0.7551,2.0738,2.7001,1.3121,0.2233,2.8357,4.6223,1.4427,2.5999,3.5631,0.9047,7.5354,3.3902,2.8673,4.9659,2.8858,2.9554,2.1481,1.5498,1.8314,5.1106,1.8695,14.7424,,,,,1.8137,5.3262,13.9321,,,,,5.3746,86.6969,,,,
2014/12/5,0,-4.9412,-2.3669,-5.9163,-6.0434,-6.1483,-2.9743,-4.7619,0.4329,-5.0125,-4.7305,-6.2252,0,-2.7159,-3.8244,-0.8965,-6.134,-5.215,-5.2727,-4.298,-3.6095,-3.7928,-5.2411,-7.3486,,,,,-4.9096,0,0.8685,,,,,-4.4248,10.0372,,,,,,3.5678,1.6706,5.0451,5.5499,5.0977,2.1173,2.9713,3.3243,6.1519,1.9573,4.0869,,4.6747,1.3058,8.2097,5.31,7.0166,4.0745,6.4628,6.773,5.3249,10.4309,10.6117,,,,,2.4044,,4.2723,,,,,5.6525,0.2902,,,,,1585983823,2908800000,12335744056,3036240850,2298450000,1931208851,2431427209,3762000000,4754139889,3303752248,6944814628,3836132229,1832860120,3387513494,5227596556,3117934851,3480621487,2932964143,2226897275,1082160000,687136635,1906631158,1150001904,1070270000,,,,,2397888000,2887517922,2193136605,,,,,3826051200,3099031200,,,,,105.511,20.8456,16.7474,136.26,-16.9846,22.145,32.6604,182.0706,-10.9287,49.0436,36.4236,17.9518,80.2002,40.5105,18.859,42.1525,21.198,30.5928,57.779,17.8165,72.0126,37.5646,33.8364,48.9908,,,,,39.3012,38.0499,85.815,,,,,51.1164,645.7101,,,,,4.5259,1.2682,3.568,4.1217,5.188,2.0968,1.8662,6.5365,5.9159,3.2319,7.8794,2.1267,2.7573,2.6284,3.0604,2.6432,2.9525,2.0482,2.5009,2.1304,4.6131,3.5648,3.0398,15.0058,,,,,1.8888,3.193,10.0152,,,,,1.7805,51.6972,,,,,1.4829,0.7178,2.0247,2.5403,1.2328,0.2096,2.7513,4.4022,1.4489,2.4696,3.3945,0.8484,7.5354,3.2981,2.7577,4.9214,2.7088,2.8012,2.0348,1.4832,1.7653,4.9168,1.7715,13.659,,,,,1.7246,5.3262,14.0531,,,,,5.1367,95.3988,,,,
2014/12/8,0,0.495,-2.0979,-0.3067,-1.7085,-1.2524,1.0771,-0.4444,-0.2874,3.1662,2.0113,6.709,0,-6.8719,-0.5155,0.7401,0.3295,0.1931,-1.2476,0.3992,0,-0.2885,-1.2168,-2.3256,,,,,-1.7663,0,-2.8905,,,,,2.1605,10.0225,,,,,,2.0883,1.5751,3.2938,4.3348,3.6965,2.7816,2.352,2.3148,4.6802,2.2518,4.5724,,3.5689,1.0284,9.0311,3.7374,3.621,3.0451,1.009,,3.4763,6.0459,6.5064,,,,,2.2883,,3.479,,,,,4.0885,0.3751,,,,,1585983823,2923200000,12076952223,3026927228,2259180000,1907022227,2457614909,3745280000,4740478567,3408356540,7084496632,4093499857,1832860120,3154728029,5200650182,3141011671,3492089762,2938626236,2199114488,4345920000,687136635,1901131260,1136008518,1045380000,,,,,2355534000,2887517922,2129743358,,,,,3908712800,3409632300,,,,,105.511,20.9488,16.3961,135.842,-16.6944,21.8676,33.0122,181.2614,-10.8973,50.5964,37.1562,19.1562,80.2002,37.7267,18.7618,42.4645,21.2679,30.6519,57.0581,17.8876,72.0126,37.4563,33.4246,47.8515,,,,,38.607,38.0499,83.3345,,,,,52.2208,710.4265,,,,,4.5259,1.2744,3.4932,4.1091,5.0994,2.0705,1.8863,6.5075,5.8989,3.3342,8.0379,2.2694,2.7573,2.4478,3.0446,2.6628,2.9622,2.0521,2.4697,2.1389,4.6131,3.5545,3.0028,14.6568,,,,,1.8554,3.193,9.7257,,,,,1.819,56.8786,,,,,1.4829,0.7213,1.9822,2.5325,1.2117,0.207,2.781,4.3826,1.4448,2.5478,3.4628,0.9053,7.5354,3.0715,2.7434,4.9578,2.7177,2.8066,2.0094,1.4891,1.7653,4.9026,1.75,13.3413,,,,,1.6942,5.3262,13.6469,,,,,5.2477,104.9602,,,,
2014/12/9,0,-0.7389,4.7619,-7.6923,0.2045,-4.9756,-6.4754,-6.0268,-4.8991,-1.5345,-2.0333,-0.1324,0,-7.7633,-0.4441,-1.551,-5.7471,-3.9499,-0.6803,-5.3678,0,-4.918,-8.2867,-4.5489,,,,,-2.6279,0,-6.2065,,,,,-3.0211,10.0307,,,,,,3.6703,4.1719,4.8955,4.7418,4.6022,1.8785,4.0871,2.5901,7.5027,3.1635,9.6723,,2.365,1.2989,8.7244,4.5304,4.7144,2.7843,1.5478,,4.6449,10.6148,7.8835,,,,,1.8072,,4.6155,,,,,8.2857,23.7037,,,,,1585983823,2901600000,12652045186,2794086672,2263800000,1812136243,2298474271,3519560000,4508236102,3356054394,6940449566,4088081591,1832860120,2909818320,5177553290,3092293939,3291394948,2822553331,2184154525,4112640000,687136635,1807633001,1041871194,997827000,,,,,2293632000,2887517922,1997561693,,,,,3790624800,3751642500,,,,,105.511,20.794,17.1768,125.3926,-16.7285,20.7796,30.8745,170.3371,-10.3635,49.82,36.4007,19.1309,80.2002,34.7979,18.6785,41.8059,20.0456,29.4411,56.67,16.9274,72.0126,35.6142,30.6549,45.6748,,,,,37.5924,38.0499,78.1623,,,,,50.6431,781.6873,,,,,4.5259,1.265,3.6595,3.793,5.1098,1.9675,1.7641,6.1153,5.6099,3.283,7.8744,2.2664,2.7573,2.2578,3.0311,2.6215,2.7919,1.9711,2.4529,2.0241,4.6131,3.3797,2.7539,13.9901,,,,,1.8067,3.193,9.1221,,,,,1.764,62.5839,,,,,1.4829,0.716,2.0766,2.3377,1.2142,0.1967,2.6009,4.1185,1.374,2.5087,3.3924,0.9041,7.5354,2.833,2.7313,4.8809,2.5615,2.6958,1.9957,1.4092,1.7653,4.6615,1.605,12.7345,,,,,1.6496,5.3262,12.7999,,,,,5.0892,115.4884,,,,
2014/12/10,0,3.7221,7.4091,3.5,3.8776,3.4908,3.8563,5.2257,0.9091,6.1039,6.6038,6.8257,0,5.9167,1.8587,-0.0829,3.1359,2.7081,1.7613,3.1513,0,3.9554,4.3956,2.6388,,,,,3.267,0,3.8488,,,,,1.8692,3.4419,,,,,,2.1994,2.4735,2.5192,3.234,1.9851,2.3087,2.3967,1.6081,7.8951,3.1653,5.2733,,1.3669,2.0534,5.0215,2.7682,3.413,2.0932,0.6315,,2.8657,4.8129,5.0506,,,,,1.1037,,2.3817,,,,,3.2772,14.6663,,,,,1585983823,3009600000,13589446716,2891879706,2351580000,1875393566,2387109563,3703480000,4549220066,3560904467,7398781141,4367122283,1832860120,3081982571,5273790340,3089729848,3394609424,2898991585,2222623000,4242240000,687136635,1879131670,1087667730,1024158000,,,,,2368566000,2887517922,2074442865,,,,,3861477600,3880768800,,,,,105.511,21.568,18.4495,129.7814,-17.3772,21.505,32.0651,179.2384,-10.4577,52.861,38.8046,20.4367,80.2002,36.8568,19.0257,41.7712,20.6742,30.2385,57.6681,17.4608,72.0126,37.0228,32.0023,46.8801,,,,,38.8206,38.0499,81.1706,,,,,51.5897,808.5919,,,,,4.5259,1.3121,3.9306,3.9258,5.3079,2.0362,1.8322,6.4349,5.6609,3.4834,8.3944,2.4211,2.7573,2.3913,3.0874,2.6193,2.8795,2.0244,2.4961,2.0879,4.6131,3.5134,2.875,14.3593,,,,,1.8657,3.193,9.4732,,,,,1.797,64.738,,,,,1.4829,0.7426,2.2304,2.4196,1.2613,0.2035,2.7012,4.3337,1.3865,2.6618,3.6164,0.9658,7.5354,3.0007,2.782,4.8769,2.6418,2.7688,2.0309,1.4536,1.7653,4.8459,1.6755,13.0705,,,,,1.7035,5.3262,13.2926,,,,,5.1843,119.4634,,,,
2014/12/11,0,0.8373,9.6911,3.5427,10.0196,1.8849,1.2658,0.4515,-0.3003,0.7344,9.9705,-0.9926,0,0.3147,4.3796,-0.9959,6.9257,1.9531,5.3846,1.6293,0,1.8537,0.7018,1.1384,,,,,0.4127,0,-1.0403,,,,,5.8104,2.6978,,,,,,2.2259,3.0979,2.8537,5.3733,2.3097,1.9322,1.9658,1.2583,6.4231,4.3438,5.9869,,1.1394,2.1205,4.054,4.2214,3.4933,3.3855,0.6788,,3.1847,3.5606,3.8287,,,,,1.1192,,1.6656,,,,,7.5082,12.3011,,,,,1585983823,3034800000,14906409601,2994329550,2587200000,1910743246,2417326140,3720200000,4535558745,3587055541,8136476724,4323776156,1832860120,3091681965,5504759260,3058960754,3629709063,2955612515,2342302700,4311360000,687136635,1913964354,1095300486,1035817000,,,,,2378340000,2887517922,2052862185,,,,,4085844800,3985465800,,,,,105.511,21.7486,20.2374,134.3791,-19.1183,21.9103,32.471,180.0476,-10.4263,53.2492,42.6736,20.2339,80.2002,36.9728,19.8589,41.3552,22.106,30.829,60.7733,17.7453,72.0126,37.7091,32.2269,47.4138,,,,,38.9808,38.0269,80.3262,,,,,54.5873,830.4064,,,,,4.5259,1.3231,4.3116,4.0648,5.8398,2.0746,1.8554,6.4639,5.6439,3.509,9.2314,2.397,2.7573,2.3989,3.2226,2.5932,3.0789,2.064,2.6305,2.1219,4.6131,3.5785,2.8952,14.5227,,,,,1.8734,3.191,9.3746,,,,,1.9014,66.4845,,,,,1.4829,0.7488,2.4466,2.5053,1.3877,0.2074,2.7354,4.3532,1.3823,2.6814,3.977,0.9562,7.5354,3.0101,2.9039,4.8283,2.8248,2.8229,2.1402,1.4773,1.7653,4.9357,1.6873,13.2193,,,,,1.7106,5.323,13.1543,,,,,5.4855,122.6863,,,,
2014/12/12,0,0.5931,-1.3503,-0.7776,-0.4464,0,2.9167,0.6742,4.9699,-0.486,4.6137,0.2506,0,1.9608,-0.5594,4.4426,0.5793,1.9157,-0.9124,-0.1002,0,0.8621,2.0906,-0.1391,,,,,1.3699,0,3.0223,,,,,-0.578,9.9825,,,,,,2.1715,1.9277,2.2682,10.1182,2.1143,2.1793,1.152,2.3801,3.0047,3.2586,3.9959,,1.2031,1.2402,6.6513,3.6453,4.6811,3.1181,0.7057,,2.8,3.655,2.6543,,,,,1.1216,,1.8524,,,,,6.7985,11.1137,,,,,1585983823,3052800000,14705127064,2971045495,2575650000,1910743246,2487831486,3745280000,4760970550,3569621492,8511872109,4334612688,1832860120,3152303180,5473963404,3194857585,3650734234,3012233444,2320931325,4307040000,687136635,1930464047,1118198754,1034376000,,,,,2410920000,2887517922,2114906640,,,,,4062227200,4383314400,,,,,105.511,21.8776,19.9642,133.3342,-19.0329,21.9103,33.4181,181.2614,-10.9444,52.9904,44.6424,20.2846,80.2002,37.6977,19.7478,43.1925,22.2341,31.4196,60.2188,17.7276,72.0126,38.0342,32.9006,47.3478,,,,,39.5148,38.0269,82.7539,,,,,54.2717,913.3016,,,,,4.5259,1.3309,4.2533,4.0332,5.8137,2.0746,1.9095,6.5075,5.9244,3.492,9.6573,2.403,2.7573,2.4459,3.2046,2.7084,3.0968,2.1035,2.6065,2.1198,4.6131,3.6093,2.9557,14.5025,,,,,1.899,3.191,9.658,,,,,1.8904,73.1213,,,,,1.4829,0.7533,2.4136,2.4858,1.3815,0.2074,2.8152,4.3826,1.451,2.6683,4.1605,0.9586,7.5354,3.0691,2.8876,5.0428,2.8411,2.8769,2.1207,1.4758,1.7653,4.9783,1.7226,13.2009,,,,,1.734,5.323,13.5518,,,,,5.4538,134.9335,,,,
2014/12/15,9.9738,1.6509,-2.0336,0.9404,-0.9865,1.0711,1.8623,3.9062,1.1478,1.0989,-4.6154,1.125,0,-0.5385,4.4304,2.0867,-0.5236,0.4699,2.1179,1.6048,0,2.1842,1.934,3.3688,,,,,2.1622,0,1.7219,,,,,4.6512,-5.4936,,,,,0.0287,2.5543,1.4132,2.3417,4.3934,1.9462,3.8069,2.6559,2.3271,3.8101,2.4468,3.7046,,1.4991,2.2905,6.9622,2.5887,5.0364,3.774,0.8244,,3.7555,3.8075,4.0692,,,,,1.2582,,2.3045,,,,,8.846,9.9673,,,,,1744165937,3103200000,14406078723,2998986361,2550240000,1931208851,2534163570,3891580000,4815615836,3608848102,8119016473,4383377081,1832860120,3135329240,5716480770,3261523956,3631620442,3026388676,2370085488,4376160000,687136635,1972629928,1139824896,1069222000,,,,,2463048000,2887517922,2151324038,,,,,4251168000,4142511300,,,,,116.0344,22.2387,19.5582,134.5881,-18.8452,22.145,34.0405,188.3419,-11.0701,53.5727,42.582,20.5128,80.2002,37.4947,20.6227,44.0938,22.1176,31.5673,61.4941,18.0121,72.0126,38.865,33.5369,48.9429,,,,,40.3691,38.0269,84.1789,,,,,56.796,863.1282,,,,,4.9773,1.3529,4.1669,4.0712,5.7564,2.0968,1.945,6.7617,5.9924,3.5303,9.2116,2.4301,2.7573,2.4327,3.3466,2.7649,3.0805,2.1134,2.6617,2.1538,4.6131,3.6882,3.0129,14.9911,,,,,1.9401,3.191,9.8243,,,,,1.9783,69.1043,,,,,1.6308,0.7657,2.3645,2.5092,1.3679,0.2096,2.8676,4.5538,1.4677,2.6977,3.9684,0.9694,7.5354,3.0526,3.0156,5.1481,2.8263,2.8905,2.1656,1.4995,1.7653,5.087,1.7559,13.6456,,,,,1.7715,5.323,13.7852,,,,,5.7075,127.5207,,,,
2014/12/16,10.0239,0.58,-0.4391,-1.3975,1.1775,-0.8671,-1.2719,-1.3963,-1.2766,-2.657,-1.4516,-3.2138,0,-0.7734,0.7407,9.9843,-3,-0.8419,-1.2624,0.2962,0,-1.487,-1.7857,3.4673,,,,,-0.3968,0,-2.5078,,,,,5.5556,-4.5493,,,,,0.0343,2.8018,1.162,2.0815,5.4397,2.1209,1.0607,2.0903,1.3389,4.232,1.8504,3.1332,,0.7726,2.3314,22.8603,2.9691,3.7476,2.0771,0.8986,,3.2439,4.0032,7.2292,,,,,1.2438,,1.7256,,,,,11.3156,7.4183,,,,,1918998799,3121200000,14342818497,2957075061,2580270000,1914464265,2501932555,3837240000,4754139889,3512960833,8001159782,4242502168,1832860120,3111080754,5758825072,3587163533,3522671829,3000909258,2340165563,4389120000,687136635,1943297141,1119470880,1106295000,,,,,2453274000,2887517922,2097372338,,,,,4487344000,3954056700,,,,,127.6655,22.3677,19.4723,132.7072,-19.0671,21.953,33.6075,185.712,-10.9287,52.1493,41.9639,19.8535,80.2002,37.2047,20.7755,48.4962,21.4541,31.3015,60.7178,18.0654,72.0126,38.287,32.9381,50.6399,,,,,40.2089,38.0269,82.0678,,,,,59.9513,823.862,,,,,5.4762,1.3608,4.1486,4.0143,5.8241,2.0786,1.9203,6.6673,5.9159,3.4365,9.0779,2.352,2.7573,2.4139,3.3713,3.041,2.9881,2.0956,2.6281,2.1602,4.6131,3.6333,2.9591,15.5109,,,,,1.9324,3.191,9.5779,,,,,2.0882,65.9605,,,,,1.7942,0.7702,2.3541,2.4741,1.384,0.2078,2.8311,4.4902,1.4489,2.626,3.9108,0.9383,7.5354,3.029,3.0379,5.6621,2.7415,2.8661,2.1383,1.5039,1.7653,5.0114,1.7245,14.1188,,,,,1.7645,5.323,13.4395,,,,,6.0246,121.7194,,,,
