ÈÕÆÚ,000568.SZ,000596.SZ,000729.SZ,000752.SZ,000799.SZ,000848.SZ,000858.SZ,000860.SZ,000869.SZ,000929.SZ,000995.SZ,002304.SZ,002461.SZ,002568.SZ,002646.SZ,200596.SZ,200869.SZ,600059.SH,600084.SH,600132.SH,600189.SH,600197.SH,600199.SH,600238.SH,600300.SH,600365.SH,600519.SH,600543.SH,600559.SH,600573.SH,600600.SH,600616.SH,600702.SH,600779.SH,600809.SH,601579.SH,603156.SH,603198.SH,603369.SH,603589.SH,603711.SH,603779.SH,603919.SH,000568.SZ,000596.SZ,000729.SZ,000752.SZ,000799.SZ,000848.SZ,000858.SZ,000860.SZ,000869.SZ,000929.SZ,000995.SZ,002304.SZ,002461.SZ,002568.SZ,002646.SZ,200596.SZ,200869.SZ,600059.SH,600084.SH,600132.SH,600189.SH,600197.SH,600199.SH,600238.SH,600300.SH,600365.SH,600519.SH,600543.SH,600559.SH,600573.SH,600600.SH,600616.SH,600702.SH,600779.SH,600809.SH,601579.SH,603156.SH,603198.SH,603369.SH,603589.SH,603711.SH,603779.SH,603919.SH,000568.SZ,000596.SZ,000729.SZ,000752.SZ,000799.SZ,000848.SZ,000858.SZ,000860.SZ,000869.SZ,000929.SZ,000995.SZ,002304.SZ,002461.SZ,002568.SZ,002646.SZ,200596.SZ,200869.SZ,600059.SH,600084.SH,600132.SH,600189.SH,600197.SH,600199.SH,600238.SH,600300.SH,600365.SH,600519.SH,600543.SH,600559.SH,600573.SH,600600.SH,600616.SH,600702.SH,600779.SH,600809.SH,601579.SH,603156.SH,603198.SH,603369.SH,603589.SH,603711.SH,603779.SH,603919.SH,000568.SZ,000596.SZ,000729.SZ,000752.SZ,000799.SZ,000848.SZ,000858.SZ,000860.SZ,000869.SZ,000929.SZ,000995.SZ,002304.SZ,002461.SZ,002568.SZ,002646.SZ,200596.SZ,200869.SZ,600059.SH,600084.SH,600132.SH,600189.SH,600197.SH,600199.SH,600238.SH,600300.SH,600365.SH,600519.SH,600543.SH,600559.SH,600573.SH,600600.SH,600616.SH,600702.SH,600779.SH,600809.SH,601579.SH,603156.SH,603198.SH,603369.SH,603589.SH,603711.SH,603779.SH,603919.SH,000568.SZ,000596.SZ,000729.SZ,000752.SZ,000799.SZ,000848.SZ,000858.SZ,000860.SZ,000869.SZ,000929.SZ,000995.SZ,002304.SZ,002461.SZ,002568.SZ,002646.SZ,200596.SZ,200869.SZ,600059.SH,600084.SH,600132.SH,600189.SH,600197.SH,600199.SH,600238.SH,600300.SH,600365.SH,600519.SH,600543.SH,600559.SH,600573.SH,600600.SH,600616.SH,600702.SH,600779.SH,600809.SH,601579.SH,603156.SH,603198.SH,603369.SH,603589.SH,603711.SH,603779.SH,603919.SH,000568.SZ,000596.SZ,000729.SZ,000752.SZ,000799.SZ,000848.SZ,000858.SZ,000860.SZ,000869.SZ,000929.SZ,000995.SZ,002304.SZ,002461.SZ,002568.SZ,002646.SZ,200596.SZ,200869.SZ,600059.SH,600084.SH,600132.SH,600189.SH,600197.SH,600199.SH,600238.SH,600300.SH,600365.SH,600519.SH,600543.SH,600559.SH,600573.SH,600600.SH,600616.SH,600702.SH,600779.SH,600809.SH,601579.SH,603156.SH,603198.SH,603369.SH,603589.SH,603711.SH,603779.SH,603919.SH
2015/12/8,-3.1613,-3.7026,-1.75,-1.4269,-2.179,0.2514,-2.7397,-3.9857,-4.4221,0,-1.4235,-2.2205,-3.1459,1.4515,-3.8208,-0.5217,-2.2053,-3.2412,-5.5753,-3.0948,0,-3.9917,-2.7778,-2.2485,-4.0123,-5.4749,-1.1981,-4.9481,-2.4377,3.8208,-2.1652,-2.377,-4.2541,-4.3414,-3.1359,-2.8875,,-3.9112,-5.1003,-2.6673,,,,0.7325,0.6755,0.2427,3.6986,3.9022,3.6223,0.4355,1.598,1.0864,,2.1285,0.1159,1.3554,4.9694,0.7453,0.0819,0.2999,1.1728,2.5594,1.3198,,3.2421,1.1404,2.5476,0.9214,5.9789,0.1385,2.9475,1.3187,2.8679,0.3167,1.9403,1.9494,2.6253,0.3322,1.0668,,5.7366,1.998,8.304,,,,33892716156,12371070975,19723409012,4372991166,3723990054,12001769825,94322698421,10578754968,20287836192,2320406588,2457044708,78964013002,9841940783,9746665775,9855000000,12371070975,20287836192,8206520275,6446957628,7274087106,4281795000,6151950000,5057552518,7346965702,10399840000,4012400000,2.66239E+11,3824539200,7676200000,3940000000,22011747706,5812527721,5693624000,3839205656,14442349077,3169440000,,2319200000,9018576000,2364600000,,,,38.5709,27.2026,30.5089,170.0944,-55.3686,27.0904,16.1664,29.8285,31.3669,29.8075,-62.5399,21.494,162.9609,714.07,31.0629,17.2875,14.908,44.3959,853.5483,99.0545,403.6842,22.9488,57.1077,176.7627,51.8327,2549.4922,17.3448,223.6126,129.8024,121.4118,21.4721,85.8997,425.2352,-15.7671,40.596,46.5002,,47.6656,25.742,56.0146,,,,3.4937,3.8845,1.8082,5.6364,3.2354,9.1406,2.3923,2.1108,4.4833,3.3876,20.8921,4.9118,2.9612,62.7185,4.4305,2.4686,2.1308,2.2162,3.6746,5.6976,3.261,3.7481,2.2821,8.352,3.9669,8.3743,4.9829,3.5837,11.5015,3.6301,2.777,3.2167,2.5356,5.3219,3.7109,3.565,,9.0732,4.6891,10.3763,,,,6.3388,3.4921,1.6406,10.9608,13.8927,4.4422,4.4894,1.1309,7.3778,2.9182,42.9052,6.6032,2.793,258.9659,7.2723,2.2192,3.5065,6.1337,17.0882,2.2957,2.8597,3.7782,2.4373,15.0629,2.3305,52.2067,8.2639,11.7615,3.6395,4.7527,1.471,6.5096,3.9403,17.4065,3.688,5.9502,,7.8379,6.9256,10.4695,,,
2015/12/9,0.2479,-0.155,-0.6361,6.0917,-0.0602,-2.1944,0.0805,5.0559,-0.3129,0,0.0722,0.1711,-0.8293,-3.5659,-1.5525,0.4437,0.7776,0.2956,-0.1256,0.1996,0,-0.8602,0.1099,0.4843,-0.3215,-2.1633,1.1937,0.2519,-0.766,-1.9036,-1.5492,3.8623,-1.5995,-0.4615,0.4197,-0.7825,,0.276,-1.1775,-1.2687,,,,0.4558,0.3686,0.2229,7.8559,2.849,2.0464,0.3767,2.0351,0.6042,,1.5882,0.0901,0.8855,3.0287,0.5203,0.1361,0.3909,0.6548,1.4593,0.6835,,3.6173,0.8561,3.1874,0.6929,3.4644,0.1124,2.4145,0.6816,2.1035,0.4834,5.6308,1.4385,1.7078,0.2869,0.7617,,4.1432,0.9328,7.7054,,,,33976747684,12351891020,19597942034,4639379650,3721748037,11738408105,94398612061,11113604208,20224351680,2320406588,2458818747,79099120195,9760321371,9399106925,9702000000,12351891020,20224351680,8230776000,6438858435,7288606242,4281795000,6099030000,5063110268,7382544228,10366400000,3925600000,2.69417E+11,3834172800,7617400000,3865000000,21670750033,6037025013,5602553000,3821486245,14502958456,3144640000,,2325600000,8912379000,2334600000,,,,38.6666,27.1604,30.3148,180.456,-55.3353,26.496,16.1794,31.3366,31.2687,29.8075,-62.585,21.5308,161.6095,688.6068,30.5806,17.3816,15.0391,44.5271,852.476,99.2522,403.6842,22.7514,57.1705,177.6187,51.666,2494.3392,17.5518,224.1758,128.8081,119.1007,21.1395,89.2174,418.4334,-15.6944,40.7663,46.1363,,47.7971,25.4388,55.304,,,,3.5023,3.8784,1.7967,5.9797,3.2334,8.94,2.3942,2.2175,4.4693,3.3876,20.9072,4.9202,2.9367,60.482,4.3617,2.482,2.1495,2.2228,3.67,5.709,3.261,3.7159,2.2846,8.3925,3.9541,8.1932,5.0424,3.5927,11.4134,3.561,2.734,3.3409,2.4951,5.2973,3.7265,3.5371,,9.0983,4.6338,10.2447,,,,6.3545,3.4867,1.6301,11.6285,13.8843,4.3447,4.4931,1.188,7.3548,2.9182,42.9361,6.6145,2.7698,249.7313,7.1594,2.2313,3.5374,6.1518,17.0667,2.3003,2.8597,3.7457,2.44,15.1358,2.323,51.0773,8.3625,11.7912,3.6116,4.6622,1.4482,6.761,3.8772,17.3262,3.7034,5.9036,,7.8595,6.844,10.3367,,,
2015/12/10,-1.319,-0.4969,-1.1524,-1.8192,-0.5422,4.2308,-1.4073,-1.8237,-1.3453,0,-1.2266,0.1863,-3.2753,-1.8032,-0.0928,0.3213,-0.0772,0.0982,-1.2579,-0.1992,0,-1.0123,-0.7684,-2.7108,-1.129,-3.6377,-0.7041,-3.6013,0.68,0.194,-0.3854,4.042,0.1806,-2.0093,-0.4776,1.2618,,-1.204,-2.7192,-0.9509,,,,0.6585,0.3474,0.2183,4.5481,2.3654,4.0014,0.4637,2.2298,0.5632,,1.3605,0.0996,1.1413,2.7012,0.4577,0.0571,0.3088,0.7022,1.2431,0.6838,,4.9373,0.8621,2.3693,0.7446,4.4077,0.1097,4.1658,0.6791,1.115,0.45,6.5089,1.4122,1.2782,0.2672,0.8853,,4.1509,1.4213,6.3272,,,,33528579536,12290515164,19372101473,4554979338,3701569885,12235033063,93070123351,10910924496,19952275200,2320406588,2428660076,79246509860,9440645340,9229618350,9693000000,12290515164,19952275200,8238861241,6357866505,7274087106,4281795000,6037290000,5024206018,7182415017,10249360000,3782800000,2.6752E+11,3696091200,7669200000,3872500000,21587240399,6281043809,5612672000,3744702132,14433690594,3184320000,,2297600000,8670032000,2312400000,,,,38.1565,27.0255,29.9655,177.1731,-55.0352,27.617,15.9517,30.7651,30.8481,29.8075,-61.8174,21.5709,156.3164,676.1895,30.5522,17.4636,15.05,44.5708,841.753,99.0545,403.6842,22.5211,56.7312,172.8037,51.0827,2403.6036,17.4282,216.1025,162.3126,119.3318,21.058,92.8236,419.1892,-15.379,40.5716,46.7185,,47.2217,24.7471,54.7781,,,,3.4561,3.8592,1.776,5.8709,3.2159,9.3182,2.3605,2.1771,4.4091,3.3876,20.6507,4.9294,2.8405,59.3913,4.3577,2.4938,2.1511,2.2249,3.6238,5.6976,3.261,3.6783,2.2671,8.165,3.9095,7.8951,5.0069,3.4633,14.3822,3.5679,2.7235,3.476,2.4996,5.1909,3.7087,3.5817,,8.9887,4.5078,10.1473,,,,6.2707,3.4693,1.6113,11.417,13.8091,4.5285,4.4298,1.1664,7.2558,2.9182,42.4095,6.6269,2.6791,245.2281,7.1528,2.2418,3.5399,6.1578,16.852,2.2957,2.8597,3.7077,2.4213,14.7255,2.2968,49.2193,8.3036,11.3665,4.551,4.6712,1.4426,7.0343,3.8842,16.9781,3.6858,5.9781,,7.7649,6.6579,10.2384,,,
2015/12/11,1.5455,-0.9051,-1.1658,-5.3272,-1.6354,-2.0295,0.3263,-1.0836,-1.5227,0,-3.5062,0.589,0.6484,-2.9754,-2.3213,-0.7606,-1.1197,0.9814,-1.4013,-0.7984,0,1.4609,-1.6593,0.3096,-0.6525,2.7387,-0.7278,0.2606,-0.8762,1.2266,0.7415,1.0878,0.2404,1.183,-0.8398,-1.0125,,-0.8705,1.6332,-2.5688,,,,0.5953,0.3518,0.2633,7.0284,2.3357,1.8632,0.3834,0.9348,0.5941,,2.9113,0.1058,0.6302,2.5728,1.2014,0.0708,0.305,0.8728,1.1476,0.6212,,6.115,1.0609,1.3134,0.9926,4.3021,0.1038,2.1982,0.4628,1.1277,0.3207,6.9808,1.0784,1.1499,0.3939,0.6658,,3.7521,0.6932,7.0509,,,,34046773957,12179271425,19146260911,4312328441,3641035429,11986720584,93373777913,10792694664,19648456464,2320406588,2343506180,79713243799,9501859899,8955003950,9468000000,12179271425,19648456464,8319713658,6268775382,7216010562,4281795000,6125490000,4940839768,7204651596,10182480000,3886400000,2.65573E+11,3705724800,7602000000,3920000000,21747300531,6349369072,5626164000,3789000659,14312471837,3152080000,,2277600000,8811628000,2253000000,,,,38.7463,26.7809,29.6162,167.7349,-54.1352,27.0565,16.0038,30.4318,30.3784,29.8075,-59.65,21.698,157.3299,656.0704,29.843,17.3638,14.9098,45.0082,829.9578,98.2636,403.6842,22.8501,55.7898,173.3387,50.7494,2469.4314,17.3014,216.6658,160.8904,120.7955,21.2141,93.8334,420.1968,-15.5609,40.2309,46.2455,,46.8106,25.1513,53.371,,,,3.5096,3.8242,1.7553,5.5582,3.1633,9.1291,2.3682,2.1535,4.342,3.3876,19.9267,4.9584,2.8589,57.6242,4.2565,2.4795,2.1311,2.2468,3.5731,5.6521,3.261,3.732,2.2295,8.1903,3.884,8.1113,4.9704,3.4724,14.2562,3.6117,2.7437,3.5138,2.5056,5.2523,3.6775,3.5454,,8.9105,4.5815,9.8866,,,,6.3676,3.4379,1.5926,10.8088,13.5832,4.4366,4.4443,1.1537,7.1453,2.9182,40.9225,6.6659,2.6965,237.9316,6.9867,2.229,3.507,6.2183,16.6159,2.2773,2.8597,3.7619,2.3811,14.7711,2.2818,50.5673,8.2432,11.3961,4.5111,4.7285,1.4533,7.1108,3.8936,17.1789,3.6548,5.9176,,7.6973,6.7667,9.9754,,,
2015/12/14,2.7972,2.6772,3.0144,-0.0612,4.9877,2.3854,1.3008,4.3297,2.2386,0,-0.2271,1.4176,3.2212,1.15,1.6635,1.3715,2.1866,1.6521,3.23,2.0791,0,4.8236,2.4747,1.4815,2.4631,3.098,1.2724,5.8925,2.7993,-0.6378,0.896,0.0769,2.9376,1.7147,1.9359,2.7537,,2.0372,2.6576,2.5566,,,,0.8852,0.5472,0.3182,2.8686,2.8457,2.401,0.4388,2.4725,0.5166,,1.4619,0.2085,0.9913,2.9753,0.7673,0.0885,0.2951,1.113,1.1272,0.7209,,8.7281,1.3945,1.8176,0.8205,4.6572,0.1648,3.8028,0.6363,1.2737,0.6015,4.5213,1.6201,1.4437,0.6635,1.1764,,4.2455,1.1114,4.9155,,,,34999131270,12505330660,19723409012,4309690932,3822638797,12272656166,94588396163,11259984000,20088313440,2320406588,2338184061,80843231231,9807932695,9057984350,9625500000,12505330660,20088313440,8457162766,6471255207,7366041634,4281795000,6420960000,5063110268,7311387175,10433280000,4006800000,2.68952E+11,3924086400,7814800000,3895000000,21942156344,6354249448,5791441000,3853971832,14589543282,3238880000,,2324000000,9045806000,2310600000,,,,39.8301,27.4978,30.5089,167.6323,-56.8353,27.7019,16.212,31.7494,31.0584,29.8075,-59.5145,22.0055,162.3978,663.6151,30.3395,17.6373,15.2665,45.7518,856.7652,100.3066,403.6842,23.9523,57.1705,175.9067,51.9993,2545.9339,17.5215,229.4329,165.3941,120.0251,21.4042,93.9055,432.5408,-15.8278,41.0097,47.5189,,47.7642,25.8197,54.7354,,,,3.6077,3.9266,1.8082,5.5548,3.3211,9.3469,2.3991,2.2468,4.4392,3.3876,19.8814,5.0287,2.951,58.2869,4.3273,2.5186,2.182,2.2839,3.6885,5.7696,3.261,3.912,2.2846,8.3116,3.9797,8.3626,5.0337,3.677,14.6553,3.5887,2.7682,3.5165,2.5792,5.3423,3.7487,3.6431,,9.092,4.7032,10.1394,,,,6.5457,3.53,1.6406,10.8022,14.2607,4.5424,4.5021,1.2037,7.3053,2.9182,40.8296,6.7604,2.7834,240.6678,7.1029,2.2641,3.5908,6.321,17.1526,2.3247,2.8597,3.9434,2.44,14.9899,2.338,52.1338,8.3481,12.0677,4.6374,4.6984,1.4664,7.1163,4.008,17.4735,3.7256,6.0806,,7.8541,6.9465,10.2304,,,
2015/12/15,1.1204,0.6135,-0.1272,0.2448,1.2903,-0.5518,0.8427,-1,1.7381,0,1.7451,-0.4862,1.595,0.8764,0.7948,-0.4775,2.3309,0.5736,-0.3755,0.8541,0,3.7775,1.7563,0.6083,4.4872,1.2579,0.1915,0,1.0928,-0.1926,-0.0951,-0.384,2.5626,-0.3831,0.3561,3.1394,,0.5508,-0.3311,0.2597,,,,0.9554,0.5438,0.1856,2.8903,6.6301,2.365,0.4906,1.7934,0.7299,,1.3058,0.0901,1.2754,1.8236,0.7458,0.0989,0.4817,1.2398,0.9991,0.7914,,9.7,1.8105,1.6442,1.7682,4.6561,0.1201,2.8242,0.7275,1.1847,0.4953,6.4743,2.15,1.154,0.3564,2.9143,,3.8281,0.6662,4.6609,,,,35391278399,12582050480,19698315617,4320240971,3871963169,12204934581,95385489389,11147384160,20437478256,2320406588,2378986970,80450192124,9964369901,9137365075,9702000000,12582050480,20437478256,8505674216,6446957628,7428957889,4281795000,6663510000,5152034269,7355860333,10901440000,4057200000,2.69467E+11,3924086400,7900200000,3887500000,21921278936,6329847568,5939853000,3839205656,14641494178,3340560000,,2336800000,9015853000,2316600000,,,,40.2764,27.6665,30.4701,168.0426,-57.5687,27.549,16.3486,31.4319,31.5983,29.8075,-60.5531,21.8986,164.9881,669.4308,30.5806,17.5727,15.6398,46.0142,853.5483,101.1634,403.6842,24.8571,58.1745,176.9767,54.3326,2577.9583,17.5551,229.4329,167.2016,119.794,21.3838,93.5449,443.6251,-15.7671,41.1557,49.0107,,48.0273,25.7342,54.8776,,,,3.6482,3.9507,1.8059,5.5684,3.3639,9.2953,2.4193,2.2243,4.5163,3.3876,20.2284,5.0043,2.9981,58.7977,4.3617,2.5093,2.2354,2.297,3.6746,5.8189,3.261,4.0598,2.3248,8.3622,4.1582,8.4678,5.0433,3.677,14.8154,3.5818,2.7656,3.503,2.6453,5.3219,3.7621,3.7574,,9.1421,4.6876,10.1657,,,,6.6191,3.5516,1.6385,10.8286,14.4447,4.5173,4.54,1.1917,7.4323,2.9182,41.5421,6.7275,2.8278,242.7769,7.1594,2.2559,3.6787,6.3573,17.0882,2.3446,2.8597,4.0923,2.4829,15.0811,2.4429,52.7896,8.3641,12.0677,4.6881,4.6893,1.465,7.089,4.1107,17.4065,3.7388,6.2715,,7.8974,6.9235,10.257,,,
2015/12/16,-1.6225,-0.6707,2.9299,-0.6105,0.4632,-1.2947,-0.7959,0.2525,2.0413,0,1.3423,-1.5878,1.0922,0,-0.0464,0.8796,2.6886,0.0951,0.2513,0.3257,0,0.9927,-0.7551,-2.2975,-1.6871,-0.138,-0.2797,2.3732,-0.9747,-0.3215,0.0317,5.0887,-1.1357,-0.2308,-0.0591,-0.5939,,0.1027,0.4832,0.4144,,,,0.7147,0.3001,0.3471,3.1007,3.1521,2.1021,0.4051,2.2374,0.6607,,1.8187,0.0899,1.7603,2.0244,0.6404,0.108,0.5166,0.987,1.2095,1.073,,8.4539,1.3459,2.1144,1.8439,3.2522,0.1604,4.1315,0.6961,1.3414,0.2824,9.2048,1.7289,1.1868,0.2903,1.471,,4.5276,0.7879,5.9563,,,,34817062960,12497658678,20275463718,4293865873,3889899304,12046917549,94626352983,11175534120,20854662192,2320406588,2410919681,79172815028,10073195784,9137365075,9697500000,12497658678,20854662192,8513759457,6463156014,7453156449,4281795000,6729660000,5113130018,7186862333,10717520000,4051600000,2.68713E+11,4017211200,7823200000,3875000000,21928238072,6651952379,5872393000,3830345951,14632835695,3320720000,,2339200000,9059421000,2326200000,,,,39.6229,27.481,31.3629,167.0167,-57.8353,27.1924,16.2185,31.5112,32.2433,29.8075,-61.3659,21.5509,166.79,669.4308,30.5664,17.7454,16.0767,46.058,855.6929,101.4929,403.6842,25.1039,57.7353,172.9107,53.416,2574.4,17.506,234.8777,165.5719,119.4088,21.3906,98.305,438.5868,-15.7307,41.1314,48.7196,,48.0766,25.8586,55.105,,,,3.589,3.9242,1.8588,5.5344,3.3795,9.175,2.4,2.2299,4.6085,3.3876,20.4999,4.9248,3.0308,58.7977,4.3597,2.534,2.2978,2.2992,3.6839,5.8378,3.261,4.1001,2.3072,8.17,4.0881,8.4561,5.0292,3.7642,14.671,3.5702,2.7665,3.6812,2.6152,5.3096,3.7599,3.7351,,9.1515,4.7103,10.2078,,,,6.5117,3.5278,1.6865,10.7625,14.5116,4.4589,4.5039,1.1947,7.584,2.9182,42.0997,6.6207,2.8586,242.7769,7.1561,2.278,3.7814,6.3633,17.1311,2.3522,2.8597,4.133,2.4641,14.7346,2.4017,52.7167,8.3407,12.354,4.6424,4.6743,1.4654,7.4497,4.064,17.3664,3.7366,6.2342,,7.9055,6.957,10.2995,,,
2015/12/17,2.9767,2.5169,0.3713,10.0123,3.8617,4.3723,2.4469,2.4181,0.0217,0,1.8396,1.0859,4.524,2.4419,2.181,2.5367,1.2,3.7037,2.7569,1.7532,0,-0.4587,2.1739,3.7748,1.5601,1.7277,0.9116,3.2774,2.0759,2.1935,1.3329,1.7608,1.838,2.0046,1.8935,2.6139,,2.0178,1.593,2.7857,,,,1.0563,0.817,0.5513,8.3991,5.3112,3.5752,0.6843,3.4792,0.6381,,2.1022,0.1024,3.0125,3.0761,0.9409,0.1444,0.5507,2.5114,1.7252,1.2861,,6.5833,1.8161,3.8465,1.6563,4.7311,0.1931,5.0032,1.4827,1.6314,0.642,8.9834,2.1844,1.8518,0.5663,2.6199,,5.9292,0.8129,9.5227,,,,35853451802,12812209940,20350743905,4723779962,4040114436,12573640989,96941719021,11445773736,20859196800,2320406588,2455270668,80032588073,10528904169,9360489275,9909000000,12812209940,20859196800,8829083882,6641338260,7583828673,4281795000,6698790000,5224285019,7458148597,10884720000,4121600000,2.71163E+11,4148870400,7985600000,3960000000,22220521791,6769081401,5980329000,3907130064,14909907141,3407520000,,2386400000,9203740000,2391000000,,,,40.8023,28.1726,31.4793,183.7389,-60.0688,28.3813,16.6153,32.2732,32.2503,29.8075,-62.4947,21.7849,174.3355,685.7775,31.2331,18.2322,16.3024,47.7638,879.2834,103.2723,403.6842,24.9887,58.9904,179.4377,54.2493,2618.8782,17.6656,242.5755,169.009,122.0281,21.6758,100.036,446.6481,-16.0461,41.9102,49.9931,,49.0467,26.2705,56.64,,,,3.6958,4.023,1.8657,6.0885,3.51,9.5761,2.4587,2.2838,4.6095,3.3876,20.877,4.9783,3.1679,60.2335,4.4548,2.6035,2.3301,2.3843,3.7854,5.9402,3.261,4.0813,2.3574,8.4784,4.1519,8.6022,5.0751,3.8876,14.9756,3.6486,2.8034,3.746,2.6633,5.416,3.831,3.8328,,9.3361,4.7853,10.4922,,,,6.7055,3.6166,1.6927,11.8401,15.072,4.6538,4.6141,1.2236,7.5856,2.9182,42.8742,6.6926,2.988,248.7052,7.3121,2.3405,3.8345,6.599,17.6034,2.3934,2.8597,4.114,2.5177,15.2908,2.4392,53.6275,8.4167,12.7589,4.7388,4.7768,1.485,7.5809,4.1387,17.7145,3.8074,6.3972,,8.065,7.0678,10.5864,,,
2015/12/18,1.25,1.7665,-1.1097,3.5176,-0.3885,1.2567,1.6053,1.1805,-3.4783,0,0.3613,2.8238,7.2351,-2.1545,1.9074,0.5412,0.6827,3.663,2.1951,1.1487,0,-2.1725,1.8085,0.2982,0.1536,-2.9891,0.4725,-0.4644,2.4369,-0.7576,0.8456,-0.0721,9.9831,-2.192,5.5749,0.2911,,1.7767,-0.6805,1.33,,,,0.971,0.9474,0.5268,11.9386,3.9512,3.4165,0.9908,2.718,0.7047,,2.3216,0.2791,3.6924,2.4687,1.2981,0.1404,0.5369,3.6246,2.858,1.5105,,4.3131,3.1981,3.9901,1.1863,4.8744,0.2266,4.6495,1.6234,1.3246,0.5974,5.9521,6.4548,1.5827,1.6271,1.668,,8.587,0.9466,13.0192,,,,36301619949,13038533409,20124903343,4889943077,4024420318,12731658021,98497948653,11580893544,20133659520,2320406588,2464140866,82292562936,11290685349,9158819325,10098000000,13038533409,20133659520,9152493548,6787123734,7670943488,4281795000,6553260000,5318766769,7480385176,10901440000,3998400000,2.72444E+11,4129603200,8180200000,3930000000,22408418467,6764201025,6577350000,3821486245,15741121476,3417440000,,2428800000,9141111000,2422800000,,,,41.3124,28.6703,31.13,190.2021,-59.8354,28.7379,16.8821,32.6542,31.1285,29.8075,-62.7205,22.4001,186.949,671.0026,31.8288,18.3423,16.4239,49.5134,898.5847,104.4586,403.6842,24.4458,60.0572,179.9727,54.3326,2540.5965,17.749,241.449,173.1275,121.1037,21.859,99.9639,491.2373,-15.6944,44.2467,50.1387,,49.9182,26.0917,57.3933,,,,3.742,4.094,1.845,6.3027,3.4964,9.6965,2.4982,2.3108,4.4492,3.3876,20.9524,5.1189,3.3971,58.9358,4.5398,2.6192,2.3475,2.4717,3.8685,6.0084,3.261,3.9926,2.4,8.5037,4.1582,8.3451,5.099,3.8696,15.3405,3.6209,2.8271,3.7433,2.9292,5.2973,4.0446,3.8439,,9.502,4.7528,10.6317,,,,6.7893,3.6805,1.674,12.2565,15.0135,4.7123,4.6882,1.238,7.3218,2.9182,43.0291,6.8816,3.2041,243.3469,7.4516,2.3546,3.8631,6.8407,17.9898,2.4209,2.8597,4.0246,2.5632,15.3364,2.4429,52.0245,8.4565,12.6997,4.8542,4.7406,1.4975,7.5754,4.5519,17.3262,4.0196,6.4158,,8.2083,7.0197,10.7272,,,
2015/12/21,8.9506,10.0029,5.8603,-1.6721,2.3955,9.9882,6.7052,4.3267,6.982,0,2.0878,5.5821,0.9639,0,5.2139,5.421,4.4968,3.1802,0.5967,3.9117,0,5.9219,6.7921,0,4.2945,6.1625,4.68,1.0109,1.489,6.5522,7.1118,-0.7215,10,1.2365,5.8856,4.6444,,5.1713,8.0727,10.005,,,,3.0694,3.289,1.5385,7.6965,4.8921,5.0874,2.4978,4.7657,1.5358,,2.393,0.5276,3.1802,,4.4687,0.4407,0.7122,4.5003,2.375,2.6653,,7.6079,7.6222,2.6568,2.487,8.6431,0.4728,4.3945,3.7551,3.6092,2.444,4.9899,9.1921,1.9031,2.4307,3.7534,,14.6788,2.7119,12.5475,,,,39550839019,14342770349,21304292941,4808180274,4120827044,14003318899,1.05102E+11,12081962832,21539388000,2320406588,2515588011,86886207494,11399511232,9158819325,10624500000,14342770349,21539388000,9443562247,6827619699,7971005631,4281795000,6941340000,5680020520,7480385176,11369600000,4244800000,2.85195E+11,4171348800,8302000000,4187500000,24002060650,6715397266,7235085000,3868738007,16667579121,3576160000,,2554400000,9879044000,2665200000,,,,45.0101,31.5382,32.9543,187.0218,-61.2688,31.6083,18.014,34.0671,33.3019,29.8075,-64.03,23.6504,188.7509,671.0026,33.4883,19.319,17.1468,51.088,903.9462,108.5447,403.6842,25.8935,64.1363,179.9727,56.6659,2697.1599,18.5797,243.8898,175.7053,129.0386,23.4136,99.2427,540.3611,-15.8884,46.8509,52.4673,,52.4996,28.198,63.1355,,,,4.0769,4.5036,1.9532,6.1973,3.5801,10.665,2.6657,2.4108,4.7599,3.3876,21.3899,5.4046,3.4299,58.9358,4.7765,2.7587,2.4508,2.5503,3.8916,6.2435,3.261,4.2291,2.563,8.5037,4.3368,8.8594,5.3377,3.9087,15.5689,3.8582,3.0281,3.7163,3.2221,5.3628,4.2827,4.0224,,9.9934,5.1364,11.6954,,,,7.397,4.0486,1.7721,12.0516,15.3731,5.183,5.0025,1.2916,7.833,2.9182,43.9274,7.2657,3.235,243.3469,7.8401,2.48,4.0331,7.0582,18.0971,2.5156,2.8597,4.263,2.7373,15.3364,2.5479,55.2305,8.8522,12.8281,4.9265,5.0512,1.604,7.5208,5.007,17.5404,4.2562,6.7138,,8.6328,7.5864,11.8005,,,
