ÈÕÆÚ,000639.SZ,000716.SZ,000895.SZ,002216.SZ,002329.SZ,002330.SZ,002481.SZ,002495.SZ,002507.SZ,002515.SZ,002557.SZ,002570.SZ,002582.SZ,002650.SZ,002661.SZ,002695.SZ,002702.SZ,002719.SZ,002726.SZ,002732.SZ,002770.SZ,002820.SZ,002840.SZ,002847.SZ,002910.SZ,002946.SZ,002956.SZ,300146.SZ,300741.SZ,300783.SZ,300791.SZ,600073.SH,600186.SH,600305.SH,600419.SH,600429.SH,600597.SH,600866.SH,600872.SH,600882.SH,600887.SH,603020.SH,603027.SH,603043.SH,603288.SH,603317.SH,603345.SH,603517.SH,603536.SH,603696.SH,603697.SH,603755.SH,603777.SH,603866.SH,603886.SH,000639.SZ,000716.SZ,000895.SZ,002216.SZ,002329.SZ,002330.SZ,002481.SZ,002495.SZ,002507.SZ,002515.SZ,002557.SZ,002570.SZ,002582.SZ,002650.SZ,002661.SZ,002695.SZ,002702.SZ,002719.SZ,002726.SZ,002732.SZ,002770.SZ,002820.SZ,002840.SZ,002847.SZ,002910.SZ,002946.SZ,002956.SZ,300146.SZ,300741.SZ,300783.SZ,300791.SZ,600073.SH,600186.SH,600305.SH,600419.SH,600429.SH,600597.SH,600866.SH,600872.SH,600882.SH,600887.SH,603020.SH,603027.SH,603043.SH,603288.SH,603317.SH,603345.SH,603517.SH,603536.SH,603696.SH,603697.SH,603755.SH,603777.SH,603866.SH,603886.SH,000639.SZ,000716.SZ,000895.SZ,002216.SZ,002329.SZ,002330.SZ,002481.SZ,002495.SZ,002507.SZ,002515.SZ,002557.SZ,002570.SZ,002582.SZ,002650.SZ,002661.SZ,002695.SZ,002702.SZ,002719.SZ,002726.SZ,002732.SZ,002770.SZ,002820.SZ,002840.SZ,002847.SZ,002910.SZ,002946.SZ,002956.SZ,300146.SZ,300741.SZ,300783.SZ,300791.SZ,600073.SH,600186.SH,600305.SH,600419.SH,600429.SH,600597.SH,600866.SH,600872.SH,600882.SH,600887.SH,603020.SH,603027.SH,603043.SH,603288.SH,603317.SH,603345.SH,603517.SH,603536.SH,603696.SH,603697.SH,603755.SH,603777.SH,603866.SH,603886.SH,000639.SZ,000716.SZ,000895.SZ,002216.SZ,002329.SZ,002330.SZ,002481.SZ,002495.SZ,002507.SZ,002515.SZ,002557.SZ,002570.SZ,002582.SZ,002650.SZ,002661.SZ,002695.SZ,002702.SZ,002719.SZ,002726.SZ,002732.SZ,002770.SZ,002820.SZ,002840.SZ,002847.SZ,002910.SZ,002946.SZ,002956.SZ,300146.SZ,300741.SZ,300783.SZ,300791.SZ,600073.SH,600186.SH,600305.SH,600419.SH,600429.SH,600597.SH,600866.SH,600872.SH,600882.SH,600887.SH,603020.SH,603027.SH,603043.SH,603288.SH,603317.SH,603345.SH,603517.SH,603536.SH,603696.SH,603697.SH,603755.SH,603777.SH,603866.SH,603886.SH,000639.SZ,000716.SZ,000895.SZ,002216.SZ,002329.SZ,002330.SZ,002481.SZ,002495.SZ,002507.SZ,002515.SZ,002557.SZ,002570.SZ,002582.SZ,002650.SZ,002661.SZ,002695.SZ,002702.SZ,002719.SZ,002726.SZ,002732.SZ,002770.SZ,002820.SZ,002840.SZ,002847.SZ,002910.SZ,002946.SZ,002956.SZ,300146.SZ,300741.SZ,300783.SZ,300791.SZ,600073.SH,600186.SH,600305.SH,600419.SH,600429.SH,600597.SH,600866.SH,600872.SH,600882.SH,600887.SH,603020.SH,603027.SH,603043.SH,603288.SH,603317.SH,603345.SH,603517.SH,603536.SH,603696.SH,603697.SH,603755.SH,603777.SH,603866.SH,603886.SH,000639.SZ,000716.SZ,000895.SZ,002216.SZ,002329.SZ,002330.SZ,002481.SZ,002495.SZ,002507.SZ,002515.SZ,002557.SZ,002570.SZ,002582.SZ,002650.SZ,002661.SZ,002695.SZ,002702.SZ,002719.SZ,002726.SZ,002732.SZ,002770.SZ,002820.SZ,002840.SZ,002847.SZ,002910.SZ,002946.SZ,002956.SZ,300146.SZ,300741.SZ,300783.SZ,300791.SZ,600073.SH,600186.SH,600305.SH,600419.SH,600429.SH,600597.SH,600866.SH,600872.SH,600882.SH,600887.SH,603020.SH,603027.SH,603043.SH,603288.SH,603317.SH,603345.SH,603517.SH,603536.SH,603696.SH,603697.SH,603755.SH,603777.SH,603866.SH,603886.SH
2014/7/31,0,-0.9091,3.9485,0.4294,2.4485,-0.4739,0.632,1.1494,3.6396,4.2541,2.698,0,3.2135,0.7928,0.146,1.0672,0.2052,0,-2.2268,,,,,,,,,-1.1376,,,,1.7722,0,2.356,0,6.0686,0.7491,1.3913,1.7928,3.8732,4.9842,,,,0.4421,,,,,,,,,,,,1.1529,0.6384,0.2787,2.5291,1.7549,0.8551,1.8461,2.4919,1.33,1.1098,,3.7232,2.0682,1.9806,1.5465,1.575,,13.0453,,,,,,,,,1.9892,,,,1.7461,1.4545,1.7944,,1.6685,1.7698,1.7069,1.2518,5.3408,2.4563,,,,1.6231,,,,,,,,,,,1595742084,2051468041,45936649802,5211774640,2305344975,2345364000,5367327695,1312740378,1722517218,1642397504,6046820000,14636671133,1735014909,1997091648,732562250,1219826590,893650000,703030000,1294328900,,,,,,,,,9146723378,,,,6237432917,2740022722,3977252000,1503801600,7115400000,19729310992,3208793901,8141632123,2496574371,79827640600,,,,5101776000,,,,,,,,,,,15.195,71.6915,21.6225,63.6873,93.5708,75.2166,54.7634,70.7688,33.4527,116.6048,23.6961,20.364,27.4143,25.3342,33.8149,29.5913,61.371,48.6927,44.5129,,,,,,,,,43.3955,,,,42.5889,-8.3235,120.4999,46.5109,-31.4086,48.6734,158.5754,38.2528,16.0011,25.5169,,,,31.7587,,,,,,,,,,,2.3738,3.5384,5.8146,4.1972,4.2842,2.4085,6.2004,2.3191,4.5302,3.0965,2.3228,3.7524,2.0546,2.349,4.1382,2.5508,2.5982,8.7164,5.7581,,,,,,,,,8.1957,,,,3.3353,4.7497,8.6044,6.3831,4.5103,4.6197,2.1788,3.8176,2.4398,5.0436,,,,13.0332,,,,,,,,,,,1.1327,2.2593,1.8559,2.0879,3.4345,1.5414,8.317,8.9948,5.5601,12.9842,2.0234,2.4004,3.0803,2.444,2.4057,4.0284,2.7456,7.2543,1.6384,,,,,,,,,12.3457,,,,0.6375,1.2705,4.2426,18.5257,1.8785,1.2132,3.5543,3.5121,3.5276,1.7022,,,,6.0724,,,,,,,,,,
2014/8/1,0,-0.1668,-0.9496,0.2138,-1.6352,10,-2.6518,-0.3409,-0.7709,-1.3058,1.3974,0,-1.5831,-0.2247,0.0292,-1.7951,-0.6826,0,-3.2054,,,,,,,,,-0.3596,,,,0.3731,-2.3256,-0.8951,0,0.6219,0.3098,5.6604,0.3914,-4.4068,-0.1507,,,,1.2324,,,,,,,,,,,,0.7947,0.6204,0.4338,1.5504,4.5753,0.7928,1.3182,1.0852,1.2453,1.8127,,3.5556,2.526,2.9774,1.8813,2.7913,,12.7939,,,,,,,,,2.0811,,,,4.1148,1.3159,1.3355,,1.9805,1.7924,5.7079,1.3337,7.2941,1.128,,,,3.2182,,,,,,,,,,,1595742084,2048046076,45500427330,5222916863,2267647510,2579900400,5224998001,1308265127,2679134913,1620951617,6131320000,14636671133,1707547655,1992603802,732775825,1197928964,887550000,703030000,1252840500,,,,,,,,,9113833326,,,,6260706920,2676301264,3941650000,1503801600,7159650000,19790430295,3390423744,8173497610,2386555840,79707327653,,,,5164650000,,,,,,,,,,,15.195,71.5719,21.4172,63.8235,92.0407,82.7383,53.3112,70.5275,33.1948,115.0822,24.0273,20.364,26.9803,25.2773,33.8248,29.06,60.9521,48.6927,43.0861,,,,,,,,,43.2394,,,,42.7478,-8.1299,119.4212,46.5109,-31.6039,48.8242,167.5513,38.4025,15.2959,25.4784,,,,32.1501,,,,,,,,,,,2.3738,3.5325,5.7594,4.2062,4.2141,2.6493,6.036,2.3112,4.4953,3.0561,2.3552,3.7524,2.0221,2.3438,4.1394,2.505,2.5805,8.7164,5.5735,,,,,,,,,8.1663,,,,3.3478,4.6393,8.5274,6.3831,4.5383,4.634,2.3021,3.8325,2.3323,5.036,,,,13.1938,,,,,,,,,,,1.1327,2.2555,1.8383,2.0924,3.3783,1.6956,8.0965,8.9641,5.5172,12.8146,2.0517,2.4004,3.0315,2.4385,2.4064,3.956,2.7269,7.2543,1.5858,,,,,,,,,12.3013,,,,0.6399,1.241,4.2046,18.5257,1.8902,1.2169,3.7554,3.5258,3.3721,1.6996,,,,6.1472,,,,,,,,,,
2014/8/4,4.6575,3.2581,-0.1864,3.4667,0.2558,2.7417,0.5018,0.3421,0,-0.0551,0.9923,0,0.2145,2.027,1.6613,1.3978,5.8419,0,0.3486,,,,,,,,,-0.2887,,,,1.9827,4.3651,5.1613,0,1.1125,0.4941,0.487,0.0975,1.6548,1.434,,,,0.1159,,,,,,,,,,,7.9105,3.3059,0.5857,0.7811,1.8682,7.977,0.6829,1.2979,1.3681,1.0655,0.7378,,4.3351,2.0955,2.7016,1.6495,5.4162,,8.5962,,,,,,,,,1.6326,,,,2.0044,2.9013,2.6706,,1.0167,0.911,3.3001,1.5433,3.2551,1.024,,,,1.4505,,,,,,,,,,,1670064318,2114774395,45415606293,5403977980,2273447120,2650633600,5251216629,1312740378,2679134913,1620058038,6192160000,14636671133,1711209955,2032994419,744949600,1214674207,939400000,703030000,1257207700,,,,,,,,,9087521285,,,,6384834938,2793123938,4145090000,1503801600,7239300000,19888221180,3406935548,8181463982,2426049671,80850300653,,,,5170638000,,,,,,,,,,,15.9027,73.9038,21.3773,66.036,92.2761,85.0067,53.5787,70.7688,33.1948,115.0188,24.2657,20.364,27.0382,25.7897,34.3867,29.4663,64.5128,48.6927,43.2363,,,,,,,,,43.1146,,,,43.5954,-8.4848,125.5849,46.5109,-31.9555,49.0655,168.3673,38.4399,15.5491,25.8438,,,,32.1874,,,,,,,,,,,2.4844,3.6476,5.7487,4.352,4.2249,2.722,6.0663,2.3191,4.4953,3.0544,2.3786,3.7524,2.0264,2.3913,4.2082,2.54,2.7313,8.7164,5.5929,,,,,,,,,8.1427,,,,3.4141,4.8418,8.9675,6.3831,4.5888,4.6569,2.3133,3.8362,2.3709,5.1082,,,,13.2091,,,,,,,,,,,1.1855,2.329,1.8349,2.1649,3.3869,1.7421,8.1371,8.9948,5.5172,12.8076,2.072,2.4004,3.038,2.488,2.4463,4.0113,2.8862,7.2543,1.5914,,,,,,,,,12.2658,,,,0.6525,1.2951,4.4216,18.5257,1.9112,1.2229,3.7737,3.5292,3.4279,1.724,,,,6.1544,,,,,,,,,,
2014/8/5,0.5236,0.4854,-0.3469,-1.9588,1.4031,-2.5281,-1.3552,1.1364,0.9495,0.4413,-0.1092,0,1.7657,-0.1104,0.0287,1.4493,-1.6234,0,0.3908,,,,,,,,,1.4477,,,,-0.486,0,-0.7975,0,-0.2445,-1.2293,-0.3231,1.0711,-0.2326,0.4464,,,,-1.2739,,,,,,,,,,,4.3671,2.2566,0.3899,0.5723,3.0739,5.4938,1.0738,2.3455,1.0258,0.6472,0.6209,,3.3223,1.7036,1.9322,2.9135,5.6829,,7.0978,,,,,,,,,2.1015,,,,1.2883,2.195,1.549,,0.6148,1.1678,1.7279,1.3448,3.053,1.0783,,,,1.4069,,,,,,,,,,,1678808110,2125040290,45258081512,5298126865,2305344975,2583623200,5180051781,1327657883,2352095453,1627206667,6185400000,14636671133,1741423935,2030750496,745163175,1232278181,924150000,703030000,1262120800,,,,,,,,,9219081492,,,,6353802934,2793123938,4112031000,1503801600,7221600000,19643743968,3395927679,8269094074,2420407695,81211239495,,,,5104770000,,,,,,,,,,,15.986,74.2626,21.3031,64.7425,93.5708,82.8577,52.8526,71.573,33.51,115.5263,24.2392,20.364,27.5156,25.7612,34.3966,29.8933,63.4655,48.6927,43.4052,,,,,,,,,43.7388,,,,43.3835,-8.4848,124.5833,46.5109,-31.8774,48.4623,167.8233,38.8516,15.5129,25.9591,,,,31.7773,,,,,,,,,,,2.4974,3.6653,5.7287,4.2668,4.2842,2.6532,5.9841,2.3454,4.5379,3.0679,2.376,3.7524,2.0622,2.3886,4.2094,2.5769,2.6869,8.7164,5.6148,,,,,,,,,8.2606,,,,3.3976,4.8418,8.896,6.3831,4.5776,4.5996,2.3059,3.8773,2.3653,5.131,,,,13.0409,,,,,,,,,,,1.1917,2.3403,1.8285,2.1225,3.4345,1.698,8.0269,9.097,5.5696,12.8641,2.0698,2.4004,3.0917,2.4852,2.447,4.0695,2.8393,7.2543,1.5976,,,,,,,,,12.4433,,,,0.6494,1.2951,4.3864,18.5257,1.9066,1.2079,3.7615,3.567,3.4199,1.7317,,,,6.076,,,,,,,,,,
2014/8/6,2.1484,-0.9662,-1.178,-0.2629,0.2516,-2.7378,0.7231,1.6854,-0.2993,-1.263,-0.2186,0,0.5258,-0.3315,-0.5446,-0.1394,-1.1221,0,-0.9948,,,,,,,,,0.9276,,,,-0.9768,3.4221,0,0,-0.3676,-0.6223,0.9724,0.0963,1.3986,-0.963,,,,0.4692,,,,,,,,,,,3.9896,1.3556,0.316,0.3317,1.5435,3.533,0.7872,4.0832,0.6701,0.9514,0.4165,,3.0362,1.9208,1.8445,1.7679,2.5287,,7.6825,,,,,,,,,1.6868,,,,1.3358,3.2416,1.579,,0.6058,0.708,3.2283,0.9614,5.4285,0.6231,,,,1.1076,,,,,,,,,,,1714876253,2104508500,44724920712,5284199087,2311144585,2512890000,5217506964,1350034139,2345056262,1606654359,6171880000,14636671133,1750579687,2024018726,741105250,1230560721,913780000,703030000,1249565100,,,,,,,,,9304595626,,,,6291738925,2888706126,4112031000,1503801600,7195050000,19521505362,3428951287,8277060446,2454259551,80429205337,,,,5128722000,,,,,,,,,,,16.3294,73.5451,21.0522,64.5723,93.8062,80.5892,53.2348,72.7793,33.4097,114.0672,24.1862,20.364,27.6602,25.6758,34.2093,29.8516,62.7534,48.6927,42.9734,,,,,,,,,44.1445,,,,42.9597,-8.7752,124.5833,46.5109,-31.7602,48.1608,169.4553,38.8891,15.7299,25.7092,,,,31.9264,,,,,,,,,,,2.551,3.6299,5.6612,4.2556,4.295,2.5805,6.0273,2.385,4.5244,3.0291,2.3708,3.7524,2.0731,2.3807,4.1865,2.5733,2.6568,8.7164,5.5589,,,,,,,,,8.3372,,,,3.3644,5.0075,8.896,6.3831,4.5608,4.571,2.3283,3.8811,2.3984,5.0816,,,,13.1021,,,,,,,,,,,1.2173,2.3177,1.807,2.1169,3.4431,1.6515,8.0849,9.2503,5.5529,12.7016,2.0652,2.4004,3.1079,2.477,2.4337,4.0638,2.8075,7.2543,1.5817,,,,,,,,,12.5588,,,,0.643,1.3395,4.3864,18.5257,1.8996,1.2004,3.7981,3.5705,3.4678,1.715,,,,6.1045,,,,,,,,,,
2014/8/7,-3.0593,-2.0325,-2.33,0.4744,-1.4429,0.4444,-0.5743,-3.9779,-0.9005,-0.2781,-1.6429,0,-2.1967,-1.2195,-1.8156,-0.6629,-0.534,0,0.0437,,,,,,,,,0.0707,,,,-0.6165,-2.5735,-2.35,0,-3.075,0.0626,2.7287,-0.8662,-2.2989,-3.1414,,,,-0.7005,,,,,,,,,,,5.3484,0.711,0.5314,0.5292,1.4846,2.545,0.5352,3.607,0.7492,0.5726,0.6445,,2.3509,2.1752,2.5114,1.8099,2.7622,,6.9541,,,,,,,,,2.4656,,,,1.3194,2.6289,1.1574,,1.1067,0.7854,2.9624,1.0813,3.424,1.2451,,,,1.173,,,,,,,,,,,1662413500,2061733937,43682833695,5309269088,2277796828,2524058400,5187542818,1296331124,2323938688,1602186466,6070480000,14636671133,1712125531,1999335571,727650025,1222402781,908900000,703030000,1250111000,,,,,,,,,9311173636,,,,6252948919,2814364424,4015397000,1503801600,6973800000,19533729223,3522518176,8205363098,2397839792,77902633442,,,,5092794000,,,,,,,,,,,15.8299,72.0503,20.5616,64.8787,92.4526,80.9474,52.9291,69.8842,33.1089,113.75,23.7888,20.364,27.0526,25.3627,33.5882,29.6537,62.4183,48.6927,42.9922,,,,,,,,,44.1757,,,,42.6949,-8.5493,121.6555,46.5109,-30.7836,48.1909,174.0793,38.5522,15.3683,24.9016,,,,31.7028,,,,,,,,,,,2.473,3.5561,5.5293,4.2757,4.233,2.592,5.9927,2.2901,4.4836,3.0207,2.3318,3.7524,2.0275,2.3517,4.1105,2.5562,2.6426,8.7164,5.5614,,,,,,,,,8.3431,,,,3.3436,4.8786,8.6869,6.3831,4.4205,4.5739,2.3918,3.8475,2.3433,4.922,,,,13.0103,,,,,,,,,,,1.1801,2.2706,1.7649,2.127,3.3934,1.6589,8.0385,8.8823,5.5029,12.6663,2.0313,2.4004,3.0397,2.4468,2.3895,4.0369,2.7925,7.2543,1.5824,,,,,,,,,12.5676,,,,0.6391,1.305,4.2833,18.5257,1.8412,1.2011,3.9018,3.5396,3.3881,1.6611,,,,6.0617,,,,,,,,,,
2014/8/8,0.263,0.9129,-0.3606,4.8269,-0.191,10.0295,0,-0.6904,-0.476,0.1115,1.9488,0,0.8556,0.7856,0.7925,1.405,-0.2013,0,3.2751,,,,,,,,,-0.8831,,,,0.7444,0.3774,0.5066,0,0.2538,-0.2503,-1.25,-0.4854,0.9412,1.9305,,,,-0.2058,,,,,,,,,,,2.5064,0.4848,0.3704,0.9454,1.0995,5.3094,0.4694,2,0.876,0.6849,0.5752,,1.6821,1.6166,3.5133,2.3162,1.3161,,19.0905,,,,,,,,,1.3988,,,,0.9185,1.365,0.8617,,0.6163,0.554,2.1735,0.712,1.9196,0.7381,,,,0.7633,,,,,,,,,,,1666785396,2080554744,43525308913,5565540209,2273447120,2777208800,5187542818,1287380621,2312877102,1603973623,6188780000,14636671133,1726774733,2015043034,733416550,1239577390,907070000,703030000,1291053500,,,,,,,,,9228948507,,,,6299496926,2824984667,4035741000,1503801600,6991500000,19484833780,3478486699,8165531239,2420407695,79406545284,,,,5082315000,,,,,,,,,,,15.8715,72.708,20.4875,68.0103,92.2761,89.066,52.9291,69.4017,32.9513,113.8768,24.2524,20.364,27.2841,25.562,33.8543,30.0704,62.2926,48.6927,44.4002,,,,,,,,,43.7856,,,,43.0127,-8.5816,122.2719,46.5109,-30.8617,48.0703,171.9033,38.365,15.5129,25.3823,,,,31.6375,,,,,,,,,,,2.4795,3.5886,5.5094,4.4821,4.2249,2.8519,5.9927,2.2743,4.4623,3.0241,2.3773,3.7524,2.0449,2.3702,4.1431,2.5921,2.6373,8.7164,5.7435,,,,,,,,,8.2694,,,,3.3685,4.897,8.731,6.3831,4.4317,4.5624,2.3619,3.8288,2.3653,5.017,,,,12.9835,,,,,,,,,,,1.1832,2.2913,1.7585,2.2296,3.3869,1.8252,8.0385,8.821,5.4767,12.6804,2.0709,2.4004,3.0657,2.466,2.4085,4.0936,2.7868,7.2543,1.6342,,,,,,,,,12.4567,,,,0.6438,1.3099,4.305,18.5257,1.8458,1.1981,3.853,3.5224,3.4199,1.6932,,,,6.0492,,,,,,,,,,
2014/8/11,2.6885,0.7401,2.422,-2.5526,1.0842,6.4343,1.1552,0.2317,0.8261,1.7827,0.4369,0,1.0074,2.3385,0.4077,-1.4202,0.6725,0,0.2114,,,,,,,,,4.6329,,,,0.6158,1.1278,3.3396,0,0.7595,0.5019,-0.6329,0.5854,1.8648,0.9091,,,,1.3549,,,,,,,,,,,3.282,1.8258,0.4531,1.6513,1.3526,13.6675,0.6785,3.1237,0.8206,0.5637,0.9103,,2.3595,3.025,2.1313,6.0792,2.1016,,12.2381,,,,,,,,,2.6979,,,,1.6242,1.4093,1.8847,,0.7122,0.6229,2.2135,1.2847,2.8324,0.6555,,,,1.5586,,,,,,,,,,,1711597331,2095953587,44579513221,5423476870,2298095463,2955903200,5247471110,1290364122,2331983478,1632568139,6215820000,14636671133,1744170661,2062165421,736406600,1221973416,913170000,703030000,1293783000,,,,,,,,,9656519179,,,,6338286931,2856845397,4170520000,1503801600,7044600000,19582624665,3456470960,8213329470,2465543503,80128422968,,,,5151177000,,,,,,,,,,,16.2982,73.2461,20.9837,66.2743,93.2765,94.7968,53.5405,69.5625,33.2235,115.907,24.3584,20.364,27.559,26.1597,33.9924,29.6433,62.7115,48.6927,44.4941,,,,,,,,,45.8141,,,,43.2776,-8.6784,126.3553,46.5109,-31.0961,48.3116,170.8153,38.5896,15.8022,25.613,,,,32.0662,,,,,,,,,,,2.5462,3.6151,5.6428,4.3677,4.2707,3.0355,6.0619,2.2795,4.4991,3.078,2.3877,3.7524,2.0655,2.4256,4.1599,2.5553,2.655,8.7164,5.7556,,,,,,,,,8.6525,,,,3.3893,4.9522,9.0225,6.3831,4.4654,4.5853,2.347,3.8512,2.4094,5.0626,,,,13.1594,,,,,,,,,,,1.215,2.3083,1.8011,2.1727,3.4237,1.9427,8.1313,8.8414,5.522,12.9065,2.0799,2.4004,3.0965,2.5237,2.4183,4.0354,2.8056,7.2543,1.6377,,,,,,,,,13.0338,,,,0.6478,1.3247,4.4488,18.5257,1.8598,1.2041,3.8286,3.543,3.4837,1.7086,,,,6.1312,,,,,,,,,,
2014/8/12,0.6386,-0.1633,-1.8211,-0.4109,1.8927,-2.3929,-0.571,1.2717,2.0267,0,-0.0544,0,0.5249,3.9173,-0.551,-0.5973,0.2004,0,-0.6329,,,,,,,,,0.7834,,,,0.4896,0,5.9146,0,3.392,-1.8727,7.1656,2.5218,2.0595,0.0751,,,,0.0581,,,,,,,,,,,3.3476,1.2752,0.6344,0.8106,2.3894,7.0459,0.7535,3.564,1.2303,0.5268,0.4187,,2.4307,5.1511,2.1968,2.534,2.7404,,11.624,,,,,,,,,1.9183,,,,1.6549,1.2854,4.4858,,1.663,1.508,4.4493,2.4548,4.5458,0.4376,,,,1.2596,,,,,,,,,,,1722527071,2092531622,43767654731,5401192425,2341592538,2885170000,5217506964,1306773377,2379246619,1632568139,6212440000,14636671133,1753326412,2142946656,732348675,1214674207,915000000,703030000,1285594500,,,,,,,,,9732166298,,,,6369318936,2856845397,4417191000,1503801600,7283550000,19215908847,3704148019,8420455141,2516321287,80188579442,,,,5154171000,,,,,,,,,,,16.4023,73.1265,20.6016,66.002,95.042,92.5284,53.2348,70.2437,33.8968,115.907,24.3451,20.364,27.7036,27.1845,33.8051,29.4663,62.8372,48.6927,44.2125,,,,,,,,,46.173,,,,43.4894,-8.6784,133.8288,46.5109,-32.1509,47.4069,183.0553,39.5628,16.1276,25.6323,,,,32.0849,,,,,,,,,,,2.5624,3.6092,5.5401,4.3498,4.3516,2.9628,6.0273,2.3019,4.5903,3.078,2.3864,3.7524,2.0763,2.5206,4.137,2.54,2.6603,8.7164,5.7192,,,,,,,,,8.7203,,,,3.4058,4.9522,9.5562,6.3831,4.6169,4.4994,2.5152,3.9483,2.4591,5.0664,,,,13.1671,,,,,,,,,,,1.2227,2.3045,1.7683,2.1638,3.4885,1.8962,8.0849,8.928,5.6339,12.9065,2.0788,2.4004,3.1128,2.6225,2.405,4.0113,2.8112,7.2543,1.6273,,,,,,,,,13.1359,,,,0.651,1.3247,4.7119,18.5257,1.9229,1.1816,4.1029,3.6323,3.5555,1.7099,,,,6.1348,,,,,,,,,,
2014/8/13,3.8706,1.8806,0.4983,-0.3094,0.4954,1.1613,-0.7179,0,-0.1268,-0.4379,-0.8161,0,-0.4178,-0.9424,3.2079,0.2121,-0.9333,0,-2.3355,,,,,,,,,-1.4194,,,,0.7308,2.2305,-0.1727,0,-0.8505,-0.1908,0.8915,-0.5676,0.1121,-1.0503,,,,0.1743,,,,,,,,,,,5.49,2.1495,0.4953,0.6227,2.5313,6.9082,0.8923,1.7713,1.107,0.6781,0.4337,,2.3295,3.12,6.3619,2.5734,1.6528,,11.0347,,,,,,,,,1.7377,,,,1.7522,2.6701,3.0883,,0.786,1.1112,4.7735,0.8315,3.009,0.8797,,,,1.5294,,,,,,,,,,,1789198487,2131884220,43985765967,5384479091,2353191758,2918675200,5180051781,1306773377,2376229823,1625419510,6161740000,14636671133,1746001811,2122751347,755841925,1217250399,906460000,703030000,1255570000,,,,,,,,,9594028081,,,,6415866943,2920566855,4409562000,1503801600,7221600000,19179237266,3737171627,8372656909,2519142275,79346388810,,,,5163153000,,,,,,,,,,,17.0371,74.5018,20.7042,65.7977,95.5128,93.6029,52.8526,70.2437,33.8538,115.3994,24.1465,20.364,27.5879,26.9283,34.8895,29.5288,62.2507,48.6927,43.1799,,,,,,,,,45.5177,,,,43.8073,-8.8719,133.5977,46.5109,-31.8774,47.3164,184.6873,39.3382,16.1457,25.363,,,,32.1408,,,,,,,,,,,2.6616,3.6771,5.5677,4.3363,4.3731,2.9972,5.9841,2.3019,4.5845,3.0645,2.3669,3.7524,2.0676,2.4969,4.2697,2.5454,2.6355,8.7164,5.5856,,,,,,,,,8.5965,,,,3.4307,5.0627,9.5397,6.3831,4.5776,4.4909,2.5376,3.9259,2.4618,5.0132,,,,13.19,,,,,,,,,,,1.2701,2.3478,1.7771,2.1571,3.5057,1.9182,8.0269,8.928,5.6267,12.8499,2.0619,2.4004,3.0998,2.5978,2.4821,4.0199,2.785,7.2543,1.5893,,,,,,,,,12.9494,,,,0.6557,1.3542,4.7037,18.5257,1.9066,1.1793,4.1395,3.6117,3.5595,1.6919,,,,6.1454,,,,,,,,,,
2014/8/14,-1.405,-0.4013,-3.5813,-0.9829,-2.5262,-4.0816,-1.5907,0.1142,-1.0157,-0.5498,-1.2617,0,-0.7866,-0.3171,-1.2433,-1.7284,-1.3459,0,0.2609,,,,,,,,,-0.3771,,,,-2.5393,-1.0909,3.2295,0,-0.7353,-2.3582,-3.3873,-0.5709,-2.9115,0.0379,,,,-2.0296,,,,,,,,,,,3.8466,1.4167,1.083,0.4113,1.8762,3.9819,0.9918,2.0811,0.7505,0.5461,0.5744,,2.2791,2.8387,2.8834,4.9681,1.546,,8.4932,,,,,,,,,1.2161,,,,1.9954,1.8593,6.8909,,0.4857,1.7793,3.1234,0.7763,2.8998,0.7229,,,,2.0748,,,,,,,,,,,1764060084,2123329307,42410518150,5331553533,2293745755,2799545600,5097650379,1308265127,2352095453,1616483724,6084000000,14636671133,1732268184,2116019578,746444625,1196211503,894260000,703030000,1258845400,,,,,,,,,9557849024,,,,6252948919,2888706126,4551970000,1503801600,7168500000,18726954424,3610581130,8324858677,2445796587,79376467047,,,,5058363000,,,,,,,,,,,16.7978,74.2028,19.9628,65.151,93.1,89.7824,52.0119,70.3239,33.51,114.765,23.8418,20.364,27.3709,26.8429,34.4557,29.0184,61.4129,48.6927,43.2926,,,,,,,,,45.346,,,,42.6949,-8.7752,137.9122,46.5109,-31.643,46.2006,178.4313,39.1136,15.6756,25.3727,,,,31.4884,,,,,,,,,,,2.6242,3.6624,5.3683,4.2937,4.2626,2.8749,5.8889,2.3045,4.5379,3.0476,2.337,3.7524,2.0514,2.4889,4.2166,2.5014,2.6,8.7164,5.6002,,,,,,,,,8.5641,,,,3.3436,5.0075,9.8478,6.3831,4.5439,4.3849,2.4516,3.9035,2.3902,5.0151,,,,12.9223,,,,,,,,,,,1.2522,2.3384,1.7134,2.1359,3.4172,1.8399,7.8992,8.9382,5.5696,12.7793,2.0358,2.4004,3.0754,2.5896,2.4512,3.9504,2.7475,7.2543,1.5934,,,,,,,,,12.9006,,,,0.6391,1.3395,4.8557,18.5257,1.8926,1.1515,3.9993,3.5911,3.4558,1.6926,,,,6.0207,,,,,,,,,,
