ÈÕÆÚ,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH
2015/1/5,4.6729,2.7372,-0.1463,0.3994,8.0645,1.9417,2.5463,-2.5794,-0.7709,4,5.0323,2.9952,0,0.9917,,0.9945,-4.697,,1.9969,0,2.5785,1.4337,4.2458,1.444,2.107,3.2161,0,5.423,,0,3.1761,,4.0206,,,,1.2844,1.3514,5.8559,4.1652,2.2485,4.0122,6.9252,1.9564,1.9957,2.8764,2.0781,1.6872,3.5545,1.329,,2.0898,,2.5611,10.031,,0.8946,,2.5034,1.1962,1.8288,2.75,1.9645,1.7089,,1.9184,,,3.8916,,2.9048,,,,0.5294,0.8448,6851218479,3429358583,2134500077,2225658429,4115482949,2436742796,3012400000,4394857987,3490914445,2995919780,10112882154,1483105930,4500070665,9776000000,,977916700,738562500,,2912250880,2362412520,19119743925,1786262040,3350571220,3273088000,10519229700,7700856554,3067598950,2048101200,,21381120000,7075200000,,3027000000,,,,7700856554,,226.8811,-23.2878,124.2489,72.853,35.8238,317.0661,35.4231,26.5933,22.3856,53.8514,34.0677,-24.5041,74.2491,302.2003,,59.1941,40.8717,,74.7283,-14.6316,74.1789,-9.9692,231.1153,130.0698,24.4313,-20.0442,412.8864,-10.5984,,27.9484,19.5626,,15.1868,,,,-6.5986,81.7359,1.149,4.6692,3.1903,1.3764,1.2325,1.7057,1.5204,2.0486,2.745,3.2927,1.2995,5.6405,1.1265,2.7721,,5.2039,5.234,,1.889,8.2282,2.1168,10.0978,2.6689,2.6781,1.9145,5.4864,6.8044,5.4133,,3.2963,1.6009,,2.1468,,,,1.8061,2.199,0.3872,1.6712,7.0493,1.9713,1.0352,0.6091,1.0191,0.905,2.3401,1.5957,1.0125,2.2141,0.49,2.2849,,9.9955,6.6121,,0.682,110.7029,1.592,1.1996,1.2332,2.9952,0.9182,1.6929,7.1838,2.3486,,4.4695,1.4472,,4.6676,,,,0.5573,0.841
2015/1/6,2.9337,0.7105,0.2198,2.148,-2.7985,0.381,0.4515,2.444,-0.111,-0.062,1.4742,0.8443,0,0.5728,,9.0323,1.6062,,3.1627,0,-1.3115,0.8834,0.4287,-0.6228,1.4286,-1.5579,0,-0.2058,,0,2.6119,,2.1804,,,,-0.7246,-0.8889,6.9297,3.9758,2.275,4.2153,3.8445,1.6912,1.9019,1.5679,1.767,0.8908,3.1189,1.6907,,0.9956,,4.9121,8.4792,,1.3513,,2.6634,1.2887,1.4058,1.7419,2.1585,1.3332,,0.9455,,,4.1006,,3.4557,,,,0.2955,0.2022,7052210858,3453723475,2139191286,2273464935,4000310851,2446025626,3026000000,4502267958,3487039956,2994061269,10261966412,1495627462,4500070665,9832000000,,1066244660,750425000,,3004355200,2362412520,18868993185,1802041740,3364935941,3252704000,10669504410,7580882157,3067598950,2043887000,,21381120000,7260000000,,3093000000,,,,7580882157,,233.5371,-23.4533,124.522,74.4178,34.8213,318.2739,35.5831,27.2432,22.3608,53.818,34.5699,-24.711,74.2491,303.9314,,64.5407,41.5281,,77.0917,-14.6316,73.2061,-10.0573,232.1061,129.2598,24.7803,-19.7319,412.8864,-10.5766,,27.9484,20.0736,,15.518,,,,-6.5516,81.02,1.1827,4.7023,3.1973,1.406,1.198,1.7122,1.5273,2.0987,2.7419,3.2906,1.3187,5.6881,1.1265,2.7879,,5.674,5.3181,,1.9488,8.2282,2.089,10.187,2.6804,2.6614,1.9419,5.401,6.8044,5.4022,,3.2963,1.6428,,2.1936,,,,1.7933,2.1798,0.3985,1.6831,7.0648,2.0136,1.0063,0.6114,1.0237,0.9271,2.3375,1.5947,1.0274,2.2328,0.49,2.298,,10.8983,6.7183,,0.7036,110.7029,1.5711,1.2102,1.2385,2.9765,0.9314,1.6665,7.1838,2.3437,,4.4695,1.485,,4.7694,,,,0.5533,0.8336
2015/1/7,-0.3717,0.5291,-1.1696,-2.2586,1.1516,0.5693,1.7978,0.3976,-0.4444,2.9174,-0.8475,-1.3023,2.5586,0.895,,2.8652,-3.6379,,-0.8759,0,-0.3322,3.3275,5.9765,0.3581,-1.252,1.3848,0,4.7423,,9.9617,-0.9091,,-1.8429,,,,1.2774,0.4484,3.5772,3.0842,1.4817,3.4719,2.1883,2.0792,2.8527,1.1057,2.1178,1.5776,2.2518,1.1358,2.453,0.9605,,8.3598,8.8118,,0.7797,,2.0249,1.7736,2.9034,1.9052,1.5251,1.4916,,2.8266,,2.077,3.0484,,2.3191,,,,0.5108,0.1293,7025994460,3471997144,2114171505,2222117207,4046379690,2459949871,3080400000,4520169620,3471542001,3081411288,10175000595,1476149523,4615211065,9920000000,,1096794180,723125000,,2978039680,2362412520,18806305500,1862004600,3566042038,3264352000,10535926890,7685859754,3067598950,2140813600,,23511040000,7194000000,,3036000000,,,,7685859754,,232.6689,-23.5773,123.0656,72.7371,35.2223,320.0857,36.2228,27.3516,22.2614,55.3881,34.2769,-24.3892,76.1488,306.6517,,66.3899,40.0174,,76.4164,-14.6316,72.9629,-10.3919,245.978,129.7226,24.4701,-20.0051,412.8864,-11.0781,,30.7325,19.8911,,15.232,,,,-6.6367,81.4006,1.1783,4.7272,3.1599,1.3742,1.2118,1.7219,1.5547,2.107,2.7298,3.3866,1.3075,5.614,1.1553,2.8129,,5.8365,5.1246,,1.9317,8.2282,2.0821,10.526,2.8406,2.6709,1.9176,5.4757,6.8044,5.6584,,3.6247,1.6278,,2.1532,,,,1.8166,2.19,0.397,1.692,6.9822,1.9682,1.0178,0.6149,1.0421,0.9308,2.3271,1.6413,1.0187,2.2038,0.5025,2.3185,,11.2106,6.4739,,0.6974,110.7029,1.5659,1.2505,1.3126,2.9872,0.9197,1.6896,7.1838,2.4549,,4.9147,1.4715,,4.6815,,,,0.5605,0.8375
2015/1/8,-2.7363,2.4561,-0.1479,-2.2311,-1.8975,0,-2.4283,4.9505,0,-2.7141,-1.7094,-0.8483,-3.2225,0.5645,,-4.9955,-0.3146,,1.9146,0,0,-1.6949,-2.6183,-1.5165,-1.7433,-4.0976,0,-0.5906,,10.0174,-2.6606,,-1.9763,,,,-1.2613,0,2.6422,4.4691,1.7573,2.5238,1.9909,1.9851,1.7644,4.0556,1.7465,1.1477,2.205,1.2889,1.205,1.007,,3.6584,6.6952,,1.043,,1.167,1.041,2.9273,1.6018,1.5189,1.346,,1.6622,,1.1265,2.9169,,2.1236,,,,0.2609,0.2101,6833740881,3557274267,2111044032,2172540090,3969598292,2459949871,3005600000,4743940393,3471542001,2997778291,10001068961,1463627991,4466488048,9976000000,,1042004280,720850000,,3035056640,2362412520,18806305500,1830445200,3472671350,3214848000,10352257800,7370926964,3067598950,2128171000,,25866240000,7002600000,,2976000000,,,,7370926964,,226.3024,-24.1564,122.8836,71.1142,34.5539,320.0857,35.3432,28.7056,22.2614,53.8848,33.691,-24.1823,73.695,308.3828,,63.0734,39.8915,,77.8795,-14.6316,72.9629,-10.2158,239.5375,127.7554,24.0435,-19.1854,412.8864,-11.0127,,33.8111,19.3619,,14.931,,,,-6.5565,81.4444,1.146,4.8433,3.1552,1.3435,1.1888,1.7219,1.517,2.2113,2.7298,3.2947,1.2852,5.5664,1.1181,2.8288,,5.545,5.1085,,1.9687,8.2282,2.0821,10.3476,2.7662,2.6304,1.8841,5.2514,6.8044,5.625,,3.9878,1.5845,,2.1107,,,,1.7946,2.1912,0.3862,1.7336,6.9719,1.9242,0.9985,0.6149,1.0168,0.9769,2.3271,1.5967,1.0013,2.1851,0.4864,2.3316,,10.6506,6.4536,,0.7108,110.7029,1.5659,1.2293,1.2782,2.9419,0.9037,1.6203,7.1838,2.4404,,5.407,1.4324,,4.5889,,,,0.5537,0.838
2015/1/9,-2.1739,-1.8836,1.4074,-0.0815,-0.9671,-1.8868,-2.0362,-1.8868,-0.558,-0.496,0.8696,0.2852,-1.826,-0.4812,,-1.8164,-1.037,,-1.0116,0,0.1111,-0.6897,-1.4478,-1.721,-0.6452,-3.4588,0,-0.9901,,-7.9968,-1.6965,,-0.2016,,,,-0.5474,1.1161,2.3606,3.4743,1.9378,1.8885,1.88,2.1924,1.3331,2.286,1.6149,0.7711,3.0883,1.6179,0.7394,0.9561,,1.8983,5.3751,,0.7274,,1.9747,0.8193,1.4608,2.3865,1.18,1.2533,,0.9321,,7.2748,2.3403,,1.827,,,,0.2246,0.4534,6685181296,3490270813,2140755022,2170769478,3931207593,2413535722,2944400000,4654432084,3452169556,2982910203,10088034778,1467801835,4384930264,9928000000,,1023076860,713375000,,3004355200,2362412520,18827201395,1817821440,3422394826,3159520000,10285469040,7115981372,3067598950,2107100000,,23797760000,6883800000,,2970000000,,,,7115981372,,221.3827,-23.7014,124.613,71.0563,34.2197,314.0464,34.6235,28.164,22.1372,53.6176,33.984,-24.2513,72.3493,306.899,,61.9277,39.4778,,77.0917,-14.6316,73.0439,-10.1453,236.0695,125.5567,23.8884,-18.5218,412.8864,-10.9037,,31.1073,19.0334,,14.9008,,,,-6.52,82.3453,1.1211,4.7521,3.1996,1.3424,1.1773,1.6894,1.4861,2.1696,2.7145,3.2784,1.2963,5.5823,1.0977,2.8152,,5.4443,5.0555,,1.9488,8.2282,2.0844,10.2762,2.7261,2.5852,1.872,5.0697,6.8044,5.5693,,3.6689,1.5576,,2.1064,,,,1.7846,2.2154,0.3778,1.7009,7.07,1.9227,0.9889,0.6033,0.9961,0.9584,2.3141,1.5888,1.01,2.1913,0.4775,2.3204,,10.4571,6.3866,,0.7036,110.7029,1.5676,1.2208,1.2597,2.8913,0.8978,1.5643,7.1838,2.4162,,4.9747,1.4081,,4.5797,,,,0.5507,0.8472
2015/1/12,-4.4444,-2.7923,-0.6574,-3.1811,-3.3203,-2.6923,-2.5404,-0.3846,-1.7957,-1.433,-2.9557,1.0427,-2.7352,-2.4174,,-0.6167,-4.4419,,-3.2117,0,-3.6626,-2.9514,-3.043,-4.6083,-2.4351,-3.372,0,-3.2,,-3.012,-4.2186,,-3.2323,,,,-2.7523,0.883,3.4688,2.4518,1.3887,2.3849,1.8963,1.5244,1.2455,1.2901,1.0634,1.1482,2.3292,1.4479,1.0905,0.5662,,2.2651,7.5779,,1.0723,,1.5115,1.2436,0.8513,1.8556,1.0234,0.8477,,0.66,,3.4074,2.7988,,1.8793,,,,0.5108,0.3673,6388062127,3392811244,2126681395,2101715637,3800679216,2348555914,2869600000,4636530422,3390177735,2940164449,9789866262,1483105930,4264992346,9688000000,,1020074680,681687500,,2907864960,2362412520,18137636860,1764170460,3318250597,3013920000,10035011190,6876032580,3067598950,2039672800,,23080960000,6593400000,,2874000000,,,,6876032580,,211.5435,-23.0396,123.7938,68.7959,33.0835,305.5913,33.7439,28.0557,21.7396,52.8492,32.9795,-24.5041,70.3704,299.48,,61.5458,37.7242,,74.6158,-14.6316,70.3686,-9.8459,228.8859,119.7707,23.3067,-17.8973,412.8864,-10.5547,,30.1703,18.2305,,14.4192,,,,-6.334,82.9871,1.0713,4.6194,3.1786,1.2997,1.1383,1.6439,1.4483,2.1613,2.6658,3.2314,1.258,5.6405,1.0676,2.7471,,5.4107,4.831,,1.8862,8.2282,2.0081,9.973,2.6432,2.466,1.8264,4.8988,6.8044,5.3911,,3.5584,1.4919,,2.0383,,,,1.7337,2.2327,0.361,1.6534,7.0235,1.8615,0.956,0.5871,0.9708,0.9547,2.2725,1.566,0.9801,2.2141,0.4644,2.2643,,10.3926,6.1029,,0.681,110.7029,1.5102,1.1848,1.2213,2.758,0.876,1.5116,7.1838,2.3389,,4.8248,1.3487,,4.4317,,,,0.535,0.8538
2015/1/13,0.684,4.4883,0.5882,1.5164,1.0101,1.3834,0.7109,-2.3166,2.6286,-0.5689,5.5838,0.9381,1.5748,1.6515,,3.7557,2.503,,0.3017,0,1.0369,0,0.6494,0.6763,1.3311,1.6358,0,-0.4132,,-0.5324,0.3003,,1.357,,,,0.7547,1.9694,1.6045,3.8883,1.3553,1.3499,1.0169,0.787,0.8206,1.5627,1.2329,0.9242,3.8889,0.9211,0.5592,0.5866,,0.9072,5.431,,0.5202,,0.9803,0.9699,0.5186,0.9345,1.067,0.5228,,0.5354,,2.5454,1.2832,,1.7861,,,,0.2498,0.3998,6431756123,3545091821,2139191286,2133586641,3839069915,2381045818,2890000000,4529120451,3479290978,2923437850,10336508541,1497018743,4332157580,9848000000,,3256506585,698750000,,2916636800,2362412520,18325699915,1764170460,3339797679,3034304000,10168588710,6988508576,3067598950,2031244400,,22958080000,6613200000,,2913000000,,,,6988508576,,212.9905,-24.0737,124.522,69.8392,33.4177,309.8188,33.9838,27.4057,22.3111,52.5486,34.821,-24.734,71.4786,304.426,,63.8573,38.6685,,74.8408,-14.6316,71.0982,-9.8459,230.3722,120.5807,23.6169,-18.19,412.8864,-10.5111,,30.0097,18.2852,,14.6149,,,,-6.3779,84.5689,1.0786,4.8267,3.1973,1.3195,1.1498,1.6667,1.4586,2.1112,2.7359,3.213,1.3283,5.6934,1.0844,2.7925,,5.6139,4.9519,,1.8919,8.2282,2.0289,9.973,2.6603,2.4827,1.8507,4.9789,6.8044,5.3688,,3.5395,1.4964,,2.066,,,,1.7457,2.2753,0.3635,1.7276,7.0648,1.8897,0.9657,0.5952,0.9777,0.9326,2.3323,1.5571,1.0349,2.2349,0.4717,2.3017,,10.7829,6.2557,,0.683,110.7029,1.5259,1.1848,1.2293,2.7767,0.8876,1.5363,7.1838,2.3292,,4.7991,1.3527,,4.4918,,,,0.5387,0.8701
2015/1/14,-2.7174,0.6873,-0.5848,-1.7427,-1.4,-0.1949,-0.7059,-2.3715,4.7884,-0.7629,-1.3221,-0.9294,-1.4396,1.7059,,1.6682,-2.4419,,-0.4511,0,-0.3421,-1.9678,-1.0753,-1.0557,-0.9852,0.1073,0,9.9585,,-5.2632,-0.998,,-4.2225,,,,-0.3745,2.3605,1.8731,3.5521,2.649,1.4166,1.0853,0.5167,0.7515,1.2139,2.5075,0.5232,3.1041,0.8971,0.4469,1.1761,,0.7477,5.2377,,0.4576,,0.8543,1.6009,0.5219,0.8833,0.814,0.5305,,2.7494,,2.5677,1.3628,,3.1749,,,,0.1788,0.6277,6256980141,3569456713,2126681395,2096403803,3785322936,2376404403,2869600000,4421710479,3645893998,2901135718,10199847971,1483105930,4269789863,10016000000,,3310832946,681687500,,2903479040,2362412520,18263012230,1729455120,3303885876,3002272000,10068405570,6996006976,3067598950,2233526000,,21749760000,6547200000,,2790000000,,,,6996006976,,207.2027,-24.2392,123.7938,68.6221,32.9499,309.2149,33.7439,26.7558,23.3794,52.1477,34.3606,-24.5041,70.4495,309.6193,,64.9226,37.7242,,74.5032,-14.6316,70.855,-9.6521,227.895,119.3078,23.3843,-18.2096,412.8864,-11.5579,,28.4302,18.1027,,13.9978,,,,-6.355,86.5793,1.0493,4.8599,3.1786,1.2965,1.1337,1.6634,1.4483,2.0611,2.8669,3.1885,1.3107,5.6405,1.0688,2.8401,,5.7076,4.831,,1.8833,8.2282,2.0219,9.7767,2.6317,2.4565,1.8325,4.9843,6.8044,5.9034,,3.3532,1.4815,,1.9787,,,,1.7395,2.3294,0.3536,1.7395,7.0235,1.8568,0.9522,0.594,0.9708,0.9105,2.4439,1.5453,1.0212,2.2141,0.4649,2.341,,10.9628,6.1029,,0.68,110.7029,1.5206,1.1615,1.2161,2.7474,0.8789,1.5379,7.1838,2.5612,,4.5465,1.3392,,4.3021,,,,0.5367,0.8908
2015/1/15,2.3743,-0.5119,6.9853,1.1824,1.8256,0.7813,1.1848,1.6194,-0.8502,2.6265,0.7308,-0.0938,-0.7865,-0.3195,,2.7864,1.7878,,1.2085,-4.9858,2.0595,1.2774,1.8478,0.7759,1.4925,-0.1072,0,3.5849,,3.2015,2.4194,,0.3226,,,,0.9398,-0.6289,1.4665,2.3233,8.0094,1.0975,1.1231,0.7163,0.8864,0.7325,1.4096,0.9342,2.4305,0.7277,0.6284,0.5916,,1.2168,5.7415,,0.4761,0.1109,1.527,1.0328,0.656,0.763,0.8577,0.5777,,8.4963,,2.4535,1.4649,,2.8441,,,,0.257,0.1545,6405539726,3551183044,2275236346,2121192361,3854415653,2394970063,2903600000,4493317127,3614898088,2977334670,10274390100,1481714648,4236207246,9984000000,,3403085258,693875000,,2938566400,2244628420,18639138340,1751546700,3364935941,3025568000,10218680280,6988508576,3067598950,2313595800,,22446080000,6705600000,,2799000000,,,,6988508576,,212.1223,-24.1151,132.4412,69.4335,39.0607,311.6306,34.1437,27.1891,23.1807,53.5174,34.6117,-24.4812,69.8954,308.6301,,66.7316,38.3987,,75.4036,-13.9021,72.3143,-9.7754,232.1061,120.2336,23.7333,-18.19,412.8864,-11.9722,,29.3404,18.5407,,14.0429,,,,-6.4135,86.0179,1.0742,4.835,3.4006,1.3118,1.3439,1.6764,1.4655,2.0945,2.8425,3.2722,1.3203,5.6352,1.0604,2.8311,,5.8666,4.9174,,1.9061,7.8179,2.0636,9.9016,2.6804,2.4756,1.8598,4.9789,6.8044,6.1151,,3.4605,1.5173,,1.9851,,,,1.7555,2.3143,0.362,1.7306,7.5141,1.8788,1.1288,0.5987,0.9823,0.9253,2.4232,1.5858,1.0287,2.2121,0.4613,2.3335,,11.2683,6.2121,,0.6882,105.1835,1.552,1.1763,1.2385,2.7687,0.892,1.5363,7.1838,2.653,,4.6921,1.3716,,4.316,,,,0.5417,0.885
2015/1/16,0.1364,-0.5146,-0.2749,3.4224,0.1992,0.5814,0.7026,0.7968,3.4298,1.4357,2.2975,0.2817,0.906,1.3622,,0.5723,3.9578,,0.2985,-4.9475,0.8969,0.7207,0.3202,1.3474,2.9412,0.8584,0,-0.9107,,10.0365,0,,1.9293,,,,0.5587,0,1.7004,2.0772,3.3137,2.3584,1.157,0.9813,0.9887,0.7797,1.6006,1.1238,3.7786,0.9659,0.5361,0.7532,,0.7305,9.2416,,0.5319,0.0572,1.0459,1.006,1.7302,1.213,1.4891,0.6211,,4.8864,,4.5206,1.4202,,3.7617,,,,0.2456,0.1892,6414278525,3532909375,2268981400,2193787425,3862093771,2408894307,2924000000,4529120451,3738881731,3020080424,10510440175,1485888492,4274587380,10120000000,,3422560746,721337500,,2947338240,2133574840,18806305500,1764170460,3375709482,3066336000,10519229700,7048495774,3067598950,2292524800,,24698880000,6705600000,,2853000000,,,,7048495774,,212.4117,-23.991,132.0771,71.8097,39.1386,313.4425,34.3836,27.4057,23.9757,54.2857,35.4069,-24.5501,70.5287,312.8341,,67.1135,39.9185,,75.6286,-13.2143,72.9629,-9.8459,232.8493,121.8536,24.4313,-18.3462,412.8864,-11.8632,,32.2852,18.5407,,14.3138,,,,-6.4488,86.0108,1.0757,4.8101,3.3913,1.3567,1.3466,1.6862,1.4758,2.1112,2.94,3.3192,1.3506,5.6511,1.07,2.8696,,5.9002,5.112,,1.9118,7.4311,2.0821,9.973,2.689,2.5089,1.9145,5.0217,6.8044,6.0594,,3.8078,1.5173,,2.0234,,,,1.7651,2.3141,0.3625,1.7217,7.4935,1.9431,1.131,0.6021,0.9892,0.9326,2.5063,1.6086,1.0523,2.2183,0.4655,2.3653,,11.3328,6.4579,,0.6902,99.9795,1.5659,1.1848,1.2425,2.806,0.9182,1.5495,7.1838,2.6288,,5.163,1.3716,,4.3993,,,,0.5446,0.8849
2015/1/19,-8.3106,0,-1.3784,-6.2147,-5.3678,-3.4682,-6.7442,-3.3597,0.5181,-2.7692,-5.5556,-1.8727,-3.1425,-1.3439,,-3.534,0.9236,,-3.125,-5.0473,-4.7778,-3.5778,-5.2128,-3.3238,-4.7619,-9.7872,0,-4.5956,,5.2239,-6.2992,,-2.6288,,,,-6.6667,-3.1646,4.1885,,3.0772,3.2579,2.2319,2.0546,1.9713,1.4526,2.6356,1.9008,4.2058,1.6832,0.7562,1.3061,,0.5709,14.262,,1.1331,0.1248,1.6085,1.9379,1.2082,1.5602,1.6772,1.2033,,3.5116,,7.4681,2.6115,,3.7953,,,,0.7914,0.5921,5881211781,3532909375,2237706674,2057450354,3654784563,2325348840,2726800000,4376956325,3758254175,2936447427,9926526832,1458062865,4140256912,9984000000,,3301607715,728000000,,2855233920,2025886520,17907782015,1701051660,3199741647,2964416000,10018314000,6358642996,3067598950,2187169800,,25989120000,6283200000,,2778000000,,,,6358642996,,194.7589,-23.991,130.2566,67.347,37.0377,302.5716,32.0647,26.485,24.0999,52.7824,33.4399,-24.0904,68.3123,308.6301,,64.7417,40.2872,,73.2652,-12.5474,69.4769,-9.4936,220.7114,117.8034,23.2679,-16.5506,412.8864,-11.318,,33.9717,17.3728,,13.9376,,,,-6.023,83.3462,0.9863,4.8101,3.3445,1.2724,1.2743,1.6277,1.3763,2.0403,2.9552,3.2273,1.2756,5.5452,1.0364,2.8311,,5.6916,5.1592,,1.852,7.0561,1.9826,9.6161,2.5488,2.4255,1.8233,4.5302,6.8044,5.7809,,4.0067,1.4217,,1.9702,,,,1.6486,2.2424,0.3323,1.7217,7.3902,1.8223,1.0703,0.5813,0.9225,0.9013,2.5193,1.5641,0.9938,2.1768,0.4508,2.3335,,10.9323,6.5176,,0.6687,94.9333,1.4911,1.1424,1.1777,2.7127,0.8745,1.3978,7.1838,2.508,,5.4327,1.2852,,4.2836,,,,0.5087,0.8575
2015/1/20,3.2689,0,3.0748,2.8399,2.7311,3.3932,3.2419,4.09,4.7423,4.6835,6.6333,3.2443,3.2445,3.125,,3.1667,5.3125,,2.4578,-4.9834,1.9837,3.154,3.1425,3.3399,1.6667,3.184,0,3.2755,,7.0922,3.2563,,3.7797,,,,2.381,0.4357,2.4971,,4.1732,1.8019,1.3896,0.9704,1.1133,1.0389,2.7392,1.8904,4.428,1.435,0.932,0.8648,,0.6097,14.3472,,0.6886,1.2386,0.944,1.4731,0.9226,1.5843,1.5867,0.7861,,2.8779,,6.8495,1.8141,,3.0754,,,,0.3225,0.2103,6073465361,3532909375,2306511072,2115880527,3754600108,2404252892,2815200000,4555972943,3936480661,3073977244,10584982304,1505366432,4274587380,10296000000,,3406160335,766675000,,2925408640,1924928720,18263012230,1754702640,3300294696,3063424000,10185285900,6561099790,3067598950,2258811200,,27832320000,6487800000,,2883000000,,,,6561099790,,201.1255,-23.991,134.2617,69.2596,38.0492,312.8385,33.1042,27.5682,25.2428,55.2545,35.658,-24.8719,70.5287,318.2747,,66.7919,42.4274,,75.0659,-11.9221,70.855,-9.7931,227.6473,121.7379,23.6557,-17.0776,412.8864,-11.6887,,36.3811,17.9385,,14.4644,,,,-6.166,83.7039,1.0185,4.8101,3.4474,1.3085,1.3091,1.6829,1.4209,2.1237,3.0954,3.3784,1.3602,5.7251,1.07,2.9195,,5.8719,5.4333,,1.8975,6.7044,2.0219,9.9194,2.6289,2.5065,1.8537,4.6744,6.8044,5.9703,,4.2909,1.468,,2.0447,,,,1.6877,2.252,0.3432,1.7217,7.6174,1.8741,1.0995,0.601,0.9524,0.9382,2.6387,1.6373,1.0598,2.2474,0.4655,2.4064,,11.2785,6.8638,,0.6851,90.2024,1.5206,1.1784,1.2147,2.8033,0.8891,1.4423,7.1838,2.5902,,5.818,1.3271,,4.4455,,,,0.5208,0.8612
2015/1/21,2.5899,0,2.5763,3.3473,3.272,2.5097,2.8986,1.5717,0.8858,6.0459,1.6432,5.8226,2.8058,2.4864,,0.2107,0.6783,,2.3988,0.3497,1.4874,3.9568,2.2851,2.7567,2.2951,2.4,0,1.306,,0.8094,2.645,,9.9896,,,,1.3566,0.8677,1.8619,,4.9672,2.4692,1.8348,2.0262,1.5694,1.0807,2.3644,3.4242,5.3199,3.2664,0.9278,1.3722,,0.6908,15.7269,,1.2757,8.6678,1.2678,4.0277,1.6863,1.7255,1.592,0.7183,,3.2581,,6.0875,1.792,,3.4994,,,,0.2834,0.1884,6230763744,3532909375,2365933052,2186704980,3877450009,2464591285,2896800000,4627579591,3971351061,3259828347,10758913938,1593017157,4394525297,10552000000,,3413335514,771875000,,2995583360,1931659240,18534658865,1824133320,3375709482,3147872000,10419046560,6718566185,3067598950,2288310600,,28057600000,6659400000,,3171000000,,,,6718566185,,206.3345,-23.991,137.7206,71.5779,39.2942,320.6897,34.0638,28.0015,25.4664,58.5952,36.244,-26.3201,72.5076,326.1883,,66.9326,42.7152,,76.8666,-11.9638,71.9089,-10.1805,232.8493,125.0938,24.1986,-17.4874,412.8864,-11.8414,,36.6755,18.4129,,15.9093,,,,-6.2539,84.4881,1.0449,4.8101,3.5362,1.3523,1.3519,1.7252,1.4621,2.1571,3.1228,3.5827,1.3825,6.0585,1.1001,2.9921,,5.8843,5.4701,,1.9431,6.7279,2.052,10.3119,2.689,2.5756,1.8963,4.7866,6.8044,6.0482,,4.3256,1.5069,,2.249,,,,1.7118,2.2731,0.3521,1.7217,7.8137,1.9368,1.1355,0.6161,0.98,0.9529,2.6621,1.7363,1.0772,2.3782,0.4785,2.4662,,11.3022,6.9104,,0.7015,90.5178,1.5433,1.2251,1.2425,2.8806,0.9095,1.4769,7.1838,2.624,,5.8651,1.3622,,4.8896,,,,0.5282,0.8693
