ÈÕÆÚ,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH
2015/2/3,10.0169,3.013,1.6705,4.3312,4.9422,0,0.4678,1.4032,4.1387,3.2075,,1.6231,0,0,6.501,1.6146,0,,,,,,4.0978,2.7287,2.946,0.1321,5.4391,1.9144,2.2263,1.462,,,,0.6024,2.8342,2.8445,4.5496,2.4906,6.3546,7.8321,2.1766,0.584,7.5019,4.5327,,1.2387,,,5.0984,3.6639,,,,,,,3.7091,1.8651,1.6684,1.4229,10.4276,1.0436,2.2459,1.1316,,,,0.4415,13038868531,11272625395,16884032113,2979325440,6933345051,3628226793,3131055000,10072434646,1321000000,638677200,,4491777197,1717577193,1565266500,2042398365,1415309306,580355000,,,,,,3740191182,5734280218,7235463090,2224686036,8128848000,2460333000,3785452507,7128390585,,,,3785452507,27.3034,66.9589,26.3422,1327.5704,159.8177,111.5328,303.0013,191.4089,61.5747,73.2665,,68.0856,45.6517,118.7928,580.6587,-40.4894,69.7588,,,,,,-37.1014,217.0413,-27.6055,-10.0777,306.2011,38.9268,404.7479,20.4591,,,,112.9249,5.6338,3.9965,4.5187,9.8922,5.0871,6.0643,6.0768,5.3402,6.8846,6.8941,,5.8876,3.0875,4.0508,13.4426,2.2444,8.7889,,,,,,7.5965,9.1938,4.1424,3.8285,5.5755,2.5069,2.686,1.68,,,,0.7494,4.8866,4.7901,3.3488,3.0108,11.4981,15.6381,6.6368,32.685,10.0035,14.7347,,4.7441,7.2467,3.8249,20.4769,5.0064,7.4456,,,,,,4.1979,7.7529,3.8235,1.7745,2.4269,4.5111,75.4225,1.9482,,,,21.0429
2015/2/4,5.4731,-0.0791,0.3399,0.2442,-1.002,-1.417,3.085,-0.9686,-1.1355,0.0522,,-0.4861,0,0,10.0032,-1.2814,0,,,,,,0.254,1.25,1.2719,0.3958,-6.7706,-1.105,0.726,1.902,,,,0.7984,8.2784,3.0043,6.5695,4.5099,3.0304,5.333,2.973,0.7635,5.3072,6.1256,,1.148,,,9.6346,2.02,,,,,,,2.2729,2.3917,2.7244,1.0944,9.4223,0.759,3.0076,2.8228,,,,0.4621,13752504814,11263714228,16941428256,2986600960,6863872656,3576814673,3227647500,9974869550,1306000000,639010800,,4469942169,1717577193,1565266500,2246703475,1397173615,580355000,,,,,,3749690080,5805958720,7327488058,2233490862,7578480000,2433147000,3812933106,7263973807,,,,3812933106,28.7977,66.906,26.4317,1330.8123,158.2163,109.9524,312.3488,189.5548,60.8756,73.3047,,67.7546,45.6517,118.7928,638.7432,-39.9706,69.7588,,,,,,-37.1956,219.7543,-27.9566,-10.1176,285.4696,38.4966,407.6862,20.8483,,,,113.7319,5.9422,3.9933,4.534,9.9163,5.0362,5.9784,6.2643,5.2884,6.8065,6.8977,,5.859,3.0875,4.0508,14.7872,2.2157,8.7889,,,,,,7.6158,9.3087,4.1951,3.8436,5.198,2.4792,2.7055,1.7119,,,,0.7548,5.154,4.7863,3.3602,3.0182,11.3829,15.4165,6.8415,32.3684,9.8899,14.7424,,4.721,7.2467,3.8249,22.5253,4.9423,7.4456,,,,,,4.2085,7.8499,3.8721,1.7815,2.2626,4.4613,75.97,1.9852,,,,21.1933
2015/2/5,9.9903,-1.0285,0.3953,-1.7661,-1.417,-1.4374,1.9198,0.7452,-0.3446,-1.2268,,0.0698,0,0,5.1714,-0.3115,0,,,,,,-0.38,-1.6975,-2.3548,-2.7595,-3.3429,-0.8939,1.5315,-0.8484,,,,0.198,5.4533,3.2389,6.1711,1.7208,4.1957,2.7255,2.6503,1.0017,3.9584,4.2298,,1.8006,,,14.5032,2.2392,,,,,,,2.1971,1.0786,1.807,1.2778,5.5441,1.4002,5.6923,1.7566,,,,0.4165,15126421396,11147869066,17008390423,2933853440,6766611302,3525402552,3289612500,10049204861,1301500000,631171200,,4473061458,1717577193,1565266500,2362889768,1392821050,580355000,,,,,,3735441733,5707400779,7154941243,2171857080,7325136000,2411398200,3871329378,7202345070,,,,3871329378,31.6747,66.2179,26.5362,1307.3083,155.9744,108.3719,318.3453,190.9674,60.6658,72.4054,,67.8019,45.6517,118.7928,671.7752,-39.846,69.7588,,,,,,-37.0543,216.0239,-27.2982,-9.8384,275.9265,38.1525,413.93,20.6714,,,,114.0463,6.5358,3.9523,4.552,9.7412,4.9648,5.8924,6.3846,5.3279,6.783,6.813,,5.8631,3.0875,4.0508,15.552,2.2088,8.7889,,,,,,7.5868,9.1507,4.0963,3.7376,5.0242,2.457,2.747,1.6974,,,,0.7568,5.669,4.7371,3.3734,2.9649,11.2216,15.1949,6.9728,32.6096,9.8558,14.5615,,4.7243,7.2467,3.8249,23.6901,4.9269,7.4456,,,,,,4.1925,7.7166,3.7809,1.7323,2.1869,4.4214,77.1335,1.9684,,,,21.2519
2015/2/6,-2.9982,-4.956,-3.937,-2.4179,-0.616,-2.5,-6.759,0.4161,-0.4994,-5.629,,-3.3473,0,0,2.2099,-3.6458,0,,,,,,-2.9879,-0.314,-1.7685,-1.3514,1.6696,-1.2401,-4.0816,-0.5134,,,,-1.7787,7.869,2.8911,4.0956,0.9663,2.7577,1.7011,5.0279,1.2393,5.8171,4.1181,,1.4311,,,10.5218,2.0433,,,,,,,1.4888,1.1456,1.0263,0.8952,4.4205,1.0644,3.5533,1.5062,,,,0.4746,14672895534,10595376754,16338768753,2862917120,6724927865,3437267488,3067267500,10091018474,1295000000,595642800,,4323335552,1717577193,1565266500,2415108326,1342041116,580355000,,,,,,3623829679,5689481153,7028406913,2142507660,7447440000,2381493600,3713315934,7165367828,,,,3713315934,30.725,62.9361,25.4915,1275.6995,155.0136,105.6626,296.8284,191.762,60.3628,68.3297,,65.5323,45.6517,118.7928,686.6211,-38.3933,69.7588,,,,,,-35.9472,215.3457,-26.8155,-9.7055,280.5335,37.6794,397.0349,20.5653,,,,111.8262,6.3399,3.7564,4.3728,9.5056,4.9342,5.7451,5.953,5.35,6.7491,6.4295,,5.6668,3.0875,4.0508,15.8956,2.1283,8.7889,,,,,,7.3602,9.1219,4.0239,3.6871,5.1081,2.4265,2.6348,1.6887,,,,0.7421,5.499,4.5023,3.2406,2.8932,11.1525,14.815,6.5015,32.7453,9.8066,13.7419,,4.5662,7.2467,3.8249,24.2137,4.7473,7.4456,,,,,,4.0673,7.6924,3.7141,1.7089,2.2235,4.3666,73.9852,1.9583,,,,20.8382
2015/2/9,1.7273,-1.598,-2.6932,0.5083,-2.1694,-0.9402,1.1884,2.0718,-6.9112,0.28,,-1.1544,0,0,-0.6757,1.5135,0,,,,,,-3.9974,-2.6772,-0.6547,3.4247,-7.2141,-1.5982,0.37,-2.2936,,,,0.6036,4.5812,1.2383,2.8587,0.6956,2.2798,1.6412,1.7051,1.2533,10.6086,1.8581,,0.9499,,,8.4536,2.5463,,,,,,,1.7456,0.9541,0.7522,1.2879,3.819,0.7404,2.1615,1.152,,,,0.1493,14926336457,10426064594,15898731655,2877468160,6579035835,3404951298,3103717500,10300086536,1205500000,597310800,,4273426916,1717577193,1565266500,2398790027,1362353089,580355000,,,,,,3478971480,5537164335,6982394429,2215881210,6910176000,2343433200,3727056234,7001024529,,,,3727056234,31.2557,61.9304,24.8049,1282.1834,151.6507,104.6692,300.3557,195.735,56.191,68.5211,,64.7758,45.6517,118.7928,681.9817,-38.9744,69.7588,,,,,,-34.5102,209.5805,-26.6399,-10.0378,260.2956,37.0772,398.504,20.0936,,,,112.593,6.4494,3.6964,4.255,9.554,4.8272,5.6911,6.0238,5.4609,6.2827,6.4475,,5.6014,3.0875,4.0508,15.7882,2.1605,8.7889,,,,,,7.0659,8.8777,3.9975,3.8133,4.7396,2.3878,2.6446,1.6499,,,,0.7472,5.594,4.4303,3.1534,2.9079,10.9105,14.6757,6.5788,33.4237,9.1289,13.7803,,4.5135,7.2467,3.8249,24.0501,4.8191,7.4456,,,,,,3.9047,7.4864,3.6898,1.7674,2.0631,4.2968,74.259,1.9134,,,,20.9811
2015/2/10,4.0661,1.2821,2.1661,0,4.5407,0.5177,2.3488,0.0902,-2.8204,-0.0279,,2.1898,0,0,-1.0884,1.5442,0,,,,,,4.5734,1.2945,1.4827,-1.0596,3.1606,4.0603,0.7373,1.2911,,,,0.8,5.7215,1.3715,1.8183,0.5272,3.0818,1.8378,1.738,1.0506,6.2949,1.6982,,1.0388,,,6.5916,2.6909,,,,,,,1.2645,0.5946,0.6638,0.7246,1.9948,1.6162,2.0861,1.3012,,,,0.1408,15533260772,10559732089,16243108514,2877468160,6877767135,3422578311,3176617500,10309378450,1171500000,597144000,,4367005608,1717577193,1565266500,2372680747,1383390490,580355000,,,,,,3638078026,5608842838,7085922518,2192401674,7128576000,2438584200,3754536833,7091413343,,,,3754536833,32.5266,62.7244,25.3422,1282.1834,158.5366,105.2111,307.4105,195.9116,54.6062,68.502,,66.1943,45.6517,118.7928,674.5588,-39.5763,69.7588,,,,,,-36.0885,212.2935,-27.0349,-9.9315,268.5224,38.5827,401.4423,20.353,,,,113.4641,6.7116,3.7437,4.3472,9.554,5.0464,5.7206,6.1653,5.4658,6.1055,6.4457,,5.7241,3.0875,4.0508,15.6164,2.1938,8.7889,,,,,,7.3891,8.9927,4.0568,3.7729,4.8894,2.4847,2.6641,1.6712,,,,0.753,5.8214,4.4871,3.2217,2.9079,11.4059,14.7517,6.7333,33.4539,8.8714,13.7765,,4.6123,7.2467,3.8249,23.7883,4.8935,7.4456,,,,,,4.0833,7.5834,3.7445,1.7487,2.1283,4.4712,74.8065,1.9381,,,,21.1434
2015/2/11,0.8158,1.9409,1.119,-2.086,4.0404,2.0601,1.3196,2.4335,1.3658,1.3966,,0.3571,0,0,0.6878,0.2098,0,,,,,,4.1775,-0.639,-0.487,0.1339,1.1029,1.4493,0.9149,0,,,,0.7937,6.5844,1.4619,1.8546,0.8587,4.4915,2.2945,1.1088,2.1196,3.7402,3.792,,0.9782,,,5.1121,1.7331,,,,,,,2.5371,0.6225,0.8114,0.883,2.0864,1.7203,2.6214,1.166,,,,0.3058,15659981234,10764688915,16424862968,2817445120,7155656716,3493086362,3218535000,10560260125,1187500000,605484000,,4382602057,1717577193,1565266500,2388999047,1386292201,580355000,,,,,,3790060398,5573003586,7051413155,2195336616,7207200000,2473926000,3788887582,7091413343,,,,3788887582,32.792,63.9418,25.6258,1255.4374,164.9421,107.3785,311.467,200.6791,55.352,69.4587,,66.4307,45.6517,118.7928,679.1981,-39.6593,69.7588,,,,,,-37.5961,210.937,-26.9032,-9.9448,271.4841,39.1418,405.1152,20.353,,,,114.4019,6.7664,3.8164,4.3958,9.3547,5.2503,5.8384,6.2466,5.5988,6.1889,6.5358,,5.7445,3.0875,4.0508,15.7238,2.1984,8.7889,,,,,,7.6978,8.9352,4.037,3.778,4.9434,2.5207,2.6885,1.6712,,,,0.7592,5.8689,4.5742,3.2577,2.8472,11.8668,15.0556,6.8222,34.268,8.9926,13.9689,,4.6288,7.2467,3.8249,23.9519,4.9038,7.4456,,,,,,4.2538,7.5349,3.7262,1.7511,2.1517,4.536,75.4909,1.9381,,,,21.3182
2015/2/12,-3.6201,2.1523,0.9319,0.0646,0.9709,0.6308,0.3964,0.044,1.3053,0.1928,,0.5694,0,0,10,-1.2559,0,,,,,,10.0251,-0.3215,1.6313,0.1337,-1.3939,-0.1099,-1.6319,1.2746,,,,-0.5906,4.0373,2.2106,2.6114,1.048,4.1305,1.7966,2.973,1.511,4.0486,2.8481,,1.1054,,,8.1624,2.9565,,,,,,,5.2763,0.6842,1.0551,0.9956,2.4175,1.285,2.5165,1.212,,,,0.2311,15093073906,10996379239,16577919349,2819264000,7225129111,3515120128,3231292500,10564906082,1203000000,606651600,,4407556374,1717577193,1565266500,2627898951,1368881938,580355000,,,,,,4170016327,5555083961,7166444364,2198271558,7106736000,2471207400,3727056234,7181802158,,,,3727056234,31.6049,65.318,25.8646,1256.2479,166.5435,108.0558,312.7015,200.7674,56.0745,69.5926,,66.809,45.6517,118.7928,747.1179,-39.1612,69.7588,,,,,,-41.3651,210.2587,-27.3421,-9.9581,267.6997,39.0988,398.504,20.6124,,,,113.7597,6.5214,3.8985,4.4368,9.3607,5.3012,5.8753,6.2714,5.6013,6.2697,6.5484,,5.7772,3.0875,4.0508,17.2962,2.1708,8.7889,,,,,,8.4695,8.9065,4.1029,3.783,4.8744,2.518,2.6446,1.6925,,,,0.7549,5.6565,4.6727,3.2881,2.8491,11.982,15.1505,6.8492,34.2831,9.1099,13.9958,,4.6551,7.2467,3.8249,26.3471,4.8422,7.4456,,,,,,4.6803,7.5107,3.787,1.7534,2.1217,4.5311,74.259,1.9628,,,,21.1985
2015/2/13,1.3699,0.4862,0.2885,0.4516,5.3846,0.9611,3.4969,0.1759,1.4131,2.1446,,1.6985,0,0,-2.161,1.6958,0,,,,,,-3.1321,1.4516,0.321,3.3378,0.6146,0.7701,1.659,2.2883,,,,0.396,4.1661,1.8654,2.9494,0.9203,7.182,2.2126,3.3116,1.5877,4.1778,3.0926,,1.7216,,,8.2548,2.7884,,,,,,,5.862,0.9403,1.3131,1.8351,2.75,1.9143,3.6656,3.3091,,,,0.2409,15299828343,11049846237,16625749469,2831996160,7614174525,3548905236,3344287500,10583489909,1220000000,619662000,,4482419328,1717577193,1565266500,2571111269,1392095622,580355000,,,,,,4039406477,5635722276,7189450606,2271645108,7150416000,2490237600,3788887582,7346145456,,,,3788887582,32.0378,65.6356,25.9392,1261.9213,175.5112,109.0944,323.6364,201.1206,56.8669,71.0851,,67.9437,45.6517,118.7928,730.9731,-39.8253,69.7588,,,,,,-40.0695,213.3109,-27.4299,-10.2905,269.3451,39.3999,405.1152,21.0841,,,,114.1265,6.6108,3.9175,4.4496,9.403,5.5867,5.9317,6.4907,5.6111,6.3583,6.6888,,5.8754,3.0875,4.0508,16.9224,2.2076,8.7889,,,,,,8.2042,9.0358,4.1161,3.9093,4.9044,2.5373,2.6885,1.7313,,,,0.7574,5.7339,4.6954,3.2976,2.8619,12.6272,15.2962,7.0887,34.3434,9.2387,14.296,,4.7342,7.2467,3.8249,25.7777,4.9243,7.4456,,,,,,4.5337,7.6197,3.7992,1.8119,2.1348,4.566,75.4909,2.0077,,,,21.2668
2015/2/16,4.0976,2.0968,4.3728,0,0.7299,2.0281,1.1444,2.59,0.3689,2.1265,,5.428,0,0,-1.2694,3.6998,0,,,,,,1.2934,2.3847,2.24,1.0336,0.733,1.6376,2.9918,7.9418,,,,0.789,3.8578,2.3101,5.5287,0.8244,4.3009,2.5952,2.2072,1.732,3.2718,2.7226,,4.5798,,,7.2614,3.757,,,,,,,3.178,1.1689,1.8397,1.8182,4.0095,1.6631,5.0081,6.2007,,,,0.3256,15926761152,11281536561,17352767282,2831996160,7669752441,3620882204,3382560000,10857601369,1224500000,632839200,,4725723926,1717577193,1565266500,2538474670,1443600984,580355000,,,,,,4091650417,5770119469,7350494300,2295124644,7202832000,2531016600,3902245052,7929564167,,,,3902245052,33.3506,67.0119,27.0735,1261.9213,176.7923,111.307,327.3401,206.3296,57.0767,72.5968,,71.6317,45.6517,118.7928,721.6944,-41.2988,69.7588,,,,,,-40.5878,218.3978,-28.0443,-10.3968,271.3195,40.0451,417.2356,22.7586,,,,114.9987,6.8816,3.9996,4.6441,9.403,5.6275,6.052,6.5649,5.7564,6.3817,6.831,,6.1943,3.0875,4.0508,16.7076,2.2893,8.7889,,,,,,8.3103,9.2512,4.2083,3.9497,4.9404,2.5789,2.7689,1.8688,,,,0.7632,5.9689,4.7939,3.4418,2.8619,12.7194,15.6064,7.1699,35.2329,9.2728,14.6,,4.9912,7.2467,3.8249,25.4505,5.1065,7.4456,,,,,,4.5923,7.8014,3.8843,1.8306,2.1504,4.6407,77.7495,2.1671,,,,21.4294
2015/2/17,-3.3501,0.237,-0.8269,1.1561,-0.0906,-1.501,-1.9397,-2.0967,-0.49,-2.1613,,2.9043,0,0,0.7971,0.9548,0,,,,,,-0.9867,0.6211,-0.4695,1.1509,-0.5458,-0.3222,8.0986,1.1917,,,,2.544,2.5707,2.3792,3.4922,1.1411,2.9239,2.1213,1.7031,1.407,2.7394,4.827,,6.8717,,,6.3019,3.1726,,,,,,,1.7453,1.0418,1.3957,1.6968,1.9962,1.0778,12.1138,4.5811,,,,1.1707,15393201315,11308270060,17209276924,2864736000,7662805202,3566532248,3316950000,10629949479,1218500000,619161600,,4862972673,1717577193,1565266500,2558709362,1457384109,580355000,,,,,,4051280099,5805958720,7315984937,2321539122,7163520000,2522860800,4218271940,8024061564,,,,4218271940,32.2333,67.1707,26.8496,1276.51,176.6322,109.6363,320.9909,202.0035,56.797,71.0277,,73.7121,45.6517,118.7928,727.4472,-41.6931,69.7588,,,,,,-40.1873,219.7543,-27.9127,-10.5165,269.8387,39.9161,451.0258,23.0298,,,,118.034,6.6511,4.0091,4.6057,9.5117,5.6224,5.9612,6.4376,5.6357,6.3504,6.6834,,6.3742,3.0875,4.0508,16.8408,2.3112,8.7889,,,,,,8.2283,9.3087,4.1885,3.9952,4.9134,2.5706,2.9931,1.891,,,,0.7833,5.7689,4.8052,3.4133,2.895,12.7078,15.3721,7.0308,34.4941,9.2273,14.2845,,5.1361,7.2467,3.8249,25.6534,5.1553,7.4456,,,,,,4.547,7.8499,3.866,1.8517,2.1387,4.6258,84.0461,2.193,,,,21.995
2015/2/25,-4.2894,0.4728,2.3346,5.5238,-2.9012,-1.1944,-1.978,3.3654,-1.7645,2.6401,,-2.3733,0,0,-6.9133,0.3982,0,,,,,,0.3517,1.3889,0.1572,0,2.622,-0.6466,0.4886,-2.5602,,,,-0.1908,2.024,2.9769,5.8317,2.3039,2.755,1.5603,1.352,1.9414,2.6668,5.0154,,3.06,,,5.2592,2.4338,,,,,,,1.7812,1.406,1.0101,1.3168,3.8909,1.2277,11.021,3.5047,,,,0.7995,14732921016,11361737058,17611049926,3022978560,7440493537,3523933634,3251340000,10987688163,1197000000,635508000,,4747558954,1717577193,1565266500,2381818995,1463187530,580355000,,,,,,4065528447,5886597036,7327488058,2321539122,7351344000,2506549200,4238882390,7818632440,,,,4238882390,30.8507,67.4882,27.4765,1347.022,171.5078,108.3268,314.6416,208.8017,55.7948,72.9029,,71.9626,45.6517,118.7928,677.1568,-41.8591,69.7588,,,,,,-40.3287,222.8064,-27.9566,-10.5165,276.9137,39.658,453.2295,22.4402,,,,117.9125,6.3658,4.0281,4.7133,10.0371,5.4592,5.89,6.3103,5.8254,6.2384,6.8598,,6.2229,3.0875,4.0508,15.6765,2.3204,8.7889,,,,,,8.2573,9.438,4.1951,3.9952,5.0422,2.554,3.0078,1.8426,,,,0.7825,5.5215,4.8279,3.493,3.0549,12.3392,15.1885,6.8917,35.655,9.0645,14.6616,,5.0142,7.2467,3.8249,23.8799,5.1758,7.4456,,,,,,4.563,7.9589,3.8721,1.8517,2.1948,4.5959,84.4568,2.1368,,,,21.9723
2015/2/26,2.4445,0.3922,-1.1407,0.361,1.3072,-0.0417,-1.009,-0.7188,1.2531,-0.3412,,2.8252,0,0,-1.3428,0.1487,0,,,,,,4.965,2.5875,0.7849,0.7585,-0.8913,1.41,0.8104,1.3663,,,,0.3824,2.0162,1.9766,4.1048,1.1371,2.3365,2.0998,1.1308,1.6162,3.2508,3.2975,,4.6394,,,5.59,2.1453,,,,,,,3.0971,3.3094,1.3153,1.1392,2.2526,1.4427,7.629,3.4094,,,,0.4435,15093073906,11406292890,17410163425,3033891840,7537754890,3522464717,3218535000,10908706895,1212000000,633339600,,4881688412,1717577193,1565266500,2349835128,1465363813,580355000,,,,,,4267380034,6038913854,7385003663,2339148774,7285824000,2541891000,4273233138,7925455585,,,,4273233138,31.6049,67.7529,27.163,1351.8849,173.7497,108.2816,311.467,207.3008,56.494,72.6542,,73.9958,45.6517,118.7928,668.0637,-41.9214,69.7588,,,,,,-42.331,228.5716,-28.176,-10.5962,274.4457,40.2172,456.9023,22.7468,,,,118.3538,6.5214,4.0439,4.6595,10.0733,5.5306,5.8875,6.2466,5.7835,6.3166,6.8364,,6.3987,3.0875,4.0508,15.466,2.3238,8.7889,,,,,,8.6672,9.6822,4.228,4.0255,4.9973,2.59,3.0321,1.8678,,,,0.7854,5.6565,4.8469,3.4531,3.066,12.5005,15.1822,6.8222,35.3987,9.1781,14.6116,,5.1559,7.2467,3.8249,23.5593,5.1835,7.4456,,,,,,4.7896,8.1648,3.9025,1.8658,2.1752,4.6607,85.1412,2.166,,,,22.0546
2015/2/27,3.4468,1.9531,-0.0549,-1.6787,5.6221,2.1268,-0.5096,1.2351,1.0726,2.8707,,0.3195,0,0,6.7222,0.495,0,,,,,,-1.5025,2.9674,4.6729,-0.1255,0.8993,1.8182,0.2412,0.2592,,,,-0.5714,2.7729,3.4621,3.9475,1.0238,4.1577,3.3535,2.7358,2.084,3.7275,7.0866,,3.19,,,6.4325,2.1288,,,,,,,2.8151,3.275,5.1339,1.3261,3.118,2.2204,8.551,3.1248,,,,0.8862,15613294748,11629072048,17400597401,2982963200,7961536501,3597379521,3202132500,11043439646,1225000000,651520800,,4897284860,1717577193,1565266500,2507796267,1472618089,580355000,,,,,,4203262471,6218110111,7730097292,2336213832,7351344000,2588107200,4283538363,7945998497,,,,4283538363,32.6942,69.0762,27.1481,1329.1914,183.5181,110.5845,309.8796,209.8611,57.1,74.7398,,74.2322,45.6517,118.7928,712.9725,-42.1289,69.7588,,,,,,-41.6949,235.3541,-29.4926,-10.5829,276.9137,40.9484,458.0042,22.8058,,,,117.8615,6.7462,4.1229,4.6569,9.9042,5.8415,6.0127,6.2148,5.855,6.3843,7.0327,,6.4192,3.0875,4.0508,16.5057,2.3353,8.7889,,,,,,8.537,9.9695,4.4256,4.0204,5.0422,2.6371,3.0394,1.8726,,,,0.7822,5.8514,4.9415,3.4512,3.0145,13.2032,15.5051,6.7874,35.8359,9.2765,15.031,,5.1724,7.2467,3.8249,25.143,5.2092,7.4456,,,,,,4.7176,8.4071,4.0849,1.8634,2.1948,4.7454,85.3465,2.1716,,,,21.9628
2015/3/2,9.9957,1.2261,2.0891,-1.6463,2.7051,2.94,1.9351,0.9255,5.9184,5.6324,,1.9108,0,0,3.8522,1.7734,0,,,,,,-1.6384,1.1527,0,3.8945,3.2086,2.9412,-0.5613,1.6029,,,,-0.1916,3.7359,3.3464,5.5614,1.2701,3.6525,5.6593,1.8973,1.7902,9.2888,9.1779,,4.2389,,,9.6156,4.1381,,,,,,,1.943,3.0903,3.0916,2.6559,6.8249,3.0923,6.4444,3.3652,,,,0.6161,17173957273,11771650709,17764106308,2933853440,8176900927,3703141597,3264097500,11145650699,1297500000,688216800,,4990863552,1717577193,1565266500,2604400600,1498733484,580355000,,,,,,4134395459,6289788614,7730097292,2427197034,7587216000,2664228000,4259492839,8073364554,,,,4259492839,35.9622,69.9231,27.7152,1307.3083,188.4824,113.8357,315.8762,211.8035,60.4794,78.9495,,75.6506,45.6517,118.7928,740.4373,-42.876,69.7588,,,,,,-41.0118,238.0672,-29.4926,-10.9951,285.7987,42.1527,455.4332,23.1713,,,,117.7084,7.4205,4.1734,4.7542,9.7412,5.9996,6.1895,6.335,5.9092,6.7622,7.4288,,6.5418,3.0875,4.0508,17.1415,2.3767,8.7889,,,,,,8.3971,10.0844,4.4256,4.177,5.204,2.7146,3.0224,1.9027,,,,0.7811,6.4363,5.0021,3.5233,2.9649,13.5604,15.9609,6.9188,36.1676,9.8256,15.8776,,5.2712,7.2467,3.8249,26.1115,5.3015,7.4456,,,,,,4.6403,8.504,4.0849,1.936,2.2652,4.885,84.8674,2.2064,,,,21.9343
2015/3/3,10.0194,-0.3028,0.3231,-1.8599,-1.4444,0,-1.7867,-1.2922,-2.0039,9.0887,,-1.5,0,0,-2.5815,-0.9681,0,,,,,,5.8587,-3.2764,-0.744,-1.5719,-1.3817,-0.9184,-1.2903,-0.2545,,,,-0.3839,5.8933,4.4848,7.1124,1.3726,3.5442,5.7166,1.9664,2.0322,6.3526,19.5128,,4.4774,,,7.8423,3.3489,,,,,,,4.0116,2.8784,4.1626,2.2346,4.501,3.2362,8.413,4.188,,,,0.6308,18894687749,11736006043,17821502451,2879287040,8058797855,3703141597,3205777500,11001626034,1271500000,750766800,,4916000599,1717577193,1565266500,2537169206,1484224931,580355000,,,,,,4376617364,6083712918,7672581687,2389042788,7482384000,2639760600,4204531641,8052821641,,,,4204531641,39.5654,69.7114,27.8048,1282.9938,185.7601,113.8357,310.2324,209.0665,59.2674,86.1249,,74.5159,45.6517,118.7928,721.3233,-42.4609,69.7588,,,,,,-43.4146,230.2672,-29.2732,-10.8223,281.8498,41.7656,449.5566,23.1123,,,,117.3138,8.164,4.1608,4.7696,9.56,5.9129,6.1895,6.2218,5.8328,6.6267,8.104,,6.4437,3.0875,4.0508,16.699,2.3537,8.7889,,,,,,8.8891,9.754,4.3927,4.1113,5.1321,2.6897,2.9834,1.8978,,,,0.7785,7.0812,4.987,3.5347,2.9097,13.3645,15.9609,6.7951,35.7002,9.6287,17.3207,,5.1921,7.2467,3.8249,25.4374,5.2502,7.4456,,,,,,4.9122,8.2254,4.0545,1.9056,2.2339,4.8401,83.7724,2.2008,,,,21.8608
