ÈÕÆÚ,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH
2015/5/14,-1.8779,-1.0912,-1.3584,-1.5488,0.2007,3.0739,2.2956,0,0.0601,-0.1597,1.3825,2.7027,-1.8945,5.0714,6.4063,-1.6756,9.9459,,,,,1.0493,,,,,,1.1429,2.4096,1.7041,-2.7803,,,,4.1041,,6.7416,,,,,1.9546,2.883,4.1663,3.7962,6.1473,3.6103,6.1822,,4.8545,3.2647,2.103,2.5648,3.2015,5.0274,6.544,3.2811,15.8709,,,,,4.6536,,,,,,5.2257,5.6225,4.2921,5.4471,,,,14.1826,,4.1605,,,,,7164456903,8514181799,5469419510,10638848486,8042355907,3874592344,11611710834,2136301744,4594565548,6189909188,9351336258,7677742728,12129107922,6499816073,5665770000,8359432800,3855067130,,,,,3676780000,,,,,,15112454240,5756569563,8057250000,23792620651,,,,3059100000,,4070560000,,,,,228.2248,108.8206,36.4044,90.262,50.2816,397.4684,63.6097,-23.7925,-308.8509,1793.7064,384.5344,93.6929,-1002.3504,46.2393,292.6765,91.9289,267.2727,,,,,52.8702,,,,,,29.3206,-68.9855,26.3138,90.9148,,,,46.0471,,118.7261,,,,,10.5904,2.7572,3.2402,3.4871,2.844,6.7896,6.4022,5.0631,8.109,7.5961,11.1907,6.874,3.7669,4.4892,9.0212,5.2477,8.5278,,,,,9.4934,,,,,,3.444,4.0621,4.5702,6.738,,,,4.1875,,26.03,,,,,41.7114,4.5576,0.2227,2.7902,2.0204,7.4468,11.6444,11.7365,23.4763,7.2851,4.7615,7.0373,3.6872,6.1478,11.7377,16.6492,5.0373,,,,,15.5763,,,,,,2.0372,8.5604,5.6893,3.4671,,,,6.3239,,18.2754,,,,
2015/5/15,5.1675,-4.0189,10.0106,-2.743,1.9359,-4.0609,-3.7219,0,-0.0601,-2.24,2.1717,-2.1263,2.3448,4.0769,-1.5258,0.8084,10.0049,,,,,1.3387,,,,,,-3.2015,-0.2941,-1.4242,-4.2435,,,,-3.1774,,-2.5447,,,,,3.4746,3.2592,11.3736,3.2855,9.4803,2.0278,3.9225,,4.6923,3.2295,2.7217,1.9232,4.4304,5.7625,4.2886,2.9418,16.8509,,,,,5.7576,0.0343,,,,,3.384,5.73,2.7339,4.7146,,,,10.0296,,3.2251,,,,0.0256,7534677642,8172004280,6016940849,10347020452,8198049046,3717248492,11179528931,2136301744,4591804390,6051255222,9554420833,7514489672,12413514590,6764803888,5579323200,8427009600,4240763375,,,,,3726000000,389660800,,,,,14628628021,5739638476,7942500000,22782970698,,,,2961900000,,3966976000,,,,1493500000,240.0183,104.4472,40.0487,87.7861,51.2551,381.3276,61.2422,-23.7925,-308.6653,1753.5273,392.8854,91.7007,-1025.8538,48.1244,288.2109,92.672,294.0131,,,,,53.5779,30.5678,,,,,28.3819,-68.7826,25.939,87.0568,,,,44.584,,115.7049,,,,33.107,11.1377,2.6464,3.5646,3.3915,2.8991,6.5139,6.1639,5.0631,8.1041,7.4259,11.4338,6.7278,3.8553,4.6722,8.8836,5.2902,9.381,,,,,9.6205,4.2942,,,,,3.3337,4.0501,4.5051,6.4521,,,,4.0545,,25.3676,,,,7.7293,43.8668,4.3744,0.245,2.7136,2.0595,7.1444,11.211,11.7365,23.4622,7.1219,4.8649,6.8877,3.7737,6.3984,11.5586,16.7838,5.5413,,,,,15.7848,3.8555,,,,,1.972,8.5353,5.6083,3.3199,,,,6.1229,,17.8104,,,,5.0894
2015/5/18,-1.1829,2.6273,4.4776,5.392,4.9771,1.0582,2.0466,0,2.2249,6.6558,0.8403,2.065,9.973,-0.5403,3.1826,3.5977,10.0112,,,,,10,10.0432,,,,,4.8638,4.2281,3.0312,0.0963,,,,6.5026,,3.7437,,,,10.01,2.4475,3.0084,13.9264,5.9355,8.7066,1.51,4.3187,,4.5197,4.9762,2.4941,3.0727,6.5998,3.6913,4.5787,4.5253,20.9722,,,,,11.5053,0.0071,,,,,11.1265,7.6585,4.2363,4.0889,,,,11.6351,,3.842,,,,0.0218,7445550427,8386703900,6286356111,10904926988,8606072443,3756584455,11408331115,2136301744,4693967206,6546317696,9634710084,7669660893,13651520088,6728253845,5756889600,8730192000,4665313540,,,,,4098600000,428795200,,,,,15340137166,5982317389,8183250000,22804919610,,,,3154500000,,4115488000,,,,1643000000,237.1791,107.1913,41.8419,92.5195,53.8061,385.3628,62.4956,-23.7925,-315.5327,1870.2378,396.1869,93.5943,-1128.1626,47.8644,297.3834,96.0061,323.4472,,,,,58.9357,33.6378,,,,,29.7623,-71.6908,26.7253,87.1407,,,,47.4831,,120.0365,,,,36.4211,11.006,2.7159,3.7242,3.5743,3.0433,6.5828,6.29,5.0631,8.2844,7.9202,11.5299,6.8667,4.2398,4.647,9.1663,5.4805,10.3201,,,,,10.5825,4.7255,,,,,3.4959,4.2214,4.6417,6.4583,,,,4.3181,,26.3173,,,,8.503,43.3479,4.4893,0.2559,2.8599,2.162,7.22,11.4405,11.7365,23.9842,7.5959,4.9058,7.0299,4.1501,6.3638,11.9265,17.3877,6.0961,,,,,17.3633,4.2427,,,,,2.0679,8.8962,5.7783,3.3231,,,,6.5211,,18.4772,,,,5.5988
2015/5/19,-0.3223,2.8,0,2.1645,0.4991,1.4398,1.1142,0,1.8235,0.4604,4.951,2.1707,10.049,0.8148,9.9838,0.0418,9.9939,,,,,1.2795,10.0098,,,,,1.3915,1.8868,1.1548,2.4062,,,,-1.4265,,-1.1018,,,,10.0122,2.1706,4.2247,,6.085,6.0411,1.6943,4.8276,,4.2686,4.3006,2.511,3.8273,5.51,3.0558,7.3139,4.0345,18.9135,,,,,9.4169,0.0109,,,,,6.5151,6.5055,3.9478,4.6378,,,,10.4949,,2.4761,,,,0.0156,7421554639,8621531609,6286356111,11140964369,8649022274,3810671404,11535443439,2136301744,4779563079,6576454196,10111722691,7836146683,15023364019,6783078910,6331644000,8733844800,5131560597,,,,,4151040000,471716800,,,,,15553589910,6095191302,8277750000,23353642411,,,,3109500000,,4070144000,,,,1807500000,236.4147,110.1927,41.8419,94.5221,54.0746,390.9112,63.1919,-23.7925,-321.2866,1878.8476,415.8021,95.626,-1241.5319,48.2544,327.0735,96.0463,355.7722,,,,,59.6898,37.0049,,,,,30.1764,-73.0435,27.0339,89.2374,,,,46.8057,,118.714,,,,40.0676,10.9705,2.7919,3.7242,3.6517,3.0585,6.6776,6.3601,5.0631,8.4355,7.9567,12.1007,7.0158,4.6658,4.6849,10.0814,5.4828,11.3515,,,,,10.7179,5.1985,,,,,3.5445,4.301,4.6953,6.6137,,,,4.2565,,26.0273,,,,9.3543,43.2082,4.615,0.2559,2.9218,2.1728,7.324,11.5679,11.7365,24.4216,7.6309,5.1487,7.1825,4.5671,6.4157,13.1172,17.3949,6.7053,,,,,17.5854,4.6674,,,,,2.0967,9.064,5.845,3.4031,,,,6.428,,18.2736,,,,6.1594
2015/5/20,1.8014,4.9805,0,2.0801,-1.6139,1.5484,6.5014,0,2.253,3.9715,6.7258,1.8227,2.0045,-1.2124,1.5867,3.9314,-6.5189,,,,,7.8901,9.9911,,,,,1.2809,-1.7593,1.0601,4.0414,,,,-2.547,,1.6864,,,,10.0138,3.2643,6.2698,,7.8541,9.206,2.3769,10.5238,,5.6743,5.6063,2.5677,5.6589,14.7472,3.6708,8.0289,3.7831,31.5429,,,,,6.9926,0.0071,,,,,6.6082,7.3758,5.369,9.3955,,,,9.5944,,4.937,,,,0.022,7555245461,9050930849,6286356111,11372710161,8509435322,3869675348,12285406153,2136301744,4887248209,6837637204,10791819874,7946059631,15324500491,6700841312,6432109200,9077208000,4797037810,,,,,4478560000,518846400,,,,,15752812470,5987961085,8365500000,24297445628,,,,3030300000,,4138784000,,,,1988500000,240.6735,115.6809,41.8419,96.4882,53.2019,396.964,67.3002,-23.7925,-328.5253,1953.4658,443.7682,96.9672,-1266.4179,47.6694,332.2632,99.8223,332.5797,,,,,64.3993,40.7021,,,,,30.563,-71.7585,27.3205,92.8438,,,,45.6136,,120.716,,,,44.0799,11.1681,2.931,3.7242,3.7276,3.0092,6.781,6.7736,5.0631,8.6255,8.2727,12.9146,7.1142,4.7593,4.6281,10.2414,5.6983,10.6115,,,,,11.5636,5.7179,,,,,3.5899,4.2253,4.7451,6.881,,,,4.1481,,26.4662,,,,10.2911,43.9865,4.8449,0.2559,2.9826,2.1378,7.4374,12.32,11.7365,24.9718,7.9339,5.495,7.2833,4.6586,6.3379,13.3253,18.0788,6.2682,,,,,18.9729,5.1337,,,,,2.1236,8.9045,5.907,3.5406,,,,6.2643,,18.5817,,,,6.7762
2015/5/21,3.539,2.4463,0,9.434,1.8297,3.7484,9.9845,0,9.774,8.3252,8.5339,7.8112,1.31,10,1.9978,3.1388,9.996,,,,,10.0041,9.9757,,,,,1.4453,4.147,5.9172,10.0271,,,,3.0888,,0.9147,,,,10.0075,3.3202,5.064,,5.8503,6.2142,1.9018,11.1786,,5.9142,6.563,3.1164,5.9051,10.3085,3.0711,6.2842,2.9313,24.63,,,,,9.9123,0.0097,,,,,4.1535,5.6335,6.4269,14.4206,,,,8.5805,,2.6249,,,,0.0216,7822627106,9272339832,6286356111,12445607346,8665128461,4014726711,13512040084,2136301744,5364928401,7406882221,11712784808,8566744517,15525258140,7370925443,6560611200,9362126400,5276552060,,,,,4926600000,570604800,,,,,15980495397,6236283693,8860500000,26733774865,,,,3123900000,,4176640000,,,,2187500000,249.1909,118.5107,41.8419,105.5909,54.1753,411.8439,74.0198,-23.7925,-360.6353,2116.0952,481.639,104.5416,-1283.0085,52.4363,338.9013,102.9555,365.8245,,,,,70.8419,44.7624,,,,,31.0047,-74.7343,28.9371,102.1534,,,,47.0225,,121.8201,,,,48.4912,11.5634,3.0027,3.7242,4.0793,3.0642,7.0352,7.4499,5.0631,9.4686,8.9614,14.0167,7.6699,4.8217,5.0909,10.446,5.8772,11.6722,,,,,12.7204,6.2883,,,,,3.6418,4.4006,5.0258,7.5709,,,,4.2762,,26.7083,,,,11.3209,45.5432,4.9634,0.2559,3.264,2.1769,7.7162,13.5501,11.7365,27.4126,8.5944,5.9639,7.8522,4.7197,6.9717,13.5915,18.6463,6.8948,,,,,20.871,5.6458,,,,,2.1543,9.2738,6.2565,3.8956,,,,6.4578,,18.7517,,,,7.4543
2015/5/22,0.1315,0.1447,0,-2.3793,0.4957,1.8371,-3.1044,0,-1.6469,0.5877,-4.6774,-2.9057,-0.6466,4.6694,-1.4245,0.6633,9.9907,,,,,-3.8274,10.0295,,,,,0.089,-0.4525,-1.4995,-1.2315,,,,6.4823,,-0.8068,,,,10.0114,3.8948,5.1974,,5.9476,8.036,3.6545,10.9951,,5.8693,6.4781,3.7584,7.1602,7.3081,6.6146,5.108,3.8038,40.5229,,,,,12.7717,0.0119,,,,,6.2078,6.0134,4.8935,15.2033,,,,14.7553,,2.3332,,,,0.03,7832911016,9285758558,6286356111,12149487723,8708078292,4088481642,13092569413,2136301744,5276571371,7450412723,11164928744,8317824016,15424879316,7715105020,6467155200,9424224000,5804965387,,,,,4715920000,627833600,,,,,15994725580,6208065215,8572500000,26404541184,,,,3326400000,,4142944000,,,,2406500000,249.5185,118.6822,41.8419,103.0786,54.4438,419.4099,71.7219,-23.7925,-354.6959,2128.5315,459.1107,101.504,-1274.7132,54.8848,334.0736,103.6384,402.4596,,,,,67.8125,49.2519,,,,,31.0323,-74.3961,27.9965,100.8953,,,,50.0706,,120.8373,,,,53.3459,11.5786,3.007,3.7242,3.9822,3.0794,7.1644,7.2187,5.0631,9.3127,9.014,13.3611,7.447,4.7905,5.3286,10.2972,5.9162,12.8411,,,,,12.1764,6.9189,,,,,3.645,4.3807,4.8625,7.4777,,,,4.5534,,26.4928,,,,12.4543,45.6031,4.9706,0.2559,3.1863,2.1877,7.8579,13.1294,11.7365,26.9611,8.6449,5.685,7.624,4.6892,7.2972,13.3979,18.7699,7.5852,,,,,19.9785,6.2121,,,,,2.1562,9.2319,6.0531,3.8477,,,,6.8764,,18.6004,,,,8.2006
2015/5/25,1.9694,2.0954,0,6.6054,3.3292,6.7949,0.4854,0,0.6279,3.9101,2.7073,-0.0389,3.3623,2.8425,-0.9754,4.9612,-5.8998,,,,,-3.57,9.9866,,,,,5.8719,3.2727,2.9396,0.9975,,,,3.355,,-2.4199,,,,9.9938,3.8267,6.5069,,6.2839,8.8878,4.9583,7.8582,,5.2609,6.2474,2.6344,6.1227,6.4977,3.5924,5.166,4.7753,26.6765,,,,,9.3409,0.0109,,,,,8.8017,6.7795,5.7756,10.379,,,,13.0171,,2.9773,,,,0.0644,7987169657,9480330089,6286356111,12952014817,8997989653,4366291880,13156125575,2136301744,5309705257,7741732231,11467194159,8314591282,15943503241,7934405281,6404072400,9891782400,5462482285,,,,,4547560000,690532800,,,,,16933917651,6411238258,8824500000,26667928129,,,,3438000000,,4042688000,,,,2647000000,254.4325,121.1691,41.8419,109.8873,56.2564,447.9086,72.0701,-23.7925,-356.9232,2211.7595,471.5401,101.4645,-1317.5723,56.4449,330.8149,108.7802,378.7151,,,,,65.3915,54.1704,,,,,32.8545,-76.8309,28.8195,101.9018,,,,51.7505,,117.9132,,,,58.6771,11.8066,3.0701,3.7242,4.2453,3.1819,7.6513,7.2537,5.0631,9.3711,9.3665,13.7228,7.4441,4.9516,5.4801,10.1967,6.2097,12.0835,,,,,11.7417,7.6099,,,,,3.8591,4.524,5.0054,7.5523,,,,4.7062,,25.8517,,,,13.699,46.5012,5.0747,0.2559,3.3968,2.2605,8.3919,13.1932,11.7365,27.1304,8.983,5.8389,7.6211,4.8468,7.5047,13.2672,19.7012,7.1377,,,,,19.2652,6.8324,,,,,2.2828,9.534,6.2311,3.886,,,,7.1071,,18.1503,,,,9.0201
2015/5/26,10,6.2279,0,10.0066,1.3126,1.0698,4.5411,0,4.7322,8.0017,3.8303,4.3157,0.9444,4.7601,4.6698,3.1204,2.4357,,,,,9.9939,9.9939,,,,,3.0252,4.7535,1.6828,10.0412,,,,4.4241,,3.7765,,,,9.9924,4.4402,6.5013,,6.9228,9.576,3.0956,8.4824,,5.017,8.3317,3.0014,6.2042,6.3177,3.6204,6.3165,4.2001,21.8982,,,,,10.3998,0.0124,,,,,9.102,7.4955,5.023,9.9502,,,,12.3028,,4.2556,,,,0.0403,8785886623,10070754043,6286356111,14248074617,9116101689,4413003336,13753553500,2136301744,5560970561,8242445432,11906423589,8673424732,16094071477,8312089064,6703131600,10200444000,5595533274,,,,,5002040000,759544000,,,,,17446204235,6715997824,8973000000,29345695397,,,,3590100000,,4195360000,,,,2911500000,279.8757,128.7153,41.8419,120.8834,56.9948,452.7004,75.3428,-23.7925,-373.8135,2388.7385,489.6016,105.8434,-1330.0153,59.1317,346.2634,112.1745,387.9396,,,,,71.9267,59.5842,,,,,33.8484,-80.4831,29.3045,112.1339,,,,54.0399,,122.3661,,,,64.5404,12.9872,3.2613,3.7242,4.6701,3.2237,7.7331,7.5831,5.0631,9.8146,10.116,14.2484,7.7654,4.9983,5.7409,10.6729,6.4035,12.3778,,,,,12.9152,8.3704,,,,,3.9758,4.7391,5.0897,8.3106,,,,4.9144,,26.828,,,,15.0679,51.1513,5.3908,0.2559,3.7367,2.2902,8.4817,13.7923,11.7365,28.4142,9.7018,6.0625,7.95,4.8926,7.8619,13.8868,20.3159,7.3116,,,,,21.1906,7.5153,,,,,2.3519,9.9872,6.3359,4.2762,,,,7.4215,,18.8358,,,,9.9215
2015/5/27,4.604,-0.7995,0,2.0181,2.4735,-2.507,-1.9871,0,2.9295,7.6892,8.1317,7.8643,7.3805,-0.9894,-1.7079,-0.9848,9.9956,,,,,10.0055,10.0277,,,,,6.199,8.4874,-2.2066,5.1608,,,,10.0025,,10.005,,,,9.9948,6.6844,5.2608,,7.2892,9.2887,2.8425,6.8891,,5.629,8.9116,3.0736,6.9573,7.7787,3.6009,5.0977,3.0244,14.384,,,,,12.0663,0.0145,,,,,7.2996,9.5257,4.4948,20.8702,,,,13.2494,,5.2298,,,,0.049,9190387061,9990241686,6286356111,14535611062,9341588303,4302370940,13480262003,2136301744,5723878834,8876225778,12874617495,9355531559,17281887563,8229851466,6588648000,10099992000,6154840211,,,,,5502520000,835708800,,,,,18527698136,7286011084,8775000000,30860170328,,,,3949200000,,4615104000,,,,3202500000,292.7611,127.6863,41.8419,123.3229,58.4046,441.3514,73.8457,-23.7925,-384.7643,2572.4141,529.4145,114.1673,-1428.1765,58.5466,340.3496,111.0698,426.7165,,,,,79.1234,65.5591,,,,,35.9467,-87.314,28.6578,117.9209,,,,59.4453,,134.6088,,,,70.9911,13.5852,3.2352,3.7242,4.7643,3.3034,7.5393,7.4324,5.0631,10.1021,10.8938,15.4071,8.3761,5.3672,5.6841,10.4906,6.3404,13.6151,,,,,14.2074,9.2098,,,,,4.2223,5.1413,4.9773,8.7395,,,,5.406,,29.5121,,,,16.5739,53.5063,5.3477,0.2559,3.8121,2.3468,8.269,13.5182,11.7365,29.2466,10.4478,6.5555,8.5752,5.2537,7.7841,13.6496,20.1159,8.0424,,,,,23.3108,8.2689,,,,,2.4976,10.8348,6.1961,4.4969,,,,8.1639,,20.7203,,,,10.9131
2015/5/28,-4.2148,-9.4023,0,-10.0089,-8.6782,-4,-7.8736,0,-8.2007,-7.0286,-7.5569,-5.9433,-3.969,-5.6255,-4.6099,-9.5841,9.0472,,,,,-1.5549,10.0201,,,,,-10.0235,-9.9923,-2.8462,-10.0284,,,,-4.7587,,-4.7864,,,,10.0078,6.2287,6.0462,,5.5176,9.7588,3.6802,7.9804,,5.8416,10.3726,3.3187,8.3302,7.7843,4.1707,6.4076,4.567,29.9058,,,,,16.7655,0.0473,,,,,7.6653,9.5189,6.5234,14.4159,,,,25.3704,,7.1132,,,,0.3122,8803026472,9050930849,6286356111,13080762480,8530910238,4130276102,12418874094,2136301744,5254482114,8252348250,11901700692,8799501349,16595965598,7766884248,6284916000,9132000000,6711683240,,,,,5416960000,919448000,,,,,16350480152,6557974345,8525250000,27765373731,,,,3746700000,,4394208000,,,,3523000000,280.4217,115.6809,41.8419,110.9797,53.3361,423.6973,68.0314,-23.7925,-353.211,2391.6085,489.4074,107.382,-1371.4918,55.2531,324.6597,100.4248,465.3225,,,,,77.893,72.1282,,,,,31.7225,-78.5894,27.8422,106.0953,,,,56.3972,,128.1659,,,,78.0958,13.0126,2.931,3.7242,4.2875,3.0168,7.2377,6.8472,5.0631,9.2737,10.1281,14.2428,7.8783,5.1542,5.3644,10.007,5.7327,14.8469,,,,,13.9865,10.1326,,,,,3.7261,4.6276,4.8357,7.8631,,,,5.1288,,28.0996,,,,18.2325,51.2511,4.8449,0.2559,3.4306,2.1431,7.9383,12.4538,11.7365,26.8482,9.7134,6.0601,8.0655,5.0452,7.3462,13.0204,18.1879,8.77,,,,,22.9483,9.0974,,,,,2.2041,9.7522,6.0198,4.046,,,,7.7453,,19.7285,,,,12.0053
2015/5/29,-1.3629,-1.5567,0,8.5958,7.5519,0.5952,0.6653,0,-0.2627,5,3.0952,-3.3431,2.8226,3.3333,0.8178,1.76,7.2687,,,,,-1.9701,10.0229,,,,,3.0461,-2.4096,3.7477,-1.2648,,,,-1.9217,,-1.1455,,,,10.0057,4.7566,4.2686,,7.5317,9.4019,3.2092,6.1659,,4.4492,8.982,3.2606,7.0921,6.7695,3.3665,5.5452,3.3247,30.6045,,,,,11.3511,0.0905,,,,,6.6491,7.0612,4.8507,10.9825,,,,18.4505,,5.8657,,,,0.805,8683047529,8910034223,6286356111,14205158729,9175157707,4154861079,12501497105,2136301744,5240676328,8664965663,12270086666,8505322575,17064400111,8025780390,6336316800,9292723200,7199536868,,,,,5310240000,1011603200,,,,,16848536554,6399950867,8844750000,27414191138,,,,3674700000,,4343872000,,,,3875500000,276.5998,113.8801,41.8419,120.5193,57.364,426.2193,68.484,-23.7925,-352.283,2511.1889,504.5557,103.792,-1410.2033,57.0949,327.3149,102.1923,499.1455,,,,,76.3585,79.3576,,,,,32.6888,-76.6957,28.8856,104.7534,,,,55.3134,,126.6978,,,,85.9098,12.8352,2.8854,3.7242,4.656,3.2446,7.2808,6.8928,5.0631,9.2493,10.6345,14.6836,7.6149,5.2997,5.5432,10.0889,5.8336,15.9261,,,,,13.7109,11.1482,,,,,3.8396,4.5161,5.0169,7.7636,,,,5.0302,,27.7777,,,,20.0568,50.5526,4.7695,0.2559,3.7255,2.305,7.9855,12.5367,11.7365,26.7777,10.1991,6.2477,7.7959,5.1876,7.5911,13.1269,18.508,9.4075,,,,,22.4962,10.0093,,,,,2.2713,9.5172,6.2454,3.9948,,,,7.5964,,19.5025,,,,13.2065
2015/6/1,9.9882,9.0361,0,7.281,7.4898,9.9408,4.2705,0,6.902,8.7653,3.9261,6.8035,4.902,3.833,9.9926,6.1321,2.4641,,,,,2.2523,9.9834,,,,,7.348,5.9965,9.9975,6.0048,,,,3.7228,,-0.9481,,,,9.9987,4.7927,4.7278,,7.0812,9.5213,3.5421,4.9588,,4.2453,10.4419,2.3638,7.3367,5.4635,3.4219,5.6158,2.6921,21.2366,,,,,11.1993,0.025,,,,,6.47,5.8433,5.7907,8.9177,,,,14.407,,3.6777,,,,0.205,9550323891,9715157798,6286356111,15239431616,9862355008,4567888689,13035368867,2136301744,5602387918,9420880762,12751822170,9083981922,17900890312,8333409923,6969481200,9862560000,7376938187,,,,,5429840000,1112595200,,,,,18086562466,6783722171,9729000000,29060359541,,,,3811500000,,4302688000,,,,4263000000,304.227,124.1704,41.8419,129.2942,61.6605,468.589,71.4086,-23.7925,-376.5976,2730.2602,524.365,110.8535,-1479.3309,59.2834,360.0222,108.4588,511.4448,,,,,78.0783,87.2801,,,,,35.0908,-81.2947,31.7735,111.0436,,,,57.3726,,125.4966,,,,94.4997,14.1172,3.1461,3.7242,4.995,3.4876,8.0045,7.1871,5.0631,9.8877,11.5623,15.2601,8.133,5.5595,5.7556,11.097,6.1913,16.3185,,,,,14.0197,12.2612,,,,,4.1217,4.7869,5.5185,8.2298,,,,5.2175,,27.5143,,,,22.0623,55.6019,5.2004,0.2559,3.9967,2.4776,8.7793,13.0721,11.7365,28.6259,11.0888,6.493,8.3263,5.4419,7.882,14.4386,19.643,9.6393,,,,,23.0029,11.0085,,,,,2.4382,10.0879,6.8697,4.2347,,,,7.8792,,19.3176,,,,14.5269
2015/6/2,6.9634,6.0083,0,6.646,3.2118,3.606,2.2428,0,5.52,10.021,4.2222,10,10,9.7588,7.945,5,-2.7388,,,,,-2.406,9.9849,,,,,5.3501,9.9834,5.9667,1.5861,,,,-2.1724,,-3.3163,,,,10.0047,4.5031,6.1374,,5.4703,8.5255,3.7459,7.519,,5.3084,8.5104,4.0152,7.7629,5.8903,4.2069,7.5683,3.3819,17.2113,,,,,9.29,0.0585,,,,,12.7263,7.3125,7.4656,9.1817,,,,12.7342,,4.107,,,,0.2904,10219342191,10298872389,6286356111,16252246558,10179110013,4732608034,13327727213,2136301744,5911637522,10364949402,13290232439,9992380114,19690979343,9146648391,7523208000,10355688000,7174897796,,,,,5299200000,1223686400,,,,,19054214903,7460965649,10309500000,29521286694,,,,3728700000,,4160000000,,,,4689500000,325.4115,131.6309,41.8419,137.8871,63.6409,485.4865,73.0101,-23.7925,-397.3856,3003.8602,546.5049,121.9389,-1627.264,65.0687,388.6261,113.8817,497.4373,,,,,76.1997,95.9949,,,,,36.9682,-89.4106,33.6693,112.8049,,,,56.1262,,121.3348,,,,103.9541,15.1003,3.3351,3.7242,5.327,3.5996,8.2932,7.3483,5.0631,10.4335,12.7209,15.9044,8.9463,6.1154,6.3173,11.9787,6.5009,15.8715,,,,,13.6824,13.4854,,,,,4.3423,5.2647,5.8477,8.3603,,,,5.1041,,26.6019,,,,24.2695,59.4736,5.5129,0.2559,4.2623,2.5572,9.0959,13.3653,11.7365,30.206,12.2001,6.7671,9.1589,5.9861,8.6512,15.5857,20.6251,9.3753,,,,,22.4495,12.1077,,,,,2.5686,11.095,7.2796,4.3018,,,,7.7081,,18.677,,,,15.9803
