ÈÕÆÚ,000005.SZ,000035.SZ,000068.SZ,000711.SZ,000820.SZ,000826.SZ,000920.SZ,000967.SZ,002034.SZ,002205.SZ,002479.SZ,002573.SZ,002658.SZ,002672.SZ,002887.SZ,300055.SZ,300056.SZ,300070.SZ,300090.SZ,300137.SZ,300140.SZ,300152.SZ,300156.SZ,300172.SZ,300187.SZ,300190.SZ,300203.SZ,300262.SZ,300263.SZ,300266.SZ,300332.SZ,300334.SZ,300335.SZ,300422.SZ,300425.SZ,300631.SZ,300779.SZ,600217.SH,600292.SH,600323.SH,601200.SH,601330.SH,603126.SH,603177.SH,603200.SH,603568.SH,603588.SH,603603.SH,000005.SZ,000035.SZ,000068.SZ,000711.SZ,000820.SZ,000826.SZ,000920.SZ,000967.SZ,002034.SZ,002205.SZ,002479.SZ,002573.SZ,002658.SZ,002672.SZ,002887.SZ,300055.SZ,300056.SZ,300070.SZ,300090.SZ,300137.SZ,300140.SZ,300152.SZ,300156.SZ,300172.SZ,300187.SZ,300190.SZ,300203.SZ,300262.SZ,300263.SZ,300266.SZ,300332.SZ,300334.SZ,300335.SZ,300422.SZ,300425.SZ,300631.SZ,300779.SZ,600217.SH,600292.SH,600323.SH,601200.SH,601330.SH,603126.SH,603177.SH,603200.SH,603568.SH,603588.SH,603603.SH,000005.SZ,000035.SZ,000068.SZ,000711.SZ,000820.SZ,000826.SZ,000920.SZ,000967.SZ,002034.SZ,002205.SZ,002479.SZ,002573.SZ,002658.SZ,002672.SZ,002887.SZ,300055.SZ,300056.SZ,300070.SZ,300090.SZ,300137.SZ,300140.SZ,300152.SZ,300156.SZ,300172.SZ,300187.SZ,300190.SZ,300203.SZ,300262.SZ,300263.SZ,300266.SZ,300332.SZ,300334.SZ,300335.SZ,300422.SZ,300425.SZ,300631.SZ,300779.SZ,600217.SH,600292.SH,600323.SH,601200.SH,601330.SH,603126.SH,603177.SH,603200.SH,603568.SH,603588.SH,603603.SH,000005.SZ,000035.SZ,000068.SZ,000711.SZ,000820.SZ,000826.SZ,000920.SZ,000967.SZ,002034.SZ,002205.SZ,002479.SZ,002573.SZ,002658.SZ,002672.SZ,002887.SZ,300055.SZ,300056.SZ,300070.SZ,300090.SZ,300137.SZ,300140.SZ,300152.SZ,300156.SZ,300172.SZ,300187.SZ,300190.SZ,300203.SZ,300262.SZ,300263.SZ,300266.SZ,300332.SZ,300334.SZ,300335.SZ,300422.SZ,300425.SZ,300631.SZ,300779.SZ,600217.SH,600292.SH,600323.SH,601200.SH,601330.SH,603126.SH,603177.SH,603200.SH,603568.SH,603588.SH,603603.SH,000005.SZ,000035.SZ,000068.SZ,000711.SZ,000820.SZ,000826.SZ,000920.SZ,000967.SZ,002034.SZ,002205.SZ,002479.SZ,002573.SZ,002658.SZ,002672.SZ,002887.SZ,300055.SZ,300056.SZ,300070.SZ,300090.SZ,300137.SZ,300140.SZ,300152.SZ,300156.SZ,300172.SZ,300187.SZ,300190.SZ,300203.SZ,300262.SZ,300263.SZ,300266.SZ,300332.SZ,300334.SZ,300335.SZ,300422.SZ,300425.SZ,300631.SZ,300779.SZ,600217.SH,600292.SH,600323.SH,601200.SH,601330.SH,603126.SH,603177.SH,603200.SH,603568.SH,603588.SH,603603.SH,000005.SZ,000035.SZ,000068.SZ,000711.SZ,000820.SZ,000826.SZ,000920.SZ,000967.SZ,002034.SZ,002205.SZ,002479.SZ,002573.SZ,002658.SZ,002672.SZ,002887.SZ,300055.SZ,300056.SZ,300070.SZ,300090.SZ,300137.SZ,300140.SZ,300152.SZ,300156.SZ,300172.SZ,300187.SZ,300190.SZ,300203.SZ,300262.SZ,300263.SZ,300266.SZ,300332.SZ,300334.SZ,300335.SZ,300422.SZ,300425.SZ,300631.SZ,300779.SZ,600217.SH,600292.SH,600323.SH,601200.SH,601330.SH,603126.SH,603177.SH,603200.SH,603568.SH,603588.SH,603603.SH
2015/1/16,0,0,10.0484,5.3748,1.2064,1.1896,-2.4132,0,-0.3432,2.5698,0.3356,1.0549,0.6408,0.0856,,1.5004,1.0773,1.0759,1.5428,0.4648,0,1.6406,0,2.2908,1.1417,1.4724,1.3684,1.4538,-0.8818,-0.0215,0.4225,1.0314,0,,,,,0.2299,1.1521,-0.3618,,,1.4644,,,,5.5195,,,,2.3485,1.5001,3.011,1.6271,2.1412,,1.2825,3.0912,0.7006,1.3865,2.0428,1.2641,,1.2072,8.7251,1.6547,2.2724,2.7456,,1.9876,,3.933,0.6516,1.2837,1.3403,2.7286,2.557,0.5216,3.9343,2.6356,,,,,,1.2329,1.0077,1.9768,,,3.0365,,,,30.7964,,3746346329,2388373314,8150743608,2397386160,1667622943,24273526960,6996760000,2931975782,1049585137,2132551050,6563078106,15285318705,2001047520,4441458676,,7904852750,2456018872,23330143673,5435975462,4105972743,3017135297,3238488000,5655591470,2237133619,5945462100,3813391278,8570700000,3073169796,2948918566,2507104829,3258668463,2329278880,1942000265,,,,,5762176000,11235604360,6718701844,,,1164000000,,,,1706900000,,86.8495,44.7256,-75.2251,-33.2826,971.857,30.3468,38.3494,60.4544,-89.8786,31.704,38.1478,56.5925,36.9192,48.5098,,58.7562,55.1011,40.8654,32.785,68.4767,358.9988,76.6606,220.5402,44.3372,110.4922,44.9512,45.3061,69.2492,44.3133,112.4465,33.498,65.837,60.156,,,,,-23.0211,56.7379,31.9725,,,55.6494,,,,59.0865,,5.5976,4.8254,93.2003,9.4431,9.471,4.7073,7.3942,2.6339,3.3904,2.1845,3.0171,6.324,5.4319,4.9975,,4.3215,6.9723,6.3255,3.6838,4.7865,3.8652,2.2159,4.6288,3.9672,6.6691,2.9142,4.1991,8.6887,4.1587,6.9462,3.3978,6.5625,4.8504,,,,,-27.4645,2.7664,2.9649,,,4.5566,,,,3.958,,71.0303,14.2089,121.3006,34.8714,7.124,5.5774,3.393,1.2118,1.3646,2.6543,1.7668,11.9931,9.9012,5.9612,,10.9535,7.1103,11.1467,6.3357,11.1421,11.4075,3.8438,22.2039,6.0906,6.6962,6.6377,7.0908,14.8646,5.1866,9.5299,10.4796,10.7237,6.6361,,,,,8.5462,3.7838,4.053,,,3.8922,,,,8.7926,
2015/1/19,0,0,0.9901,-2.953,-1.1921,-3.2503,-7.117,0,-2.2388,-1.5251,-2.6756,-1.8789,-2.0599,-1.3109,,-1.6957,-3.2437,-3.2773,-1.0359,-0.9914,0,-4.7689,0,-4.0219,-1.6268,2.7811,-2.5961,-2.3541,2.669,-1.0329,-3.5764,-1.3921,0,,,,,-6.3073,-2.369,-3.8489,,,-2.268,,,,-5.4675,,,,2.8958,2.0736,5.2005,2.179,2.4406,,1.6063,6.1247,0.9453,1.8608,3.3713,2.0655,,1.163,7.7718,2.5775,2.9479,3.8129,,2.595,,5.0305,0.8526,3.515,1.41,4.7606,3.1754,0.5009,5.1901,3.4847,,,,,,1.9687,1.3973,1.7435,,,4.2144,,,,27.6587,,3746346329,2388373314,8231444040,2326590864,1647743994,23484553401,6498800000,2931975782,1026086962,2100028485,6387477354,14998120650,1959827440,4383234937,,7770813943,2376351902,22565542325,5379663561,4065265809,3017135297,3084048000,5655591470,2147157495,5848739775,3919446900,8348200000,3000822913,3027626357,2481208330,3142124219,2296852724,1942000265,,,,,5398736000,10969430589,6460102572,,,1137600000,,,,1613576000,,86.8495,44.7256,-75.9699,-32.2998,960.2719,29.3604,35.6201,60.4544,-87.8664,31.2205,37.1271,55.5292,36.1587,47.8739,,57.7599,53.3138,39.5262,32.4454,67.7978,358.9988,73.0047,220.5402,42.554,108.6947,46.2014,44.1299,67.619,45.4961,111.285,32.3,64.9205,60.156,,,,,-21.5691,55.3937,30.7419,,,54.3872,,,,55.856,,5.5976,4.8254,94.123,9.1643,9.3581,4.5543,6.8679,2.6339,3.3145,2.1512,2.9364,6.2052,5.32,4.932,,4.2482,6.7461,6.1182,3.6456,4.7391,3.8652,2.1102,4.6288,3.8076,6.5606,2.9953,4.0901,8.4841,4.2697,6.8744,3.2763,6.4712,4.8504,,,,,-25.7323,2.7009,2.8508,,,4.4533,,,,3.7416,,71.0303,14.2089,122.5015,33.8417,7.0391,5.3962,3.1515,1.2118,1.334,2.6138,1.7196,11.7677,9.6972,5.883,,10.7678,6.8796,10.7814,6.2701,11.0316,11.4075,3.6605,22.2039,5.8456,6.5873,6.8223,6.9067,14.5146,5.325,9.4314,10.1048,10.5744,6.6361,,,,,8.0072,3.6941,3.897,,,3.8039,,,,8.3119,
2015/1/20,0,0,2.6144,2.3513,2.9491,4.7534,10,0,3.347,2.2124,2.9782,4.1135,2.3709,3.3786,,3.2729,4.5977,3.1567,8.5834,3.004,0,4.3914,0,3.2857,3.375,3.0588,6.0768,4.2453,5.0838,2.631,4.8727,3.0118,0,,,,,3.3048,2.8931,2.8701,,,5.1336,,,,9.99,,,,1.6386,1.5797,3.5704,2.8063,3.0818,,1.9775,2.9686,0.7105,1.9126,4.4443,1.477,,1.1281,7.1276,1.8491,4.9926,3.9046,,2.2211,,3.8372,1.1034,2.7374,2.1174,4.4664,3.4354,0.6586,5.5903,3.413,,,,,,1.4764,1.0942,1.2134,,,7.176,,,,18.5851,,3746346329,2388373314,8446645191,2381296320,1696336980,24600867054,7148680000,2931975782,1060430448,2146489293,6577711502,15615064620,2006293712,4531325751,,8025143988,2485609461,23277863239,5841421145,4187386611,3017135297,3219480000,5655591470,2217706956,6046132275,4039335864,8855500000,3128216338,3181543814,2546489088,3295231363,2366028523,1942000265,,,,,5577152000,11286791624,6645513371,,,1196000000,,,,1774772000,,86.8495,44.7256,-87.5193,-33.0593,988.5909,30.756,39.1821,60.4544,-90.8073,31.9112,38.2328,57.8134,37.016,49.4914,,59.6503,55.765,40.7739,35.2303,69.8345,358.9988,76.2106,220.5402,43.9522,112.3631,47.6146,46.8116,70.4896,47.809,123.013,33.8739,66.8757,60.156,,,,,-22.2819,56.9963,31.6242,,,57.1792,,,,61.436,,5.5976,4.8254,108.4323,9.3797,9.6341,4.7707,7.5547,2.6339,3.4255,2.1988,3.0238,6.4605,5.4462,5.0986,,4.3872,7.0563,6.3113,3.9585,4.8814,3.8652,2.2029,4.6288,3.9327,6.782,3.0869,4.3386,8.8443,4.4868,7.5989,3.4359,6.6661,4.8504,,,,,-26.5826,2.779,2.9326,,,4.6819,,,,4.1153,,71.0303,14.2089,141.1251,34.6374,7.2467,5.6527,3.4667,1.2118,1.3787,2.6716,1.7708,12.2518,9.9272,6.0818,,11.1202,7.1959,11.1217,6.8083,11.363,11.4075,3.8212,22.2039,6.0377,6.8096,7.031,7.3264,15.1308,5.5957,10.4254,10.5972,10.8929,6.6361,,,,,8.2718,3.801,4.0089,,,3.9992,,,,9.1423,
2015/1/21,0,0,-1.2739,6.0811,1.5625,2.3541,4.4864,0,4.0341,0.974,2.0022,1.158,3.1378,4.6648,,3.1263,1.7399,2.6109,1.4139,1.8146,0,2.214,0,1.5675,0.9794,9.8935,3.2663,1.9105,0.2199,3.7924,1.5257,1.1421,9.9751,,,,,2.2512,2.2676,2.4229,,,1.3378,,,,2.7316,,,,1.8017,2.6181,4.2458,2.895,3.8788,,3.798,3.1841,1.0927,2.3605,5.0538,2.3065,,1.6406,8.8393,2.655,5.5545,5.279,,3.0018,,5.0965,1.0596,9.1508,1.9301,5.4099,2.1375,1.2045,8.5599,3.822,0.4417,,,,,1.16,1.4752,1.814,,,7.8827,,,,32.6051,,3746346329,2388373314,8339044615,2526104880,1722842246,25180007220,7469400000,2931975782,1103209176,2167396656,6709412066,15795893025,2069248016,4742703237,,8276037140,2528857245,23885623284,5924011933,4263372888,3017135297,3290760000,5655591470,2252470458,6105350025,4438965744,9144750000,3187981155,3188540062,2643061450,3345505350,2393050320,2135716003,,,,,5702704000,11542727942,6806528012,,,1212000000,,,,1823252000,,86.8495,44.7256,-86.4044,-35.0696,1004.0377,31.4801,40.94,60.4544,-94.4706,32.222,38.9984,58.4829,38.1775,51.8,,61.5152,56.7353,41.8384,35.7284,71.1017,358.9988,77.8979,220.5402,44.6412,113.4636,52.3253,48.3406,71.8363,47.9141,127.6781,34.3907,67.6395,66.1566,,,,,-22.7835,58.2888,32.3904,,,57.9442,,,,63.1142,,5.5976,4.8254,107.051,9.9501,9.7846,4.8831,7.8937,2.6339,3.5637,2.2202,3.0844,6.5353,5.6171,5.3365,,4.5244,7.1791,6.4761,4.0145,4.97,3.8652,2.2516,4.6288,3.9944,6.8485,3.3923,4.4804,9.0133,4.4966,7.8871,3.4883,6.7422,5.3342,,,,,-27.1811,2.842,3.0036,,,4.7445,,,,4.2278,,71.0303,14.2089,139.3273,36.7437,7.3599,5.7857,3.6222,1.2118,1.4343,2.6976,1.8062,12.3937,10.2387,6.3655,,11.4678,7.3211,11.4121,6.9045,11.5692,11.4075,3.9058,22.2039,6.1323,6.8763,7.7266,7.5657,15.4199,5.608,10.8207,10.7589,11.0173,7.2981,,,,,8.458,3.8872,4.106,,,4.0527,,,,9.392,
2015/1/22,0,0,1.7204,0,3.2051,0.6,2.0904,0,4.3692,-0.0536,0.6543,0.3704,0.3622,-0.6138,,3.7583,3.2403,1.8331,2.7883,1.464,0,1.3718,0,1.6341,0.8406,0.8657,1.3139,3.1574,0.9874,1.633,2.9372,2.5294,3.7037,,,,,2.4334,0.3991,1.5054,,,1.3861,,,,9.9934,,,,1.0008,2.0311,5.5793,2.1155,3.1094,,4.2402,2.4902,1.2307,1.6231,3.5246,1.1008,,1.7816,9.7934,1.9233,4.9113,4.5034,,2.2255,,4.8476,1.0637,3.8276,1.3632,6.1872,1.7888,1.0971,9.6057,4.5378,9.6971,,,,,1.3443,0.9145,1.6364,,,6.5221,,,,26.0121,,3746346329,2388373314,8482512049,2526104880,1778061549,25331087263,7625540000,2931975782,1151410560,2166235136,6753312254,15854396333,2076742576,4713591368,,8587075911,2610800414,24323471919,6089193507,4325790186,3017135297,3335904000,5655591470,2289278872,6156672075,4477391694,9264900000,3288637689,3220023179,2686222282,3443768144,2453579145,2214816595,,,,,5841472000,11588796479,6908991875,,,1228800000,,,,2005456000,,86.8495,44.7256,-87.891,-35.0696,1036.2184,31.6689,41.7958,60.4544,-98.5982,32.2048,39.2535,58.6995,38.3157,51.4821,,63.8271,58.5737,42.6054,36.7247,72.1427,358.9988,78.9666,220.5402,45.3707,114.4174,52.7783,48.9758,74.1044,48.3872,129.763,35.4008,69.3503,68.6068,,,,,-23.3379,58.5214,32.878,,,58.7474,,,,69.4214,,5.5976,4.8254,108.8927,9.9501,10.0983,4.9124,8.0587,2.6339,3.7194,2.219,3.1046,6.5595,5.6374,5.3037,,4.6944,7.4117,6.5948,4.1264,5.0428,3.8652,2.2825,4.6288,4.0596,6.906,3.4217,4.5392,9.2979,4.541,8.0159,3.5908,6.9128,5.5318,,,,,-27.8425,2.8533,3.0489,,,4.8103,,,,4.6503,,71.0303,14.2089,141.7243,36.7437,7.5958,5.8204,3.6979,1.2118,1.497,2.6962,1.8181,12.4396,10.2757,6.3264,,11.8988,7.5584,11.6213,7.097,11.7386,11.4075,3.9594,22.2039,6.2325,6.9341,7.7935,7.6651,15.9068,5.6634,10.9974,11.0749,11.296,7.5684,,,,,8.6638,3.9027,4.1678,,,4.1089,,,,10.3306,
2015/1/23,0,0,0.6342,-0.0637,5.7143,-2.2863,-1.9369,0,0.7849,-2.252,-1.1918,-2.7843,-1.2631,-1.8797,,-2.9618,-3.4002,-2.0956,-1.6646,-1.7566,0,-1.7806,0,-1.0719,-2.4046,-2.4717,-1.2488,-2.3434,-3.3134,2.3298,-1.1281,-1.7621,-2.8426,,,,,5.4299,-0.8834,-0.7768,,,-2.7344,,,,-4.9154,,,,1.4552,1.5485,10.2566,1.6404,1.893,,4.2485,2.6701,0.8791,1.5318,2.7465,0.9484,,1.1203,6.6399,1.5193,2.7756,3.8076,,1.6251,,4.9812,0.8458,3.0136,1.0803,5.0007,1.7546,1.8448,4.9038,3.6075,4.196,,,,,3.3109,0.9296,1.4666,,,4.4682,,,,18.7998,,3746346329,2388373314,8536312337,2524495896,1879665066,24751947097,7477840000,2931975782,1160448320,2117451288,6672828576,15412962285,2050511616,4624990026,,8332745866,2522028647,23813737687,5987832087,4249803910,3017135297,3276504000,5655591470,2264739929,6008627700,4366724958,9149200000,3211572530,3113330396,2748805488,3404920063,2410344270,2151858981,,,,,6158656000,11486421952,6855320328,,,1195200000,,,,1906880000,,86.8495,44.7256,-88.4484,-35.0473,1095.4308,30.9449,40.9863,60.4544,-99.3721,31.4795,38.7857,57.0651,37.8318,50.5144,,61.9367,56.5821,41.7125,36.1133,70.8754,358.9988,77.5605,220.5402,44.8844,111.6661,51.4738,48.3642,72.3679,46.7839,132.7862,35.0014,68.1283,66.6566,,,,,-24.6051,58.0044,32.6226,,,57.141,,,,66.009,,5.5976,4.8254,109.5834,9.9438,10.6753,4.8,7.9026,2.6339,3.7486,2.169,3.0676,6.3768,5.5662,5.204,,4.5554,7.1597,6.4566,4.0577,4.9542,3.8652,2.2419,4.6288,4.0161,6.74,3.3371,4.4825,9.08,4.3906,8.2026,3.5503,6.7909,5.3745,,,,,-29.3543,2.8281,3.0252,,,4.6788,,,,4.4217,,71.0303,14.2089,142.6232,36.7203,8.0299,5.6874,3.6263,1.2118,1.5087,2.6355,1.7964,12.0932,10.1459,6.2075,,11.5464,7.3014,11.3777,6.9789,11.5324,11.4075,3.8889,22.2039,6.1657,6.7674,7.6009,7.5694,15.534,5.4757,11.2536,10.9499,11.0969,7.3532,,,,,9.1343,3.8682,4.1354,,,3.9965,,,,9.8228,
2015/1/26,0,0,5.9874,0.1912,0,0.5086,1.0158,0,-2.1288,1.7553,1.4254,1.6563,2.7412,0.9579,,1.0724,2.8881,0.7958,-0.5016,0.894,0,2.103,0,1.3995,1.7083,2.3583,2.1401,1.0774,1.0112,-0.0981,0.6711,2.3767,1.2003,,,,,0.9657,1.9608,7.1174,,,1.2718,,,,0.2119,,,,2.8154,1.1911,5.0363,1.601,1.6414,,2.3587,1.9413,1.3787,1.3351,4.8122,1.2089,,1.2941,5.5118,1.282,3.7077,2.6524,,2.1108,,3.0243,0.8568,2.0224,1.1488,2.9323,0.9582,1.1776,3.9434,4.1305,3.4948,,,,,2.3218,1.2644,4.7672,,,3.2583,,,,11.0691,,3746346329,2388373314,9047415072,2529322848,1879665066,24877847133,7553800000,2931975782,1135745111,2154619934,6767945650,15668249445,2106720816,4669290697,,8422105071,2594867020,24003254260,5957799073,4287797048,3017135297,3345408000,5655591470,2296436064,6111271800,4469706504,9345000000,3246173214,3144813512,2746107936,3427771875,2467630479,2177687746,,,,,6218128000,11711645912,7343243483,,,1210400000,,,,1910920000,,86.8495,44.7256,-93.7442,-35.1143,1095.4308,31.1023,41.4026,60.4544,-97.2567,32.0321,39.3386,58.0103,38.8688,50.9982,,62.6009,58.2162,42.0445,35.9322,71.5091,358.9988,79.1915,220.5402,45.5126,113.5737,52.6877,49.3992,73.1476,47.257,132.6559,35.2363,69.7475,67.4567,,,,,-24.8427,59.1418,34.9445,,,57.8677,,,,66.1489,,5.5976,4.8254,116.1445,9.9628,10.6753,4.8245,7.9829,2.6339,3.6688,2.2071,3.1113,6.4825,5.7188,5.2539,,4.6042,7.3665,6.508,4.0374,4.9985,3.8652,2.289,4.6288,4.0723,6.8551,3.4158,4.5785,9.1778,4.435,8.1946,3.5741,6.9523,5.439,,,,,-29.6378,2.8836,3.2405,,,4.7383,,,,4.431,,71.0303,14.2089,151.1626,36.7905,8.0299,5.7163,3.6631,1.2118,1.4766,2.6817,1.822,12.2935,10.4241,6.267,,11.6702,7.5122,11.4683,6.9439,11.6355,11.4075,3.9707,22.2039,6.252,6.883,7.7801,7.7314,15.7014,5.5311,11.2426,11.0234,11.3607,7.4415,,,,,9.2225,3.9441,4.4298,,,4.0474,,,,9.8436,
2015/1/27,0,0,0,-5.2163,-0.7051,-1.4507,0.9497,0,0,1.3477,-0.6486,-2.3422,-1.7787,0.8674,,1.0814,0.5263,0.7623,-0.5671,-0.6962,0,1.1364,0,-0.3117,-0.4522,-0.5158,1.0952,-1.5988,0.3337,0.0982,-0.3333,-0.1752,-1.0378,,,,,6.695,-3.3654,-1.794,,,-0.6609,,,,-1.5433,,,,,5.4149,3.8537,2.1638,1.7386,,1.3056,3.3808,1.5075,1.9026,3.8085,1.5583,,1.2127,7.6244,2.6047,3.2523,3.0295,,2.3736,,3.4299,0.5792,1.9938,1.3763,3.4875,1.1532,1.7233,4.3692,3.464,2.5147,,,,,4.3675,2.7687,3.5234,,,2.7458,,,,11.1868,,3746346329,2388373314,9047415072,2397386160,1866412433,24516933697,7625540000,2931975782,1135745111,2183657938,6724045462,15301274153,2069248016,4709794167,,8513182723,2608524214,24186235779,5924011933,4257945296,3017135297,3383424000,5655591470,2289278872,6083636850,4446650934,9447350000,3194272189,3155307884,2748805488,3416345969,2463306992,2155087576,,,,,6634432000,11317503982,7211504231,,,1202400000,,,,1881428000,,86.8495,44.7256,-93.7442,-33.2826,1087.7075,30.6511,41.7958,60.4544,-97.2567,32.4638,39.0834,56.6516,38.1775,51.4406,,63.2779,58.5226,42.365,35.7284,71.0112,358.9988,80.0914,220.5402,45.3707,113.0601,52.4159,49.9402,71.978,47.4147,132.7862,35.1189,69.6253,66.7566,,,,,-26.506,57.1514,34.3176,,,57.4852,,,,65.128,,5.5976,4.8254,116.1445,9.4431,10.6,4.7545,8.0587,2.6339,3.6688,2.2369,3.0911,6.3306,5.6171,5.2994,,4.654,7.4052,6.5576,4.0145,4.9637,3.8652,2.315,4.6288,4.0596,6.8241,3.3982,4.6286,9.0311,4.4498,8.2026,3.5622,6.9402,5.3826,,,,,-31.622,2.7866,3.1824,,,4.707,,,,4.3627,,71.0303,14.2089,151.1626,34.8714,7.9733,5.6334,3.6979,1.2118,1.4766,2.7179,1.8102,12.0056,10.2387,6.3213,,11.7964,7.5518,11.5557,6.9045,11.5545,11.4075,4.0158,22.2039,6.2325,6.8519,7.74,7.816,15.4503,5.5496,11.2536,10.9867,11.3408,7.3643,,,,,9.8399,3.8113,4.3503,,,4.0206,,,,9.6917,
2015/1/28,0,0,0,-0.3356,1.0651,-1.0613,-2.8777,0,0.1061,2.0213,0.6529,-2.6416,-0.9779,-1.6393,,-0.4845,-1.3089,-1.7563,0.3169,-0.7011,0,-0.9129,-7.4633,-1.0719,-0.292,-0.8987,-1.2718,-0.4924,-0.388,-0.6869,-2.9431,-1.5796,-0.5993,,,,,-2.1912,0.2714,1.8268,,,0.1331,,,,0,,,,,1.6817,4.7738,1.0891,1.3416,,1.0123,4.833,1.6699,1.4661,4.1207,1.1232,,1.3223,3.9635,1.2745,2.5793,2.1514,,2.0625,15.9427,2.5519,0.4984,1.6227,0.9511,2.2787,1.5659,1.9319,4.7777,2.1427,1.9551,,,,,2.3718,1.6427,3.7485,,,2.5672,,,,11.3309,,3746346329,2388373314,9047415072,2389341240,1886291382,24256740289,7406100000,2931975782,1136950145,2227795705,6767945650,14897069483,2049012704,4632584427,,8471940013,2574381227,23761457253,5942782566,4228093545,3017135297,3352536000,5233495989,2264739929,6065871525,4406687946,9327200000,3178544605,3143064450,2729922624,3315797994,2424395604,2142173194,,,,,6489056000,11348216340,7343243483,,,1204000000,,,,1881428000,,86.8495,44.7256,-93.7442,-33.171,1099.2925,30.3258,40.593,60.4544,-97.3599,33.12,39.3386,55.1551,37.8041,50.5973,,62.9713,57.7566,41.6209,35.8416,70.5134,358.9988,79.3603,204.0805,44.8844,112.7299,51.9448,49.3051,71.6236,47.2307,131.8741,34.0853,68.5255,66.3566,,,,,-25.9252,57.3065,34.9445,,,57.5617,,,,65.128,,5.5976,4.8254,116.1445,9.4114,10.7129,4.704,7.8268,2.6339,3.6726,2.2821,3.1113,6.1634,5.5621,5.2126,,4.6315,7.3083,6.4425,4.0272,4.9289,3.8652,2.2939,4.2833,4.0161,6.8042,3.3677,4.5697,8.9866,4.4325,8.1463,3.4574,6.8305,5.3503,,,,,-30.9291,2.7941,3.2405,,,4.7132,,,,4.3627,,71.0303,14.2089,151.1626,34.7544,8.0582,5.5736,3.5915,1.2118,1.4782,2.7728,1.822,11.6884,10.1385,6.2177,,11.7393,7.4529,11.3528,6.9264,11.4735,11.4075,3.9792,20.5467,6.1657,6.8318,7.6705,7.7166,15.3743,5.528,11.1763,10.6633,11.1616,7.3201,,,,,9.6243,3.8217,4.4298,,,4.026,,,,9.6917,
2015/1/29,0,0,0,1.2121,-0.1171,0.2076,0.8547,0,-0.371,0.7299,0.2162,-0.0357,1.8654,-1.5574,,-3.6511,-0.2653,-3.5754,-3.0322,-1.2195,0,0.0709,-3.5431,0.0451,0.0651,0.3139,-1.7176,1.9297,-3.6728,-0.9486,0,-1.605,0.1507,,,,,-0.611,10.0135,-1.7276,,,-2.2591,,,,0.4295,,,,,1.7877,3.3044,0.9116,1.2867,,1.2402,3.3875,1.0103,0.8565,4.417,0.7555,,0.9612,3.1533,1.7491,2.6663,1.7522,,1.6079,5.4679,2.539,1.1548,1.8288,0.8445,4.7653,1.8199,0.671,4.3636,1.8874,1.6598,,,,,3.0099,6.3307,1.5363,,,3.4747,,,,7.4705,,3746346329,2388373314,9047415072,2418302952,1884082610,24307100303,7469400000,2931975782,1132732524,2244056988,6782579046,14891751000,2087234960,4560437620,,8162619688,2567552630,22911900201,5762584485,4176531428,3017135297,3354912000,5048066761,2265762385,6069819375,4420521288,9167000000,3239882180,3027626357,2704026125,3315797994,2385484217,2145401789,,,,,6449408000,12484573592,7216383462,,,1176800000,,,,1889508000,,86.8495,44.7256,-93.7442,-33.573,1098.0053,30.3888,40.94,60.4544,-96.9988,33.3617,39.4236,55.1354,38.5093,49.8093,,60.6722,57.6034,40.1328,34.7549,69.6534,358.9988,79.4165,196.8497,44.9046,112.8033,52.1079,48.4583,73.0058,45.4961,130.6231,34.0853,67.4256,66.4566,,,,,-25.7668,63.0449,34.3408,,,56.2613,,,,65.4077,,5.5976,4.8254,116.1445,9.5255,10.7004,4.7138,7.8937,2.6339,3.659,2.2987,3.118,6.1612,5.6659,5.1314,,4.4624,7.2889,6.2121,3.9051,4.8688,3.8652,2.2955,4.1315,4.0179,6.8086,3.3782,4.4913,9.16,4.2697,8.069,3.4574,6.7209,5.3584,,,,,-30.7401,3.0739,3.1845,,,4.6067,,,,4.3814,,71.0303,14.2089,151.1626,35.1757,8.0487,5.5852,3.6222,1.2118,1.4727,2.793,1.8259,11.6843,10.3277,6.1209,,11.3107,7.4332,10.9469,6.7164,11.3336,11.4075,3.982,19.8187,6.1685,6.8363,7.6945,7.5841,15.671,5.325,11.0703,10.6633,10.9825,7.3312,,,,,9.5655,4.2044,4.3532,,,3.935,,,,9.7333,
