ÈÕÆÚ,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH
2016/1/13,-3.3801,-2.0522,-7.6142,-8.3303,-3.5714,-4.142,-9.9768,-2.8356,-4.4258,-10.0202,-5.9873,-4.0177,-5.7504,-6.2137,-7.0788,-2.6549,-3.5772,-4.6968,-9.0341,-3.7161,-4.3062,0,0.8102,-10.0058,,9.9961,,,-6.4171,-8.687,0,-6.7114,-2.6095,0.5136,-1.6736,-4.7954,-3.9667,,,-4.0182,,,,1.0478,2.4262,2.5523,2.1742,5.8071,3.9347,3.0556,2.742,1.9037,6.185,1.7661,1.1261,5.922,2.8391,4.0055,3.3325,0.8715,1.8979,2.3022,3.6655,2.6039,,3.8386,29.3032,,0.0644,,,1.4147,2.469,,1.518,1.1775,1.0894,0.5212,3.7304,3.4829,,,2.2904,,,,11172307612,5134623191,2610029331,4896373565,6338159700,2717140814,3648707644,2654293692,4109284030,5262374604,5271043141,5605283824,840000000,3140956187,1849540020,4789705105,22289224092,9624259859,1785632255,3603727005,1971931000,1246440000,1489602300,1241200000,,701500000,,,4446725038,30373227100,11689025049,5582303517,8497647400,11816605710,11845410000,1153803000,1469310000,,,2929288347,,,,21.1981,102.2783,-234.5021,44.4075,57.0013,42.6684,76.7425,63.2518,38.5533,46.7488,45.9024,38.4822,63.8306,67.1153,160.4795,116.749,35.2285,36.2836,48.6744,128.8294,26.6223,71.5631,83.9853,149.8181,,62.0563,,,146.0463,25.7437,30.4493,80.0689,24.6941,27.3198,24.9728,68.7124,69.4919,,,32.7095,,,,2.4286,3.3948,14.3141,5.3834,4.8146,4.0102,7.3483,2.385,3.6508,4.5715,3.9844,4.3051,5.4597,3.7649,1.9667,2.6121,7.0226,10.6641,5.8116,3.834,5.8138,6.2991,10.5632,10.5551,,5.083,,,2.2782,4.1508,2.7567,2.2184,2.3081,2.7114,4.6326,4.3214,8.8213,,,2.7785,,,,2.0794,2.4651,26.6501,4.661,4.9453,3.5265,3.4301,15.2029,5.2981,5.2394,5.7763,7.748,11.5405,18.6149,4.2509,7.5071,10.2904,10.5628,10.1611,7.2014,5.7841,11.772,19.5173,21.2859,,6.6917,,,0.7961,3.4559,3.5333,1.9741,2.5705,4.9647,3.387,11.9207,20.7134,,,1.5848,,,
2016/1/14,2.3762,3.0476,3.7363,6.205,3.6611,5.7613,5.1178,7.1471,5.0063,2.9246,5.0136,2.6371,4.4643,9.8665,4.9356,6.1039,4.8815,7.1117,7.7803,5.7577,4.2308,0,3.8547,-5.4625,,10.0143,,,4.1429,4.6478,2.3756,3.6871,1.3397,3.7271,5.4468,4.7764,3.5057,,,3.5545,,,,1.5223,2.2979,1.9509,2.6367,6.4309,4.0854,3.2825,3.513,2.5126,4.8379,2.5222,1.5176,7.8283,3.3084,4.159,3.1167,1.4326,2.6809,2.8391,4.8271,4.5827,,4.9382,33.6476,,0.3702,,,1.8128,2.2893,1.8969,2.0666,1.5973,0.8184,0.5863,4.3025,4.6571,,,2.3032,,,,11437788189,5291106946,2707546910,5200191781,6570208118,2873683906,3835441945,2843999018,4315005383,5416279823,5535309532,5753100015,877500000,3450859871,1940826330,5082063728,23377261530,10308705040,1924560165,3811217772,2055358850,1246440000,1547022600,1173400000,,771750000,,,4630946504,31784909405,11966715324,5788125859,8611491480,12257020230,12490606800,1208913000,1520820000,,,3033409970,,,,21.7019,105.3954,-243.2637,47.163,59.0882,45.1267,80.67,67.7725,40.4833,48.1161,48.2037,39.497,66.6802,73.7373,168.4001,123.8752,36.9482,38.864,52.4615,136.2469,27.7487,71.5631,87.2227,141.6343,,68.2707,,,152.0968,26.9402,31.1727,83.0211,25.025,28.338,26.333,71.9944,71.9281,,,33.8721,,,,2.4863,3.4983,14.8489,5.7174,4.9909,4.2413,7.7243,2.5555,3.8336,4.7052,4.1842,4.4187,5.7034,4.1364,2.0638,2.7716,7.3654,11.4225,6.2638,4.0547,6.0598,6.2991,10.9704,9.9786,,5.592,,,2.3725,4.3437,2.8222,2.3002,2.339,2.8124,4.8849,4.5278,9.1305,,,2.8773,,,,2.1288,2.5402,27.6458,4.9502,5.1264,3.7297,3.6057,16.2895,5.5634,5.3927,6.0659,7.9523,12.0557,20.4516,4.4607,7.9653,10.7927,11.314,10.9517,7.616,6.0289,11.772,20.2696,20.1231,,7.3618,,,0.8291,3.6166,3.6173,2.0469,2.6049,5.1498,3.5715,12.4901,21.4395,,,1.6412,,,
2016/1/15,-4.9001,-2.9575,-3.3369,-5.7671,-5.9548,-2.7237,-5.0088,-2.0567,-1.0727,-8.1967,-6.3871,-3.752,-6.9801,4.4252,-5.0102,0.3672,-5.6117,0.1747,-5.69,-7.2988,-6.0886,0,2.0206,-10.0051,,10.0097,,,-4.1152,-3.678,-6.0914,0.6938,-5.8546,-7.2443,-3.3091,0.0414,-6.0362,,,-4.1953,,,,1.2578,2.4531,2.1833,2.1245,4.7421,3.806,2.8128,5.0903,2.7874,3.9954,2.4397,1.3824,6.1304,5.3924,4.0005,4.6668,0.9949,3.2364,3.0698,4.5288,3.5118,,7.1766,22.2005,,0.2016,,,1.4352,1.8786,1.3349,2.6526,1.2622,1.064,0.4307,7.102,4.0091,,,2.4729,,,,10877329193,5134623191,2617199741,4900293800,6178963692,2795412360,3643333995,2785506543,4268718079,4972322460,5181763955,5537241450,816250000,3603566035,1843586565,5100724917,22065399248,10326716755,1815052283,3533043337,1930217075,1246440000,1578282300,1056000000,,849000000,,,4440372574,30615859996,11237778350,5828286316,8107324840,11369087730,12077277600,1209414000,1429020000,,,2906150208,,,,20.6385,102.2783,-235.1463,44.4431,55.5696,43.8975,76.6294,66.3786,40.0491,44.1721,45.1249,38.015,62.0258,77.0003,159.9629,124.3301,34.8747,38.9319,49.4764,126.3025,26.0592,71.5631,88.9851,127.4636,,75.1044,,,145.8377,25.9494,29.2739,83.5971,23.5599,26.2851,25.4616,72.0242,67.5864,,,32.4511,,,,2.3644,3.3948,14.3534,5.3877,4.6937,4.1257,7.3375,2.5029,3.7925,4.3196,3.9169,4.2529,5.3053,4.3194,1.9604,2.7817,6.9521,11.4425,5.9074,3.7588,5.6908,6.2991,11.192,8.9802,,6.1517,,,2.2749,4.1839,2.6503,2.3162,2.2021,2.6087,4.7233,4.5297,8.5794,,,2.7565,,,,2.0245,2.4651,26.7233,4.6648,4.8211,3.6281,3.4251,15.9544,5.5037,4.9506,5.6784,7.654,11.2143,21.3566,4.2372,7.9946,10.187,11.3338,10.3285,7.0601,5.6618,11.772,20.6792,18.1098,,8.0987,,,0.795,3.4836,3.3969,2.0611,2.4524,4.7767,3.4533,12.4953,20.1454,,,1.5723,,,
2016/1/18,1.2881,1.9048,3.1233,8,3.9301,3.7333,5.9735,3.7457,3.9759,2.0833,0,8.6017,3.5222,4.6946,3.6598,3.7805,5.1,4.186,4.9527,10.0032,3.0255,0,1.6716,10,,10.0118,,,1.5737,1.3689,1.0039,2.4978,0.3009,1.0622,1.0851,2.4441,1.5703,,,3.4236,,,,0.9416,1.9016,2.1097,2.6664,4.8917,3.6787,3.2431,2.9051,2.6287,2.9639,,1.6451,5.0102,4.8967,3.5846,2.3884,1.5369,2.6816,3.446,3.7123,2.9313,,6.3153,21.7604,,0.4132,,,1.2301,1.4324,1.5408,2.2076,1.0977,0.8714,0.4812,4.6657,4.0461,,,2.2458,,,,11017443942,5232425538,2698942418,5292317304,6421805060,2899774421,3860966778,2889844472,4438438195,5075912511,5181763955,6013538066,845000000,3772740510,1911059055,5293557200,23190740827,10758997921,1904946813,3886461676,1988616570,1246440000,1604664600,1161600000,,934000000,,,4510249681,31034953180,11350590025,5973867973,8131720000,11489846550,12208333200,1238973000,1451460000,,,3005644204,,,,20.9043,104.2265,-242.4906,47.9985,57.7536,45.5364,81.2069,68.865,41.6414,45.0924,45.1249,41.285,64.2105,80.6152,165.8173,129.0303,36.6534,40.5616,51.9268,138.9368,26.8476,71.5631,90.4726,140.21,,82.6237,,,148.1327,26.3046,29.5677,85.6853,23.6307,26.5643,25.7379,73.7846,68.6477,,,33.5621,,,,2.3949,3.4595,14.8017,5.8187,4.8782,4.2798,7.7758,2.5967,3.9433,4.4096,3.9169,4.6187,5.4922,4.5222,2.0322,2.8869,7.3067,11.9214,6.1999,4.1348,5.863,6.2991,11.3791,9.8782,,6.7676,,,2.3107,4.2412,2.6769,2.374,2.2087,2.6364,4.7745,4.6404,8.7141,,,2.8509,,,,2.0506,2.512,27.5579,5.0379,5.0106,3.7635,3.6297,16.552,5.7225,5.0538,5.6784,8.3123,11.6092,22.3592,4.3923,8.2968,10.7066,11.8082,10.8401,7.7664,5.8331,11.772,21.0249,19.9208,,8.9096,,,0.8075,3.5312,3.431,2.1126,2.4598,4.8274,3.4908,12.8007,20.4617,,,1.6261,,,
2016/1/19,3.8153,4.486,5.3135,2.8889,5.4622,7.1979,3.6882,2.8993,3.3604,5.481,0,6.6329,5.2959,2.4206,5.919,9.4007,3.0831,3.0692,5.9631,7.8909,3.4325,0,0.6908,10.0034,,10.0107,,,4.507,6.5387,4.4343,2.9412,3.6,4.575,3.5508,3.1945,4.0759,,,3.8491,,,,1.1913,2.5128,2.2221,2.364,5.5603,5.8397,3.6207,3.5011,2.8827,4.0043,,1.9378,6.3215,4.4362,4.4373,3.1032,1.1062,2.6844,3.9065,5.3271,3.8432,,6.065,25.5391,,0.44,,,1.7053,1.9786,1.9067,1.982,1.4054,1.0801,0.5114,5.4933,4.287,,,2.7247,,,,11437788189,5467151169,2842350623,5445206471,6772575924,3108498544,4003368475,2973630991,4587586176,5354125792,5181763955,6412407154,889750000,3864064784,2024174700,5791188899,23905736858,11089212701,2018540810,4193137590,2056875720,1246440000,1615749600,1277800000,,1027500000,,,4713528540,33064246494,11853903650,6149569972,8424461920,12015502590,12641824800,1278552000,1510620000,,,3121334897,,,,21.7019,108.902,-255.3753,49.3852,60.9082,48.8141,84.202,70.8616,43.0407,47.5639,45.1249,44.0233,67.611,82.5666,175.632,141.1601,37.7834,41.8065,55.0233,149.9002,27.7691,71.5631,91.0976,154.2358,,90.8949,,,154.8091,28.0246,30.8789,88.2054,24.4815,27.7796,26.6518,76.1416,71.4457,,,34.8539,,,,2.4863,3.6147,15.5882,5.9868,5.1446,4.5878,8.0625,2.672,4.0758,4.6512,3.9169,4.9251,5.783,4.6317,2.1524,3.1583,7.5319,12.2873,6.5696,4.461,6.0642,6.2991,11.4577,10.8664,,7.4451,,,2.4149,4.5185,2.7956,2.4439,2.2882,2.757,4.9441,4.7886,9.0693,,,2.9607,,,,2.1288,2.6247,29.0222,5.1835,5.2843,4.0344,3.7635,17.032,5.9148,5.3308,5.6784,8.8637,12.224,22.9004,4.6523,9.0768,11.0367,12.1707,11.4865,8.3792,6.0333,11.772,21.1701,21.9135,,9.8015,,,0.8439,3.7621,3.5832,2.1748,2.5483,5.0483,3.6148,13.2096,21.2957,,,1.6887,,,
2016/1/20,-1.8698,0.7156,0.4541,0.144,2.1514,-1.8585,-1.8121,1.5417,-2.13,-0.3317,0,-1.1343,1.0677,0.3874,-2.0588,-2.2556,-1.9246,-3.1402,-1.8219,-0.5982,-1.5118,0,-4.0889,10.0016,,10,,,-1.752,-2.4683,4.9048,-0.898,-2.8958,-2.483,-2.6316,0.627,-0.9453,,,-0.4448,,,,1.1092,3.3751,2.7664,2.6665,7.6535,4.3639,2.8752,4.5369,2.3192,3.8509,,1.149,7.4806,3.5223,4.8814,1.913,0.9221,2.2455,3.9013,4.2949,3.446,,4.5443,16.474,,0.5607,,,1.6163,1.6903,3.1263,1.8691,1.2075,0.904,0.3602,5.2622,4.2726,,,2.5834,,,,11223928835,5506272108,2855257362,5453046941,6918280745,3050726689,3930824214,3019476445,4489868534,5336367497,5181763955,6339672203,899250000,3879035977,1982500515,5660560578,23445652455,10740986206,1981765775,4168056289,2025779885,1246440000,1549683000,1405600000,,1130250000,,,4630946504,32248117661,12435317665,6094349344,8180510320,11717157270,12309145200,1286568000,1496340000,,,3107452014,,,,21.2961,109.6813,-256.535,49.4563,62.2185,47.9069,82.6761,71.9541,42.1239,47.4062,45.1249,43.524,68.3329,82.8865,172.0161,137.976,37.0563,40.4937,54.0208,149.0035,27.3493,71.5631,87.3727,169.6618,,99.9844,,,152.0968,27.3329,32.3934,87.4134,23.7725,27.0899,25.9505,76.619,70.7703,,,34.6989,,,,2.4398,3.6406,15.659,5.9954,5.2553,4.5026,7.9164,2.7132,3.989,4.6358,3.9169,4.8692,5.8448,4.6496,2.1081,3.087,7.387,11.9015,6.4499,4.4343,5.9726,6.2991,10.9892,11.9532,,8.1896,,,2.3725,4.407,2.9327,2.4219,2.222,2.6885,4.814,4.8186,8.9836,,,2.9475,,,,2.089,2.6435,29.154,5.1909,5.3979,3.9595,3.6953,17.2945,5.7888,5.3131,5.6784,8.7631,12.3546,22.9892,4.5565,8.872,10.8243,11.7885,11.2772,8.3291,5.9421,11.772,20.3045,24.1052,,10.7816,,,0.8291,3.6693,3.7589,2.1552,2.4745,4.9229,3.5196,13.2924,21.0944,,,1.6812,,,
2016/1/21,-4.5992,-5.5062,-6.6298,-4.3853,-3.7441,-6.7196,-6.8011,-2.0419,-6.071,-4.7698,0,-4.5152,-5.5046,-5.5191,-5.8058,-9.8901,-3.5269,-7.4902,-2.433,-10.0109,-2.6582,0,-1.073,-6.6591,,-9.9978,,,-4.5267,-5.6772,-7.0482,-6.2603,-3.5785,-4.0012,-4.4226,-6.8925,9.9864,,,-4.691,,,,1.1896,2.2187,2.4414,2.2616,7.2322,4.1242,2.7369,5.1202,2.0896,3.1954,,1.1096,6.8173,3.4862,3.4578,2.2415,1.0057,2.1082,3.6776,4.8247,3.0496,,10.7641,45.3199,,57.3227,,,1.3164,1.3004,2.035,1.7926,0.8497,0.6483,0.4556,4.4627,7.999,,,2.5115,,,,10707716602,5203084834,2665958531,5213912603,6659249953,2845729782,3663485178,2957822214,4217287741,5081831943,5181763955,6053424975,849750000,3664947924,1867400385,5100724917,22618744002,9936462924,1933549618,3750794636,1971931000,1246440000,1533055500,1312000000,,1017250000,,,4421315181,30417342172,11558857732,5712825003,7887768400,11248328910,11764760400,1197891000,1645770000,,,2961681741,,,,20.3166,103.642,-239.5271,47.2874,59.889,44.6877,77.0533,70.4849,39.5666,45.145,45.1249,41.5588,64.5715,78.3119,162.0291,124.3301,35.7493,37.4606,52.7065,134.0869,26.6223,71.5631,86.4352,158.3639,,89.9882,,,145.2117,25.7811,30.1103,81.941,22.9218,26.006,24.8028,71.338,77.8377,,,33.0712,,,,2.3276,3.4401,14.6208,5.7325,5.0585,4.2,7.378,2.6578,3.7468,4.4147,3.9169,4.6493,5.523,4.393,1.9857,2.7817,7.1265,11.01,6.293,3.9904,5.8138,6.2991,10.8713,11.1572,,7.3708,,,2.2651,4.1568,2.726,2.2703,2.1425,2.581,4.6011,4.4865,9.8807,,,2.8092,,,,1.993,2.4979,27.2211,4.9633,5.1958,3.6934,3.444,16.9414,5.4374,5.0597,5.6784,8.3675,11.6745,21.7204,4.292,7.9946,10.4425,10.9055,11.0028,7.4953,5.7841,11.772,20.0866,22.5001,,9.7037,,,0.7916,3.461,3.494,2.0203,2.386,4.726,3.364,12.3762,23.201,,,1.6024,,,
2016/1/22,1.1708,3.1955,2.9586,4.9624,4.1329,1.4407,3.2637,2.512,1.8293,1.6308,0,1.124,3.6187,2.1242,2.9756,1.4024,1.4294,1.2085,2.3669,1.3374,1.5,0,0.3326,10,,-7.2254,,,2.5862,1.0152,2.027,0.4394,1.2371,-0.7578,0.5998,3.3041,10.0093,,,2.8906,,,,0.881,1.8535,1.6791,1.9518,5.4625,3.8722,2.0953,3.9182,1.9739,2.6515,,0.9564,5.0868,2.1713,3.4945,2.1775,0.6886,1.6554,2.3006,3.2355,2.5113,,5.0346,26.7248,,41.6481,,,1.1641,1.0246,1.5691,1.5152,0.9336,0.6297,0.4282,3.7326,22.7096,,,1.8048,,,,10833082430,5369348823,2744833044,5472648116,6934470169,2886729164,3783048868,3032123467,4294433248,5164703984,5181763955,6121467349,880500000,3742798125,1922965965,5172259474,22942046555,10056541026,1979314106,3800957239,2001509965,1246440000,1538154600,1443200000,,943750000,,,4535659539,30726147676,11793158902,5737925288,7985349040,11163087390,11835328800,1237470000,1810500000,,,3047292854,,,,20.5545,106.9539,-246.6137,49.634,62.3641,45.3315,79.568,72.2555,40.2903,45.8812,45.1249,42.0259,66.9081,79.9754,166.8504,126.0737,36.2603,37.9133,53.954,135.8801,27.0217,71.5631,86.7227,174.2003,,83.4862,,,148.9672,26.0429,30.7206,82.3011,23.2054,25.8089,24.9515,73.6951,85.6287,,,34.0272,,,,2.3548,3.55,15.0534,6.0169,5.2676,4.2605,7.6188,2.7245,3.8153,4.4867,3.9169,4.7016,5.7229,4.4863,2.0448,2.8207,7.2283,11.1431,6.442,4.0438,5.901,6.2991,10.9075,12.2729,,6.8383,,,2.3237,4.199,2.7812,2.2803,2.169,2.5614,4.6287,4.6347,10.8697,,,2.8904,,,,2.0163,2.5777,28.0265,5.2096,5.4106,3.7466,3.5564,17.367,5.5369,5.1422,5.6784,8.4615,12.097,22.1818,4.4197,8.1067,10.5918,11.0373,11.2633,7.5955,5.8709,11.772,20.1534,24.7501,,9.0026,,,0.8121,3.4961,3.5648,2.0292,2.4155,4.6902,3.3842,12.7851,25.5233,,,1.6487,,,
2016/1/25,1.0892,0.5464,1.1494,-0.788,0.3891,8.0052,3.5156,-1.0949,0.5988,2.7507,9.9931,3.8712,1.2209,-0.04,1.6512,-4.7505,0.0813,0.7164,3.0553,7.0786,0.4168,0,0.3171,5.7788,,2.3046,,,2.1008,4.3073,2.9433,9.9738,1.0183,-0.1273,1.9591,0.7287,10,,,0.9112,,,,0.7269,1.6217,1.6419,1.2597,5.4387,5.963,2.0717,2.4063,1.6857,3.4282,0.4653,1.135,4.9793,1.7499,2.7085,2.9401,0.631,1.0493,3.0777,5.5105,2.2266,,3.789,52.8325,,28.9826,,,0.995,1.4331,1.6618,2.8553,0.9104,0.5543,0.3948,3.0616,11.7486,,,1.7038,,,,10951073798,5398689527,2776382849,5429525530,6961452544,3117816586,3916046680,2998925035,4320148417,5306770340,5699583234,6358442513,891250000,3741301006,1954717725,4926553822,22960698625,10128587887,2039788608,4070011201,2009852750,1246440000,1543032000,1526600000,,965500000,,,4630946504,32049599837,12140271747,6310211800,8066666240,11148880470,12067196400,1246488000,1991550000,,,3075058620,,,,20.7784,107.5383,-249.4484,49.2429,62.6068,48.9604,82.3653,71.4643,40.5316,47.1432,49.6343,43.6529,67.725,79.9434,169.6054,120.0846,36.2898,38.1849,55.6025,145.4985,27.1343,71.5631,86.9977,184.267,,85.4103,,,152.0968,27.1646,31.6248,90.5096,23.4417,25.776,25.4404,74.2321,94.1916,,,34.3372,,,,2.3805,3.5694,15.2264,5.9695,5.2881,4.6016,7.8867,2.6947,3.8382,4.6101,4.3083,4.8836,5.7928,4.4845,2.0786,2.6867,7.2342,11.2229,6.6388,4.33,5.9256,6.2991,10.9421,12.9822,,6.9959,,,2.3725,4.3799,2.8631,2.5077,2.191,2.5581,4.7193,4.6685,11.9566,,,2.9168,,,,2.0383,2.5918,28.3486,5.1685,5.4316,4.0465,3.6814,17.1768,5.57,5.2836,6.2459,8.7891,12.2447,22.1729,4.4927,7.7216,10.6004,11.1164,11.6074,8.1332,5.8954,11.772,20.2173,26.1803,,9.2101,,,0.8291,3.6467,3.6697,2.2316,2.4401,4.6842,3.4505,12.8783,28.0756,,,1.6637,,,
2016/1/26,-9.8316,-9.6014,-9.8657,-9.9278,-10,-4.3634,-9.777,-10.0158,-9.7619,-9.9833,0.8145,-10,-9.5372,-10.004,-9.9492,-9.9747,-9.5586,-10.0178,-10.016,-10,-2.9057,0,-10,-9.9961,,-9.9948,,,-4.2524,-7.5017,-9.9357,-7.7963,-9.1734,-10.0032,-10.0251,-10.008,-9.936,,,-9.7065,,,,1.3798,2.1288,1.9587,1.9695,5.7338,9.2866,2.3443,2.8755,2.2028,3.4502,7.4085,0.9974,6.2725,1.8778,3.3997,3.6568,1.204,2.0663,2.8624,4.6454,7.6519,,5.0773,26.5763,,24.6607,,,3.0091,1.6371,2.0971,2.8534,1.0621,0.9526,0.501,4.122,26.8964,,,2.5805,,,,9874402569,4880337090,2502473177,4890493212,6265307289,2981773184,3533174191,2698558268,3898419643,4776981221,5746008411,5722598261,806250000,3367021193,1760238195,4435142519,20765971679,9113927927,1835482858,3663010081,1951453255,1246440000,1388728800,1374000000,,869000000,,,4434020109,29645328411,10934054611,5818246202,7326679720,10033637250,10857452400,1121739000,1793670000,,,2776576632,,,,18.7355,97.2131,-224.8385,44.3542,56.3461,46.824,74.3125,64.3066,36.5749,42.4368,50.0386,39.2876,61.266,71.9458,152.731,108.1065,32.821,34.3596,50.0333,130.9487,26.3459,71.5631,78.2979,165.8476,,76.8737,,,145.629,25.1268,28.4827,83.4531,21.2913,23.1976,22.89,66.8029,84.8327,,,31.0042,,,,2.1464,3.2267,13.7242,5.3769,4.7593,4.4008,7.1156,2.4248,3.4635,4.1499,4.3434,4.3953,5.2403,4.0359,1.8718,2.4188,6.5427,10.0986,5.9738,3.897,5.7534,6.2991,9.8479,11.6844,,6.2967,,,2.2717,4.0513,2.5786,2.3122,1.99,2.3022,4.2462,4.2013,10.7686,,,2.6336,,,,1.8379,2.343,25.5518,4.6554,4.8885,3.87,3.3215,15.4564,5.0263,4.7561,6.2967,7.9102,11.0769,19.9547,4.0457,6.9514,9.5871,10.0027,10.4448,7.3198,5.7241,11.772,18.1956,23.5633,,8.2895,,,0.7939,3.3731,3.3051,2.0576,2.2163,4.2156,3.1046,11.5894,25.286,,,1.5022,,,
2016/1/27,-2.6886,0.8016,-3.2092,-3.006,-0.646,10,0,-5.2724,-1.3193,-2.7881,-4.4748,-4.264,2.3256,10.0044,-1.9166,-7.2931,0.1796,-2.1739,-2.2707,-2.8945,-2.876,0,-6.6252,-6.8413,,-2.4741,,,-1.7192,-0.2976,0.5556,3.1924,-0.8879,-2.0531,-3.8997,-2.2331,3.8385,,,0.1667,,,,1.3981,2.1601,2.5876,1.7873,4.933,10.5166,2.6567,3.7445,2.2377,3.2665,4.286,1.8956,7.1217,4.407,3.6246,4.2757,1.1258,2.1486,3.2584,4.0618,5.3961,,7.7232,33.0064,,21.6031,,,1.8402,1.6162,1.4988,2.0786,0.9523,1.1942,0.4335,4.1599,21.6324,,,2.3282,,,,9608921992,4919458029,2422164582,4743484398,6224833728,3279950502,3533174191,2556279273,3846989305,4643794012,5488884355,5478584231,825000000,3703873025,1726501950,4111681915,20803275819,8915799059,1793804485,3556984579,1895329065,1246440000,1296723300,1280000000,,847500000,,,4357790537,29557098267,10994799359,6003988316,7261625960,9827636910,10434042000,1096689000,1862520000,,,2781204260,,,,18.2318,97.9924,-217.6231,43.0209,55.9821,51.5064,74.3125,60.9161,36.0924,41.2536,47.7994,37.6123,62.6907,79.1436,149.8038,100.2222,32.8799,33.6127,48.8972,127.1584,25.5882,71.5631,73.1106,154.5014,,74.9717,,,143.1254,25.052,28.6409,86.1173,21.1023,22.7213,21.9973,65.3111,88.0891,,,31.0559,,,,2.0887,3.2526,13.2838,5.2153,4.7285,4.8409,7.1156,2.297,3.4178,4.0342,4.1491,4.2078,5.3622,4.4397,1.8359,2.2423,6.5545,9.8791,5.8382,3.7842,5.588,6.2991,9.1954,10.8851,,6.1409,,,2.2326,4.0393,2.593,2.386,1.9724,2.255,4.0806,4.1075,11.182,,,2.638,,,,1.7885,2.3618,24.7318,4.5155,4.8569,4.257,3.3215,14.6415,4.96,4.6235,6.015,7.5729,11.3345,21.9511,3.9681,6.4444,9.6043,9.7853,10.2076,7.108,5.5594,11.772,16.9901,21.9513,,8.0844,,,0.7802,3.3631,3.3235,2.1233,2.1966,4.1291,2.9835,11.3306,26.2566,,,1.5047,,,
