ÈÕÆÚ,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH
2014/3/28,1.8727,0,-3.9604,-1.8428,-7.3221,-2.6482,-1.6461,-7.0175,-2.2333,-1.5888,-1.7843,-3.7908,-5.8923,-3.1008,0.9363,,,,,,,,,,-4.1565,,-0.9862,0.9554,-1.5504,0.991,,,,,,,,4.221,,1.4018,1.83,2.4545,0.922,0.3986,7.7216,7.8301,1.3824,0.5771,1.3463,2.7023,3.432,3.1148,,,,,,,,,,1.3501,,1.2677,0.7862,1.6553,1.0288,,,,,,,,3497110854,1860242034,2164313058,2576153306,5440240292,9912480000,2491603680,2947688917,1982520973,3792362441,1413906147,3669952000,1162720000,525000000,6591104000,,,,,,,,,,2848532919,,1834990720,4554453621,2787578404,1897853000,,,,,,,,-3.1492,572.0615,29.9374,14.7661,42.2122,20.7911,26.3233,99.801,47.0892,43.2644,38.1719,30.4656,51.6548,86.3609,22.0934,,,,,,,,,,34.3787,,35.227,19.9826,261.843,17.7415,,,,,,,,3.2436,5.9117,2.6559,1.7555,4.6121,3.3817,2.6017,5.8003,1.9355,3.8351,2.6315,3.7537,1.2686,2.8311,4.1306,,,,,,,,,,3.1209,,13.2871,1.2456,6.4874,5.2307,,,,,,,,1.2509,2.5581,3.4052,1.6082,5.9236,4.6396,1.0203,6.8901,2.5324,5.7681,5.5211,3.7513,1.8947,3.0937,2.968,,,,,,,,,,2.4398,,134.2592,0.528,1.4539,6.9194,,,,,,,
2014/3/31,-2.2059,0,-0.2062,0.6258,-4.9724,0.2591,-0.9763,0.8521,-2.2843,5.698,0.316,1.2469,-2.5939,-2.32,-1.5837,,,,,,,,,,-1.4456,,-2.7888,-1.5773,-2.2497,-2.0071,,,,,,,,2.2986,,0.649,0.7552,1.5569,0.6159,0.3542,5.4022,3.9125,5.0552,1.681,0.9769,1.6768,2.1742,2.9901,,,,,,,,,,0.7501,,0.8628,0.4573,0.9784,0.8783,,,,,,,,3419968703,1860242034,2159850557,2592274416,5169731106,9938160000,2467278400,2972806169,1937234961,4008451469,1418373465,3715712000,1132560000,512820000,6486720000,,,,,,,,,,2807355147,,1783815680,4482616813,2724865729,1859760500,,,,,,,,-3.0797,572.0615,29.8757,14.8585,40.1132,20.845,26.0663,100.6514,46.0135,45.7296,38.2925,30.8455,50.3149,84.3574,21.7435,,,,,,,,,,33.8817,,34.2445,19.6674,255.9523,17.3854,,,,,,,,3.172,5.9117,2.6504,1.7664,4.3827,3.3905,2.5763,5.8497,1.8913,4.0536,2.6399,3.8005,1.2357,2.7654,4.0652,,,,,,,,,,3.0758,,12.9165,1.226,6.3415,5.1257,,,,,,,,1.2233,2.5581,3.3982,1.6183,5.629,4.6516,1.0103,6.9488,2.4746,6.0968,5.5385,3.7981,1.8456,3.0219,2.921,,,,,,,,,,2.4046,,130.5149,0.5197,1.4212,6.7805,,,,,,,
2014/4/1,-3.0075,0,2.2727,1.6169,0.407,1.5504,1.6901,3.1382,0,2.1114,-1.4961,1.8227,3.9486,3.6855,9.1954,,,,,,,,,,-0.6903,,1.2295,1.6026,1.7261,1.0924,,,,,,,,2.3011,,1.3299,0.7673,0.644,0.5553,0.4239,5.8199,2.4968,2.9583,1.1055,0.6396,1.3144,1.9116,3.9702,,,,,,,,,,1.8604,,0.4737,0.4357,0.6757,1.118,,,,,,,,3317112502,1860242034,2208938069,2634189300,5190770710,10092240000,2508978880,3066098819,1937234961,4093086339,1397153705,3783436800,1177280000,531720000,7083200000,,,,,,,,,,2787977372,,1805747840,4554453621,2771900235,1880076500,,,,,,,,-2.9871,572.0615,30.5547,15.0988,40.2765,21.1682,26.5068,103.8101,46.0135,46.6952,37.7196,31.4077,52.3017,87.4663,23.7429,,,,,,,,,,33.6478,,34.6656,19.9826,260.3703,17.5753,,,,,,,,3.0766,5.9117,2.7107,1.795,4.4006,3.443,2.6198,6.0333,1.8913,4.1392,2.6004,3.8697,1.2845,2.8673,4.439,,,,,,,,,,3.0545,,13.0753,1.2456,6.451,5.1817,,,,,,,,1.1865,2.5581,3.4754,1.6444,5.6519,4.7237,1.0274,7.1669,2.4746,6.2255,5.4557,3.8673,1.9184,3.1333,3.1896,,,,,,,,,,2.388,,132.1196,0.528,1.4457,6.8546,,,,,,,
2014/4/2,-1.5504,0,-1.4141,0,-1.4476,-3.3079,-1.108,-1.3458,2.2078,-1.5398,3.4373,-2.4673,-1.4134,-0.9479,0.9684,,,,,,,,,,0.3475,,-0.8097,0.3155,-0.5656,1.2607,,,,,,,,1.3022,,0.7607,0.5572,0.6688,0.5408,0.4322,6.198,4.1557,3.1187,1.6123,0.8458,0.7228,1.4656,3.2056,,,,,,,,,,0.897,,0.7079,0.5714,0.7252,0.6358,,,,,,,,3265684401,1860242034,2177700561,2634189300,5115629269,9758400000,2481178560,3024834762,1980005084,4030060372,1445177373,3690086400,1160640000,526680000,7151795200,,,,,,,,,,2797666260,,1791126400,4568820982,2756222066,1903778500,,,,,,,,-2.9408,572.0615,30.1226,15.0988,39.6935,20.4679,26.2131,102.413,47.0294,45.9762,39.0161,30.6327,51.5624,86.6373,23.9728,,,,,,,,,,33.7648,,34.3849,20.0456,258.8976,17.7969,,,,,,,,3.0289,5.9117,2.6723,1.795,4.3369,3.3291,2.5908,5.9521,1.933,4.0754,2.6897,3.7743,1.2663,2.8401,4.482,,,,,,,,,,3.0652,,12.9695,1.2495,6.4145,5.247,,,,,,,,1.1681,2.5581,3.4263,1.6444,5.5701,4.5674,1.016,7.0704,2.5292,6.1296,5.6432,3.7719,1.8913,3.1036,3.2205,,,,,,,,,,2.3963,,131.0498,0.5297,1.4375,6.941,,,,,,,
2014/4/3,-0.3937,0,0.6148,0.4896,5.5229,4.0132,4.902,10.0237,-2.7954,-0.2234,0.1546,0.496,0.448,2.2329,-1.9183,,,,,,,,,,0.6926,,-0.8163,-1.2579,1.0239,0.578,,,,,,,,0.8666,,0.7883,0.6818,1.8619,0.8123,0.9692,9.7607,2.7717,2.1176,0.7305,0.5551,0.9271,2.3068,2.3415,,,,,,,,,,0.8171,,0.6173,0.4058,0.7752,0.9313,,,,,,,,3252827376,1860242034,2191088065,2647086188,5398161086,10150020000,2602804960,3328035874,1924655513,4021056663,1447411032,3708390400,1165840000,538440000,7014604800,,,,,,,,,,2817044035,,1776504960,4511351536,2784442770,1914783000,,,,,,,,-2.9292,572.0615,30.3078,15.1727,41.8857,21.2893,27.4981,112.6786,45.7148,45.8735,39.0764,30.7847,51.7934,88.5718,23.513,,,,,,,,,,33.9986,,34.1042,19.7935,261.5485,17.8997,,,,,,,,3.017,5.9117,2.6888,1.8038,4.5764,3.4627,2.7178,6.5487,1.879,4.0663,2.6939,3.793,1.272,2.9035,4.396,,,,,,,,,,3.0864,,12.8636,1.2338,6.4801,5.2774,,,,,,,,1.1635,2.5581,3.4474,1.6525,5.8777,4.7507,1.0658,7.7791,2.4585,6.1159,5.6519,3.7906,1.8998,3.1729,3.1587,,,,,,,,,,2.4129,,129.98,0.523,1.4522,6.9811,,,,,,,
2014/4/4,0.7905,0,0.2037,0.8526,0.4054,1.8343,1.7356,7.1159,-0.2614,-0.9404,-0.9259,1.4808,0.2676,0.312,-0.4252,,,,,,,,,,0.7739,,2.0576,1.9108,0.6757,-0.4863,,,,,,,,0.7162,,0.7037,0.6011,1.1441,0.5335,1.2061,19.3988,1.9204,1.2227,0.7546,0.5128,0.8994,1.8262,2.2725,,,,,,,,,,0.7199,,0.734,0.6766,0.683,0.6513,,,,,,,,3278541426,1860242034,2195550566,2669655741,5359688662,10336200000,2647980480,3564855678,1919623734,3983241083,1434009078,3763302400,1168960000,540120000,6984780800,,,,,,,,,,2838844032,,1813058560,4597555706,2803256573,1905471500,,,,,,,,-2.9524,572.0615,30.3695,15.302,41.5872,21.6799,27.9753,120.6967,45.5952,45.442,38.7146,31.2405,51.932,88.8481,23.413,,,,,,,,,,34.2617,,34.8059,20.1717,263.3157,17.8127,,,,,,,,3.0408,5.9117,2.6943,1.8192,4.5438,3.5262,2.7649,7.0147,1.8741,4.0281,2.669,3.8491,1.2754,2.9126,4.3773,,,,,,,,,,3.1103,,13.1283,1.2574,6.5239,5.2517,,,,,,,,1.1727,2.5581,3.4544,1.6666,5.8359,4.8379,1.0843,8.3327,2.4521,6.0584,5.5996,3.8467,1.9049,3.1828,3.1452,,,,,,,,,,2.4315,,132.6545,0.533,1.4621,6.9472,,,,,,,
2014/4/8,-0.7843,0,1.4228,0.9662,0.0673,-0.6211,-0.7874,-1.3588,0.1311,-0.2712,0.4673,-1.751,1.4235,8.6314,-0.8753,,,,,,,,,,1.9625,,-1.2097,1.25,1.7897,2.6211,,,,,,,,1.0025,,1.4135,1.0729,0.5334,0.4955,0.7817,13.5911,1.5342,1.6494,0.89,1.4294,1.2711,17.169,1.8878,,,,,,,,,,1.3202,,1.2087,0.8286,1.1804,2.2278,,,,,,,,3252827376,1860242034,2226788074,2695449517,5363295451,10272000000,2627130240,3516415263,1922139624,3972436631,1440710055,3697408000,1185600000,586740000,6923641600,,,,,,,,,,2894555135,,1791126400,4655025152,2853426713,1955415000,,,,,,,,-2.9292,572.0615,30.8016,15.4499,41.6152,21.5452,27.7551,119.0566,45.655,45.3188,38.8955,30.6935,52.6713,96.517,23.2081,,,,,,,,,,34.9341,,34.3849,20.4238,268.0283,18.2796,,,,,,,,3.017,5.9117,2.7326,1.8367,4.5468,3.5043,2.7432,6.9194,1.8765,4.0172,2.6814,3.7817,1.2935,3.164,4.339,,,,,,,,,,3.1713,,12.9695,1.2731,6.6407,5.3894,,,,,,,,1.1635,2.5581,3.5035,1.6827,5.8398,4.8078,1.0758,8.2195,2.4553,6.042,5.6257,3.7794,1.932,3.4575,3.1177,,,,,,,,,,2.4792,,131.0498,0.5396,1.4882,7.1293,,,,,,,
2014/4/9,0.3953,0,0.2004,0.8373,4.3712,0.8125,1.8519,3.4694,1.9634,7.7063,0.0775,0.8416,0.614,2.7201,0.5384,,,,,,,,,,-0.1674,,3.4694,-1.2346,-0.1099,3.6364,,,,,,,,1.0235,,1.2094,1.3573,1.1278,0.4862,0.7478,15.438,2.3487,3.7191,1.4785,1.614,0.8152,16.8278,2.5466,,,,,,,,,,0.9311,,2.2247,0.4991,0.9167,3.3575,,,,,,,,3265684401,1860242034,2231250575,2718019070,5597736745,10355460000,2675780800,3638413344,1959877967,4278562754,1441826885,3728524800,1192880000,602700000,6960921600,,,,,,,,,,2889710691,,1853267520,4597555706,2850291079,2026521000,,,,,,,,-2.9408,572.0615,30.8633,15.5793,43.4342,21.7203,28.2691,123.1872,46.5514,48.8112,38.9257,30.9518,52.9947,99.1423,23.333,,,,,,,,,,34.8756,,35.5778,20.1717,267.7337,18.9443,,,,,,,,3.0289,5.9117,2.7381,1.8521,4.7456,3.5328,2.794,7.1595,1.9134,4.3267,2.6835,3.8136,1.3015,3.2501,4.3623,,,,,,,,,,3.166,,13.4194,1.2574,6.6334,5.5853,,,,,,,,1.1681,2.5581,3.5105,1.6968,6.0951,4.8469,1.0957,8.5046,2.5035,6.5076,5.6301,3.8112,1.9438,3.5515,3.1345,,,,,,,,,,2.4751,,135.5965,0.533,1.4866,7.3885,,,,,,,
2014/4/10,1.1811,0,-0.2,-0.123,4.3814,3.8438,-0.3896,2.3176,-2.0539,-2.3569,1.1619,2.7,-0.0872,-1.0453,0.5141,,,,,,,,,,-3.1014,,1.5779,0,-0.22,3.5505,,,,,,,,1.6421,,1.6744,1.5106,1.3665,0.9077,0.6952,17.8668,3.3401,2.7504,1.647,2.0512,1.6266,11.6296,3.3544,,,,,,,,,,3.6855,,2.1897,0.6223,1.1124,2.9183,,,,,,,,3304255476,1860242034,2226788074,2618068191,5842998407,10753500000,2665355680,3722735547,1919623734,4177721208,1458579327,3829196800,1191840000,596400000,6996710400,,,,,,,,,,2800088482,,1882510400,4597555706,2844019811,2098473500,,,,,,,,-2.9755,572.0615,30.8016,15.0064,45.3373,22.5551,28.1589,126.0421,45.5952,47.6607,39.3779,31.7875,52.9485,98.106,23.453,,,,,,,,,,33.794,,36.1392,20.1717,267.1447,19.6169,,,,,,,,3.0647,5.9117,2.7326,1.784,4.9535,3.6686,2.7831,7.3254,1.8741,4.2248,2.7147,3.9165,1.3003,3.2161,4.3848,,,,,,,,,,3.0678,,13.6312,1.2574,6.6188,5.7836,,,,,,,,1.1819,2.5581,3.5035,1.6344,6.3621,5.0332,1.0914,8.7017,2.4521,6.3542,5.6955,3.9141,1.9422,3.5144,3.1506,,,,,,,,,,2.3983,,137.7361,0.533,1.4833,7.6509,,,,,,,
2014/4/11,-1.9455,0,1.4028,0,-0.6173,-2.3881,0.6519,2.6988,-3.5387,-0.0431,-0.3828,-3.0593,-1.5707,0.3521,2.7494,,,,,,,,,,-1.2976,,-0.5825,0,-0.6615,-1.0891,,,,,,,,1.2582,,1.253,0.7651,0.8877,0.5797,0.5577,15.1433,2.5375,1.5797,0.8455,1.7792,1.2441,7.3407,3.0878,,,,,,,,,,1.548,,2.1152,0.4603,0.8489,1.0887,,,,,,,,3239970350,1860242034,2258025582,2618068191,5806930515,10496700000,2682730880,3823204554,1851694716,4175920466,1452995180,3712051200,1173120000,598500000,7812792075,,,,,,,,,,2763755154,,1871544320,4597555706,2825206009,2075618000,,,,,,,,-2.9176,572.0615,31.2337,15.0064,45.0574,22.0165,28.3425,129.4437,43.9818,47.6402,39.2272,30.8151,52.1169,98.4515,24.0978,,,,,,,,,,33.3555,,35.9287,20.1717,265.3774,19.4032,,,,,,,,3.0051,5.9117,2.7709,1.784,4.9229,3.581,2.8012,7.5231,1.8077,4.2229,2.7043,3.7967,1.2799,3.2274,4.5053,,,,,,,,,,3.028,,13.5518,1.2574,6.575,5.7207,,,,,,,,1.1589,2.5581,3.5527,1.6344,6.3228,4.913,1.0985,8.9366,2.3653,6.3515,5.6737,3.7944,1.9116,3.5268,3.2372,,,,,,,,,,2.3672,,136.9337,0.533,1.4735,7.5675,,,,,,,
2014/4/14,0.3968,0,-0.3953,0.7389,0.1242,-3.0581,-0.5181,-1.3609,0.8152,0.345,0.8455,-3.501,0.3546,3.1579,-0.8919,,,,,,,,,,0.4382,,-0.5859,-0.625,3.1077,0.8972,,,,,,,,0.6381,,1.2197,0.7868,0.6084,1.1748,0.53,9.6422,1.4374,1.6726,1.2108,3.6463,1.4105,8.44,2.1299,,,,,,,,,,1.1255,,0.9697,0.4118,2.3416,0.8172,,,,,,,,3252827376,1860242034,2249100580,2637413522,5814144094,10175700000,2668830720,3771175961,1866790054,4190326401,1465280304,3582092800,1177280000,617400000,7743107350,,,,,,,,,,2775866263,,1860578240,4568820982,2913003754,2094241000,,,,,,,,-2.9292,572.0615,31.1102,15.1172,45.1134,21.3432,28.1956,127.6822,44.3403,47.8045,39.5589,29.7362,52.3017,101.5605,23.8829,,,,,,,,,,33.5017,,35.7182,20.0456,273.6245,19.5773,,,,,,,,3.017,5.9117,2.76,1.7972,4.9291,3.4715,2.7867,7.4207,1.8225,4.2375,2.7272,3.6638,1.2845,3.3293,4.4651,,,,,,,,,,3.0413,,13.4724,1.2495,6.7793,5.772,,,,,,,,1.1635,2.5581,3.5386,1.6464,6.3307,4.7628,1.0929,8.8149,2.3846,6.3734,5.7217,3.6615,1.9184,3.6382,3.2084,,,,,,,,,,2.3776,,136.1314,0.5297,1.5193,7.6354,,,,,,,
2014/4/15,0,0,0,-1.2225,-0.7444,-5.8675,-0.651,1.9981,-0.6739,-0.9454,-1.5244,-4.4456,-0.7067,-3.3333,-0.6279,,,,,,,,,,-0.0873,,-0.5894,-0.6289,-1.3994,-2.9911,,,,,,,,0.896,,1.3439,0.7699,1.3016,3.1877,0.3512,15.9819,1.2543,1.4594,0.7224,4.5701,1.0879,6.5946,1.8189,,,,,,,,,,0.8589,,1.1248,0.3619,1.2261,1.2511,,,,,,,,3252827376,1860242034,2249100580,2605171303,5770862624,9578640000,2651455520,3846527716,1854210606,4150710080,1442943714,3422848000,1168960000,596820000,7694490100,,,,,,,,,,2773444041,,1849612160,4540086259,2872240515,2031600000,,,,,,,,-2.9292,572.0615,31.1102,14.9324,44.7776,20.0909,28.0121,130.2334,44.0415,47.3526,38.9558,28.4143,51.932,98.1751,23.7329,,,,,,,,,,33.4724,,35.5076,19.9195,269.7955,18.9918,,,,,,,,3.017,5.9117,2.76,1.7752,4.8924,3.2678,2.7686,7.569,1.8102,4.1974,2.6856,3.5009,1.2754,3.2184,4.4371,,,,,,,,,,3.0386,,13.3929,1.2417,6.6845,5.5993,,,,,,,,1.1635,2.5581,3.5386,1.6263,6.2836,4.4833,1.0857,8.9911,2.3685,6.3131,5.6345,3.4987,1.9049,3.5169,3.1882,,,,,,,,,,2.3755,,135.329,0.5263,1.498,7.4071,,,,,,,
2014/4/16,0.3953,0,-1.1905,0.1238,0.3125,2.681,-1.7038,4.5709,0.2714,-1.5184,0.387,-0.4278,0.9786,-0.9148,-2.3378,,,,,,,,,,-1.31,,0.9881,1.5823,-0.1092,-0.375,,,,,,,,0.6673,,0.9004,0.7489,0.933,1.5319,0.55,16.6826,0.9725,1.0753,0.484,2.7255,1.0675,4.1026,1.7225,,,,,,,,,,1.402,,0.8225,0.6326,0.6704,1.0289,,,,,,,,3265684401,1860242034,2222325573,2608395525,5788896570,9835440000,2606280000,4022348480,1859242385,4087684113,1448527862,3408204800,1180400000,591360000,7514606275,,,,,,,,,,2737110713,,1867888960,4611923067,2869104881,2023981500,,,,,,,,-2.9408,572.0615,30.7398,14.9509,44.9175,20.6295,27.5348,136.1862,44.1611,46.6336,39.1066,28.2927,52.4403,97.277,23.1781,,,,,,,,,,33.0339,,35.8585,20.2347,269.501,18.9205,,,,,,,,3.0289,5.9117,2.7271,1.7774,4.9077,3.3554,2.7214,7.9149,1.8151,4.1337,2.696,3.4859,1.2879,3.1889,4.3334,,,,,,,,,,2.9988,,13.5253,1.2613,6.6772,5.5783,,,,,,,,1.1681,2.5581,3.4965,1.6283,6.3032,4.6035,1.0672,9.4021,2.3749,6.2173,5.6563,3.4838,1.9235,3.4847,3.1137,,,,,,,,,,2.3444,,136.6663,0.5346,1.4964,7.3793,,,,,,,
2014/4/17,-0.7874,0,2.6104,0.1236,-2.3053,-2.4151,0.6667,-3.033,0.6766,0.0881,0.3084,-2.0945,0.6167,-0.3551,0.9705,,,,,,,,,,0.6195,,-0.5871,-0.6231,0,0.0836,,,,,,,,0.6266,,2.2322,0.9367,1.5523,1.5124,0.463,12.0973,0.8826,1.3356,0.5454,2.7364,0.8415,2.936,1.3154,,,,,,,,,,0.6453,,1.0381,0.3749,0.9523,0.7548,,,,,,,,3239970350,1860242034,2280338088,2611619747,5655445372,9597900000,2623655200,3900350399,1871821833,4091285597,1452995180,3336819200,1187680000,589260000,7587532150,,,,,,,,,,2754066266,,1856922880,4583188344,2869104881,2025674500,,,,,,,,-2.9176,572.0615,31.5423,14.9694,43.882,20.1313,27.7184,132.0557,44.4598,46.6746,39.2272,27.7001,52.7637,96.9315,23.403,,,,,,,,,,33.2386,,35.648,20.1087,269.501,18.9364,,,,,,,,3.0051,5.9117,2.7983,1.7796,4.7945,3.2744,2.7395,7.6749,1.8274,4.1373,2.7043,3.4129,1.2958,3.1776,4.3754,,,,,,,,,,3.0174,,13.4459,1.2535,6.6772,5.583,,,,,,,,1.1589,2.5581,3.5878,1.6303,6.1579,4.4923,1.0744,9.1169,2.391,6.2228,5.6737,3.4108,1.9354,3.4724,3.1439,,,,,,,,,,2.3589,,135.8639,0.5313,1.4964,7.3854,,,,,,,
2014/4/18,-0.7937,0,-0.3914,0.2469,-0.7015,0.9365,-0.2649,1.104,4.1667,2.6408,0.0769,0.384,1.7513,-1.7106,-0.0214,,,,,,,,,,-0.9675,,0.7874,-0.3135,0.5464,1.0447,,,,,,,,0.5922,,1.2007,0.5572,0.5195,0.9431,0.3247,11.1018,3.6264,1.338,0.5171,2.546,1.7715,3.355,0.849,,,,,,,,,,1.2662,,1.0363,0.3782,0.994,0.5748,,,,,,,,3214256300,1860242034,2271413085,2618068191,5615770691,9687780000,2616705120,3943408545,1949814409,4199330111,1454112009,3349632000,1208480000,579180000,7585911575,,,,,,,,,,2727421826,,1871544320,4568820982,2884783050,2046837000,,,,,,,,-2.8945,572.0615,31.4188,15.0064,43.5742,20.3198,27.6449,133.5135,46.3123,47.9073,39.2573,27.8065,53.6877,95.2734,23.398,,,,,,,,,,32.917,,35.9287,20.0456,270.9736,19.1342,,,,,,,,2.9812,5.9117,2.7873,1.784,4.7609,3.305,2.7323,7.7596,1.9035,4.2466,2.7064,3.426,1.3185,3.1232,4.3745,,,,,,,,,,2.9882,,13.5518,1.2495,6.7137,5.6413,,,,,,,,1.1497,2.5581,3.5737,1.6344,6.1147,4.5344,1.0715,9.2175,2.4906,6.3871,5.6781,3.4239,1.9693,3.413,3.1432,,,,,,,,,,2.3361,,136.9337,0.5297,1.5046,7.4626,,,,,,,
2014/4/21,-2.8,0,-5.1081,-2.8325,-3.9178,-3.6448,0.9296,-4.4586,-1.6774,-1.3722,3.6866,-0.6557,-1.3769,-5.2212,-4.2512,,,,,,,,,,-4.9734,,-4.6875,-1.5723,-1.413,-3.2258,,,,,,,,0.9827,,1.8089,1.5603,0.9157,1.2362,1.2809,10.5974,1.7731,1.4158,5.0351,2.1914,1.5303,4.3931,3.0978,,,,,,,,,,2.9397,,1.4733,0.3742,2.0246,0.7773,,,,,,,,3124257124,1860242034,2155388055,2543911087,5395756553,9334680000,2641030400,3767587782,1917107845,4141706370,1507719825,3327667200,1191840000,548940000,7263417150,,,,,,,,,,2591777401,,1783815680,4496984175,2844019811,1980810000,,,,,,,,-2.8134,572.0615,29.8139,14.5813,41.867,19.5792,27.9019,127.5607,45.5355,47.2499,40.7046,27.6242,52.9485,90.299,22.4033,,,,,,,,,,31.2799,,34.2445,19.7304,267.1447,18.517,,,,,,,,2.8977,5.9117,2.645,1.7335,4.5744,3.1846,2.7577,7.4136,1.8716,4.1883,2.8061,3.4036,1.3003,2.9602,4.1885,,,,,,,,,,2.8396,,12.9165,1.2299,6.6188,5.4594,,,,,,,,1.1176,2.5581,3.3912,1.5881,5.8751,4.3691,1.0815,8.8066,2.4488,6.2995,5.8874,3.4015,1.9422,3.2348,3.0096,,,,,,,,,,2.2199,,130.5149,0.5213,1.4833,7.2219,,,,,,,
2014/4/22,1.2346,0,-3.5197,-0.1267,0.9358,-1.3067,3.8158,-1.9048,-4.7244,-0.1739,4.7407,-1.8152,-1.5707,-0.7651,2.1865,,,,,,,,,,-2.3364,,-1.4344,0,-0.2205,-2.4359,,,,,,,,0.6781,,1.9873,0.982,0.644,1.4918,2.1243,10.1358,2.6198,1.1022,6.4953,1.9909,1.3437,3.0086,1.9694,,,,,,,,,,1.7421,,1.4335,0.4098,1.2412,0.6046,,,,,,,,3162828199,1860242034,2079525536,2540686865,5446251601,9212700000,2741806560,3695824205,1826535821,4134503402,1579196913,3267264000,1173120000,544740000,7422233500,,,,,,,,,,2531221854,,1758228160,4496984175,2837748544,1932559500,,,,,,,,-2.8482,572.0615,28.7646,14.5628,42.2588,19.3233,28.9666,125.1309,43.3842,47.1677,42.6343,27.1227,52.1169,89.6081,22.8932,,,,,,,,,,30.5491,,33.7533,19.7304,266.5556,18.0659,,,,,,,,2.9335,5.9117,2.5519,1.7313,4.6172,3.143,2.8629,7.2724,1.7832,4.181,2.9392,3.3418,1.2799,2.9375,4.2801,,,,,,,,,,2.7732,,12.7312,1.2299,6.6042,5.3264,,,,,,,,1.1313,2.5581,3.2718,1.5861,5.9301,4.312,1.1227,8.6388,2.3331,6.2885,6.1665,3.3397,1.9116,3.21,3.0754,,,,,,,,,,2.168,,128.6428,0.5213,1.48,7.046,,,,,,,
