ÈÕÆÚ,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH
2015/1/22,0,0.6536,0.7903,0.2322,8.4298,0,-0.3955,0.5894,1.0799,-0.7206,,,,,1.5152,1.4604,0,-0.1921,-0.9684,1.3499,0,2.6712,-0.4241,0,0,0.7028,-0.2651,,,,,0.2041,,,,,,,,,,,4.109,11.9599,0.6679,5.119,2.4609,1.2955,2.7131,3.4398,12.0925,,,,,5.0548,1.0728,,2.0456,3.5377,1.3522,,10.6485,2.5218,,,2.1617,1.8904,,,,,3.0462,,,,,,,,,,3744396163,1354209069,19087492930,8311878288,4401294240,1272114670,5013135360,2411450112,1341691201,1861364000,,,,,2050200000,2144340990,475173850,4466037600,4715516000,27671557173,3276000000,3885409199,1937100000,5849352000,8205553319,16852461807,6931305945,,,,,2356800000,,,,,,,,,,20.8439,24.6266,61.1239,58.0857,33.941,81.4622,601.8171,55.4276,94.5279,58.8698,,,,,318.4556,63.7998,55.3966,37.9775,115.7037,11.0369,-10.7128,26.1928,40.1633,-5.2592,28.7591,34.1413,67.9264,,,,,50.8128,,,,,,,,,,2.4012,3.825,6.0251,10.6697,4.1271,2.7375,6.8909,2.7651,1.8438,5.9814,,,,,6.0191,2.2579,4.0065,2.8538,6.0637,1.6208,476.4831,6.0975,1.8608,3.4699,1.7811,3.0645,4.5742,,,,,4.2732,,,,,,,,,,0.8799,2.2368,0.8621,0.2673,3.6452,2.4183,2.9215,14.0883,0.8608,4.1932,,,,,5.0711,0.7822,2.512,0.2225,3.0878,0.2288,3.0328,1.5787,2.1088,0.6136,0.2709,0.8686,10.7499,,,,,0.7396,,,,,,,,,
2015/1/23,0,-0.5772,-2.8228,-1.8072,4.2683,4.198,-0.5956,-1.3672,-1.0684,-5.4637,,,,,-4.3898,-2.0455,0,-0.385,-1.4342,-1.8443,0,0.8005,-0.1704,0,0,4.6859,-2.4585,,,,,0.4073,,,,,,,,,,,2.5678,10.1189,0.3892,6.5393,8.6564,1.1052,2.393,2.775,11.5333,,,,,6.7956,0.7547,,2.0547,2.8466,1.5913,,6.0974,2.8037,,,5.2882,2.0394,,,,,4.3219,,,,,,,,,,3744396163,1346392566,18548692816,8161663620,4589154360,1325518295,4983275520,2378481068,1327356893,1759664475,,,,,1960200000,2100479470,475173850,4448844000,4647888000,27161221077,3276000000,3916513209,1933800000,5849352000,8205553319,17642158422,6760901745,,,,,2366400000,,,,,,,,,,20.8439,24.4845,59.3985,57.036,35.3897,84.882,598.2325,54.6698,93.518,55.6533,,,,,304.476,62.4948,55.3966,37.8313,114.0443,10.8333,-10.7128,26.4025,40.0949,-5.2592,28.7591,35.7411,66.2564,,,,,51.0197,,,,,,,,,,2.4012,3.803,5.8551,10.4768,4.3032,2.8524,6.8498,2.7273,1.8241,5.6546,,,,,5.7548,2.2118,4.0065,2.8428,5.9767,1.5909,476.4831,6.1464,1.8576,3.4699,1.7811,3.2081,4.4617,,,,,4.2906,,,,,,,,,,0.8799,2.2239,0.8377,0.2624,3.8008,2.5198,2.9041,13.8956,0.8516,3.9641,,,,,4.8485,0.7662,2.512,0.2217,3.0436,0.2246,3.0328,1.5913,2.1053,0.6136,0.2709,0.9093,10.4856,,,,,0.7426,,,,,,,,,
2015/1/26,0,1.1611,5.702,0.9438,4.386,2.1665,5.8589,1.2871,3.0238,3.071,,,,,1.1938,3.4803,0,4.3478,1.918,4.4885,0,7.4785,2.901,0,0,4,1.158,,,,,4.5977,,,,,,,,,,,2.3149,10.1376,0.3105,6.6383,6.6527,1.667,2.337,3.8851,11.522,,,,,3.239,1.6252,,3.7013,3.796,1.9753,,9.3452,3.1759,,,5.4961,1.2613,,,,,5.4696,,,,,,,,,,3744396163,1362025571,19606337484,8238696783,4790433060,1354235340,5275238400,2409095180,1367492955,1813704075,,,,,1983600000,2173582004,475173850,4642272000,4737034000,28380357305,3276000000,4209409299,1989900000,5849352000,8205553319,18347844759,6839195567,,,,,2475200000,,,,,,,,,,20.8439,24.7688,62.7854,57.5743,36.9419,86.7209,633.2821,55.3735,96.3458,57.3624,,,,,308.1107,64.6698,55.3966,39.4762,116.2317,11.3196,-10.7128,28.377,41.2581,-5.2592,28.7591,37.1707,67.0237,,,,,53.3655,,,,,,,,,,2.4012,3.8471,6.1889,10.5757,4.492,2.9142,7.2512,2.7624,1.8793,5.8283,,,,,5.8235,2.2887,4.0065,2.9664,6.0914,1.6623,476.4831,6.606,1.9115,3.4699,1.7811,3.3364,4.5134,,,,,4.4879,,,,,,,,,,0.8799,2.2497,0.8855,0.2649,3.9675,2.5744,3.0742,14.0745,0.8773,4.0858,,,,,4.9064,0.7929,2.512,0.2313,3.1019,0.2347,3.0328,1.7103,2.1663,0.6136,0.2709,0.9456,10.607,,,,,0.7767,,,,,,,,,
2015/1/27,0,0.7174,1.0687,-0.4208,2.3109,-1.1533,1.5094,1.173,-0.3145,1.7587,,,,,5.8984,0.5979,0,1.6667,-1.1032,0.1998,0,2.4631,2.7363,0,0,-2.5641,-0.8754,,,,,-1.8746,,,,,,,,,,,3.2131,6.8462,0.3506,6.9272,3.1902,2.4582,2.8759,3.4062,6.597,,,,,9.1352,1.1879,,3.4193,3.2184,1.9274,,7.1598,5.1013,,,4.5274,1.4403,,,,,4.7237,,,,,,,,,,3744396163,1371796199,19815870862,8204031860,4901136345,1338617298,5354864640,2437354361,1363192662,3158344961,,,,,2100600000,2186578010,475173850,4719643200,4684776000,28437061316,3276000000,4313089331,2044350000,5849352000,8205553319,17877387201,6779323821,,,,,2428800000,,,,,,,,,,20.8439,24.9464,63.4564,57.3321,37.7956,85.7208,642.841,56.023,96.0428,58.3713,,,,,326.2842,65.0564,55.3966,40.1341,114.9495,11.3422,-10.7128,29.0759,42.387,-5.2592,28.7591,36.2176,66.4369,,,,,52.3651,,,,,,,,,,2.4012,3.8747,6.2551,10.5312,4.5958,2.8806,7.3606,2.7948,1.8734,5.9308,,,,,6.167,2.3024,4.0065,3.0159,6.0242,1.6656,476.4831,6.7687,1.9638,3.4699,1.7811,3.2509,4.4739,,,,,4.4038,,,,,,,,,,0.8799,2.2659,0.895,0.2638,4.0592,2.5447,3.1206,14.2396,0.8746,4.1576,,,,,5.1958,0.7976,2.512,0.2352,3.0677,0.2352,3.0328,1.7524,2.2256,0.6136,0.2709,0.9214,10.5142,,,,,0.7622,,,,,,,,,
2015/1/28,0,-0.0712,-4.3807,-0.6573,-7.5975,-0.6398,-0.8674,-1.3527,0.3155,-0.2643,,,,,-3.856,-0.8172,10,-0.8197,3.5433,0.4985,0,-3.5457,-1.4528,0,0,-3.1015,-1.5625,,,,,-1.8445,,,,,,,,,,,2.7101,5.9648,0.3074,11.6714,5.3341,1.1929,2.2831,2.9147,5.7026,,,,,9.7665,0.7621,0.116,2.2897,5.5272,1.509,,4.7469,2.1763,,,2.3708,1.3062,,,,,3.3185,,,,,,,,,,3744396163,1370819136,18947804011,8150108645,4528770750,1330052566,5308416000,2404385317,1367492955,3149996346,,,,,2019600000,2168708501,522691235,4680957600,4850772000,28578821342,3276000000,4160161284,2014650000,5849352000,8205553319,17322919365,6673396886,,,,,2384000000,,,,,,,,,,20.8439,24.9287,60.6766,56.9552,34.9241,85.1723,637.265,55.2652,96.3458,58.217,,,,,313.7025,64.5248,60.9363,39.8051,119.0225,11.3987,-10.7128,28.045,41.7712,-5.2592,28.7591,35.0943,65.3989,,,,,51.3992,,,,,,,,,,2.4012,3.872,5.981,10.462,4.2466,2.8622,7.2968,2.757,1.8793,5.9151,,,,,5.9292,2.2836,4.4072,2.9912,6.2376,1.6739,476.4831,6.5287,1.9352,3.4699,1.7811,3.15,4.404,,,,,4.3226,,,,,,,,,,0.8799,2.2643,0.8557,0.2621,3.7508,2.5284,3.0936,14.047,0.8773,4.1467,,,,,4.9954,0.7911,2.7632,0.2332,3.1764,0.2363,3.0328,1.6903,2.1933,0.6136,0.2709,0.8928,10.3499,,,,,0.7481,,,,,,,,,
2015/1/29,0,-2.7085,1.1585,-0.9452,0.0741,-0.4924,-0.625,0,-0.6289,3.7513,,,,,-0.3565,-1.4232,10.0138,-3.214,-2.1546,-2.4802,0,-1.8692,-0.4914,0,0,0.8729,-1.7943,,,,,0.604,,,,,,,,,,,2.4127,3.8021,0.3541,4.2308,1.5986,0.8646,1.9314,2.4839,8.4161,,,,,4.0285,0.6242,0.1244,1.578,3.1251,1.0933,,2.9232,1.5755,,,1.9566,1.2558,,,,,2.9768,,,,,,,,,,3744396163,1333690749,19167315169,8073075482,4532125395,1323503064,5275238400,2404385317,1358892370,3268161347,,,,,2012400000,2137842987,575032720,4530513600,4746256000,27870021210,3276000000,4082401260,2004750000,5849352000,8205553319,17474137866,6553653395,,,,,2398400000,,,,,,,,,,20.8439,24.2535,61.3796,56.4169,34.95,84.7529,633.2821,55.2652,95.7398,60.4009,,,,,312.5841,63.6064,67.0384,38.5258,116.458,11.116,-10.7128,27.5208,41.5659,-5.2592,28.7591,35.4007,64.2254,,,,,51.7097,,,,,,,,,,2.4012,3.7671,6.0503,10.3631,4.2498,2.8481,7.2512,2.757,1.8674,6.137,,,,,5.9081,2.2511,4.8485,2.895,6.1032,1.6324,476.4831,6.4067,1.9257,3.4699,1.7811,3.1775,4.325,,,,,4.3487,,,,,,,,,,0.8799,2.2029,0.8657,0.2596,3.7536,2.516,3.0742,14.047,0.8718,4.3022,,,,,4.9776,0.7799,3.0399,0.2257,3.108,0.2305,3.0328,1.6587,2.1825,0.6136,0.2709,0.9006,10.1642,,,,,0.7526,,,,,,,,,
2015/1/30,0,-0.7326,-5.8824,2.1469,0.3701,-3.8828,1.5094,-1.4691,-1.1603,-4.7947,,,,,-2.415,-0.6079,9.9832,-1.518,-3.2383,-1.5259,0,-1.5873,-2.1399,0,0,-2.5962,0.2811,,,,,2.068,,,,,,,,,,,2.2509,4.6538,0.3151,3.5772,4.5988,1.0601,1.5047,1.7797,5.3444,,,,,3.5767,0.6925,0.3647,1.1121,2.7807,1.1299,,2.7625,1.1848,,,1.5849,0.7052,,,,,9.651,,,,,,,,,,3744396163,1323920121,18039826041,8246400099,4548898620,1272114670,5354864640,2369061341,1343124631,3111464281,,,,,1963800000,2124846981,632439510,4461739200,4592556000,27444741130,3276000000,4017601240,1961850000,5849352000,8205553319,17020482363,6572075470,,,,,2448000000,,,,,,,,,,20.8439,24.0758,57.769,57.6281,35.0793,81.4622,642.841,54.4533,94.6289,57.5048,,,,,305.0351,63.2198,73.731,37.941,112.6867,10.9464,-10.7128,27.0839,40.6765,-5.2592,28.7591,34.4816,64.4059,,,,,52.779,,,,,,,,,,2.4012,3.7395,5.6944,10.5856,4.2655,2.7375,7.3606,2.7165,1.8458,5.8427,,,,,5.7654,2.2374,5.3325,2.8511,5.9056,1.6075,476.4831,6.305,1.8845,3.4699,1.7811,3.0951,4.3371,,,,,4.4386,,,,,,,,,,0.8799,2.1868,0.8147,0.2652,3.7674,2.4183,3.1206,13.8406,0.8617,4.0959,,,,,4.8574,0.7751,3.3433,0.2223,3.0073,0.227,3.0328,1.6324,2.1358,0.6136,0.2709,0.8772,10.1927,,,,,0.7682,,,,,,,,,
2015/2/2,0,0.6642,-0.3872,-0.2802,-0.5162,-1.0693,-3.5936,-1.9881,-0.4269,3.096,,,,,-0.8249,-0.0765,9.9924,3.8536,-2.008,-3.719,0,3.5484,0.5046,0,0,-0.9872,0.7008,,,,,2.2222,,,,,,,,,,,1.9155,3.3008,0.3395,2.5676,5.0194,1.3941,1.8471,1.8055,6.0061,,,,,1.8694,0.604,2.6809,3.2082,1.1822,1.107,,3.4921,1.0437,,,1.0769,0.5786,,,,,7.245,,,,,,,,,,3744396163,1332713686,17969981582,8223290150,4525416105,1258511859,5162434560,2321962706,1337390908,3207794445,,,,,1947600000,2123222480,695635220,4633675200,4500336000,26424068940,3276000000,4160161284,1971750000,5849352000,8205553319,16852461807,6618130659,,,,,2502400000,,,,,,,,,,20.8439,24.2357,57.5453,57.4666,34.8982,80.5911,619.7402,53.3707,94.225,59.2852,,,,,302.5188,63.1714,81.0984,39.4031,110.4239,10.5393,-10.7128,28.045,40.8817,-5.2592,28.7591,34.1413,64.8573,,,,,53.9519,,,,,,,,,,2.4012,3.7643,5.6724,10.5559,4.2435,2.7082,7.0961,2.6625,1.8379,6.0236,,,,,5.7178,2.2357,5.8654,2.961,5.787,1.5477,476.4831,6.5287,1.894,3.4699,1.7811,3.0645,4.3675,,,,,4.5372,,,,,,,,,,0.8799,2.2013,0.8116,0.2644,3.748,2.3924,3.0085,13.5654,0.858,4.2227,,,,,4.8174,0.7745,3.6774,0.2309,2.9469,0.2185,3.0328,1.6903,2.1466,0.6136,0.2709,0.8686,10.2642,,,,,0.7852,,,,,,,,,
2015/2/3,0,1.9795,9.9944,1.8735,4.1512,2.0016,-1.2853,3.854,0.5359,3.2032,,,,,2.6802,3.596,9.9861,6.5863,6.0792,1.5021,0,10.0312,1.59,0,0,4.8853,0,,,,,9.9744,,,,,,,,,,,2.2034,3.6681,0.508,4.4834,3.4582,1.1127,2.251,1.9261,10.9185,,,,,4.1142,1.3722,2.0255,6.5302,4.3963,0.7557,,5.0059,1.3277,,,2.7696,0.7128,,,,,11.9881,,,,,,,,,,3744396163,1359094383,19765981962,8377356476,4713276225,1283702249,5096079360,2411450112,1344558062,3310546619,,,,,1999800000,2199574016,765102260,4938861600,4773922000,26820997014,3276000000,4577473413,2003100000,5849352000,8205553319,17675762533,6618130659,,,,,2752000000,,,,,,,,,,20.8439,24.7155,63.2967,58.5433,36.3469,82.2042,611.7744,55.4276,94.7299,61.1842,,,,,310.627,65.4431,89.197,41.9983,117.1368,10.6976,-10.7128,30.8582,41.5317,-5.2592,28.7591,35.8092,64.8573,,,,,59.3333,,,,,,,,,,2.4012,3.8388,6.2393,10.7537,4.4196,2.7624,7.0049,2.7651,1.8477,6.2166,,,,,5.8711,2.3161,6.4511,3.156,6.1388,1.571,476.4831,7.1836,1.9242,3.4699,1.7811,3.2142,4.3675,,,,,4.9898,,,,,,,,,,0.8799,2.2449,0.8927,0.2694,3.9036,2.4403,2.9698,14.0883,0.8626,4.358,,,,,4.9465,0.8024,4.0446,0.2461,3.1261,0.2218,3.0328,1.8598,2.1807,0.6136,0.2709,0.911,10.2642,,,,,0.8636,,,,,,,,,
2015/2/4,0,-1.1503,3.7355,2.2989,2.9893,-2.237,-0.0651,0.7812,-1.0661,4.8109,,,,,0.36,-1.034,9.9937,-0.7833,0.1288,-1.6913,0,-2.8879,-1.9769,0,0,-2.6616,-0.8351,,,,,-2.6744,,,,,,,,,,,1.8065,8.9097,0.6141,6.6859,5.6886,0.938,2.9648,2.396,12.5757,,,,,3.3296,0.9154,0.2954,5.0808,4.1826,0.9174,,9.5464,1.5467,,,1.8805,0.7698,,,,,8.1975,,,,,,,,,,3744396163,1343461378,20504337674,8569939384,4854171315,1254985205,5092761600,2430289566,1330223755,3469812489,,,,,2007000000,2176831005,841564245,4900176000,4780070000,26367364929,3276000000,4445281372,1963500000,5849352000,8205553319,17205304975,6562864433,,,,,2678400000,,,,,,,,,,20.8439,24.4312,65.6611,59.8891,37.4335,80.3653,611.3761,55.8606,93.72,64.1277,,,,,311.7454,64.7664,98.1111,41.6693,117.2877,10.5167,-10.7128,29.9671,40.7107,-5.2592,28.7591,34.8561,64.3157,,,,,57.7465,,,,,,,,,,2.4012,3.7947,6.4724,11.0009,4.5517,2.7006,7.0003,2.7867,1.828,6.5157,,,,,5.8922,2.2922,7.0958,3.1312,6.1467,1.5444,476.4831,6.9762,1.8861,3.4699,1.7811,3.1287,4.331,,,,,4.8563,,,,,,,,,,0.8799,2.2191,0.926,0.2756,4.0203,2.3857,2.9679,14.1983,0.8534,4.5677,,,,,4.9643,0.7941,4.4489,0.2442,3.1301,0.218,3.0328,1.8061,2.1376,0.6136,0.2709,0.8867,10.1784,,,,,0.8405,,,,,,,,,
2015/2/5,0,-0.2182,6.6667,2.4719,-2.1424,-1.4853,-0.9121,-1.0659,-0.8621,-0.0555,,,,,2.2422,1.1194,10.0029,0.3509,3.6013,-1.7204,0,5.3644,-0.4202,0,0,2.1484,3.0175,,,,,-0.7766,,,,,,,,,,,2.21,9.038,0.8627,3.4142,2.3879,0.6154,2.3684,1.9538,12.241,,,,,10.4056,1.5477,5.1508,3.697,13.9447,1.1548,,11.708,0.9199,,,2.8171,2.5941,,,,,6.3022,,,,,,,,,,3744396163,1340530189,21871293519,8781780582,4750177320,1236344317,5046312960,2404385317,1318756308,3467885886,,,,,2052000000,2201198516,925744790,4917369600,4952214000,25913732844,3276000000,4683745446,1955250000,5849352000,8205553319,17574950199,6760901745,,,,,2657600000,,,,,,,,,,20.8439,24.3779,70.0385,61.3695,36.6315,79.1716,605.8,55.2652,92.9121,64.0921,,,,,318.7352,65.4914,107.925,41.8155,121.5115,10.3358,-10.7128,31.5746,40.5396,-5.2592,28.7591,35.6049,66.2564,,,,,57.298,,,,,,,,,,2.4012,3.7864,6.9039,11.2729,4.4542,2.6605,6.9365,2.757,1.8123,6.512,,,,,6.0243,2.3178,7.8056,3.1422,6.3681,1.5178,476.4831,7.3504,1.8782,3.4699,1.7811,3.1959,4.4617,,,,,4.8186,,,,,,,,,,0.8799,2.2142,0.9878,0.2824,3.9341,2.3503,2.9408,14.047,0.8461,4.5651,,,,,5.0756,0.803,4.8939,0.245,3.2428,0.2143,3.0328,1.903,2.1286,0.6136,0.2709,0.9058,10.4856,,,,,0.8339,,,,,,,,,
2015/2/6,0,-3.863,-5.4288,-0.5263,-3.4605,-2.934,-4.0105,-1.2733,-2.2826,-5.5556,,,,,-0.8772,-2.583,10.0052,-3.1469,-2.8554,-0.6565,0,-5.8661,-3.4599,0,0,3.2505,0.6812,,,,,0.8429,,,,,,,,,,,1.909,5.4578,0.4014,2.9474,1.8737,1.0116,1.2583,2.5029,7.8479,,,,,6.0514,0.7658,37.7088,2.3391,6.7481,1.0001,,4.2448,1.1859,,,5.3616,2.8981,,,,,6.8212,,,,,,,,,,3744396163,1288745860,20683937712,8735560684,4585799715,1200070156,4843929600,2373771204,1288654262,3275225559,,,,,2034000000,2144340990,1018367510,4762627200,4810810000,25743620812,3276000000,4408993361,1887600000,5849352000,8205553319,18146220091,6806956934,,,,,2680000000,,,,,,,,,,20.8439,23.4362,66.2362,61.0465,35.3639,76.8487,581.5043,54.5615,90.7913,60.5314,,,,,315.9392,63.7998,118.7232,40.4996,118.0419,10.2679,-10.7128,29.7224,39.137,-5.2592,28.7591,36.7623,66.7077,,,,,57.781,,,,,,,,,,2.4012,3.6401,6.5291,11.2135,4.3001,2.5825,6.6583,2.7219,1.7709,6.1503,,,,,5.9715,2.2579,8.5865,3.0434,6.1862,1.5079,476.4831,6.9192,1.8132,3.4699,1.7811,3.2998,4.4921,,,,,4.8592,,,,,,,,,,0.8799,2.1287,0.9342,0.2809,3.798,2.2813,2.8229,13.8681,0.8268,4.3115,,,,,5.0311,0.7822,5.3835,0.2373,3.1502,0.2129,3.0328,1.7914,2.055,0.6136,0.2709,0.9352,10.557,,,,,0.841,,,,,,,,,
2015/2/9,0,-2.8052,-2.7014,2.7778,-2.9261,-0.8396,-0.0685,1.0913,-0.3337,-2.2745,,,,,5.0442,-0.6061,-0.5211,-1.5343,-2.7476,0.4405,0,-7.525,0.3497,0,0,-4.4444,-1.7591,,,,,-2.209,,,,,,,,,,,1.4893,3.6685,0.6557,3.1417,1.1683,0.3979,1.0978,1.0627,5.157,,,,,9.1682,0.5455,53.346,1.4257,3.7966,0.5353,,6.7833,0.551,,,3.3703,1.5227,,,,,3.47,,,,,,,,,,3744396163,1252594535,20125182038,8978215148,4451613915,1189994000,4840611840,2399675453,1284353970,3200730233,,,,,2136600000,2131344984,1013061000,4689554400,4678628000,25857028834,3276000000,4077217258,1894200000,5849352000,8205553319,17339721420,6687213443,,,,,2620800000,,,,,,,,,,20.8439,22.7787,64.4469,62.7423,34.3291,76.2034,581.106,55.1569,90.4883,59.1546,,,,,331.876,63.4131,118.1045,39.8782,114.7986,10.3131,-10.7128,27.4858,39.2738,-5.2592,28.7591,35.1284,65.5343,,,,,56.5046,,,,,,,,,,2.4012,3.538,6.3527,11.525,4.1743,2.5608,6.6537,2.7516,1.765,6.0104,,,,,6.2727,2.2443,8.5418,2.9967,6.0163,1.5145,476.4831,6.3985,1.8195,3.4699,1.7811,3.1531,4.4131,,,,,4.7519,,,,,,,,,,0.8799,2.069,0.9089,0.2887,3.6869,2.2622,2.8209,14.0195,0.824,4.2134,,,,,5.2848,0.7775,5.3555,0.2337,3.0637,0.2138,3.0328,1.6566,2.0621,0.6136,0.2709,0.8937,10.3713,,,,,0.8224,,,,,,,,,
2015/2/10,0,4.2122,9.0233,6.6066,6.6315,2.0745,-0.6854,0.0981,0.2232,3.6517,,,,,5.2233,1.5244,4.7381,3.1164,3.7451,1.864,0,4.6408,0.2613,0,0,1.1628,-6.1983,,,,,0.1832,,,,,,,,,,,2.0941,4.9129,1.664,2.978,1.0579,0.7305,1.0129,1.3413,6.2968,,,,,10.6496,0.4544,22.0614,1.7289,3.3874,0.7775,,3.8575,0.6109,,,2.1607,3.3265,,,,,2.1986,,,,,,,,,,3744396163,1305355928,21941137978,9571370503,4746822675,1214680582,4807434240,2402030385,1287220831,3317610831,,,,,2248200000,2163834999,1061060795,4835700000,4853846000,26339012924,3276000000,4266433317,1899150000,5849352000,8205553319,17541346088,6272716742,,,,,2625600000,,,,,,,,,,20.8439,23.7382,70.2622,66.8874,36.6056,77.7843,577.1231,55.2111,90.6903,61.3148,,,,,349.2107,64.3798,123.7004,41.121,119.0979,10.5054,-10.7128,28.7614,39.3765,-5.2592,28.7591,35.5369,61.4722,,,,,56.6081,,,,,,,,,,2.4012,3.6871,6.9259,12.2864,4.4511,2.6139,6.6081,2.7543,1.769,6.2298,,,,,6.6004,2.2785,8.9465,3.09,6.2416,1.5427,476.4831,6.6955,1.8243,3.4699,1.7811,3.1898,4.1396,,,,,4.7606,,,,,,,,,,0.8799,2.1561,0.9909,0.3078,3.9314,2.3091,2.8016,14.0332,0.8258,4.3673,,,,,5.5609,0.7893,5.6092,0.2409,3.1784,0.2178,3.0328,1.7335,2.0675,0.6136,0.2709,0.9041,9.7284,,,,,0.8239,,,,,,,,,
2015/2/11,0,2.1707,4.1382,-1.6097,-0.5654,1.0369,2.4845,10,1.2249,1.4324,,,,,1.4412,0.6757,5.2057,3.8222,1.4566,3.3369,0,5.6501,1.9114,0,0,2.1073,0.2203,,,,,0.975,,,,,,,,,,,1.5302,5.9496,1.2459,2.7573,1.1007,0.466,6.8039,0.8665,8.2002,,,,,8.2073,0.7723,21.6752,3.1753,3.9772,1.0432,,5.4092,0.8301,,,2.945,2.0976,,,,,2.1269,,,,,,,,,,3744396163,1333690749,22849115948,9417304177,4719985515,1227275776,4926873600,2642233424,1302988570,3365133712,,,,,2280600000,2178455506,1116296740,5020531200,4924548000,27217925088,3276000000,4507489391,1935450000,5849352000,8205553319,17910991312,6286533299,,,,,2651200000,,,,,,,,,,20.8439,24.2535,73.1698,65.8107,36.3987,78.5908,591.4615,60.7322,91.8012,62.1931,,,,,354.2434,64.8148,130.1399,42.6927,120.8327,10.8559,-10.7128,30.3864,40.1291,-5.2592,28.7591,36.2857,61.6076,,,,,57.1601,,,,,,,,,,2.4012,3.7671,7.2125,12.0887,4.4259,2.641,6.7723,3.0297,1.7906,6.3191,,,,,6.6955,2.2939,9.4122,3.2082,6.3325,1.5942,476.4831,7.0738,1.8592,3.4699,1.7811,3.257,4.1487,,,,,4.807,,,,,,,,,,0.8799,2.2029,1.0319,0.3028,3.9091,2.3331,2.8712,15.4365,0.836,4.4299,,,,,5.641,0.7947,5.9012,0.2502,3.2247,0.2251,3.0328,1.8314,2.107,0.6136,0.2709,0.9231,9.7499,,,,,0.8319,,,,,,,,,
