ÈÕÆÚ,002029.SZ,002154.SZ,002269.SZ,002291.SZ,002293.SZ,002327.SZ,002397.SZ,002485.SZ,002486.SZ,002494.SZ,002503.SZ,002563.SZ,002569.SZ,002612.SZ,002634.SZ,002656.SZ,002687.SZ,002761.SZ,002762.SZ,002763.SZ,002776.SZ,002780.SZ,002832.SZ,002875.SZ,300005.SZ,300526.SZ,300591.SZ,600107.SH,600137.SH,600146.SH,600398.SH,600400.SH,600630.SH,600824.SH,601566.SH,601718.SH,603001.SH,603116.SH,603157.SH,603196.SH,603365.SH,603518.SH,603555.SH,603557.SH,603558.SH,603587.SH,603608.SH,603665.SH,603808.SH,603839.SH,603877.SH,603908.SH,603958.SH,002029.SZ,002154.SZ,002269.SZ,002291.SZ,002293.SZ,002327.SZ,002397.SZ,002485.SZ,002486.SZ,002494.SZ,002503.SZ,002563.SZ,002569.SZ,002612.SZ,002634.SZ,002656.SZ,002687.SZ,002761.SZ,002762.SZ,002763.SZ,002776.SZ,002780.SZ,002832.SZ,002875.SZ,300005.SZ,300526.SZ,300591.SZ,600107.SH,600137.SH,600146.SH,600398.SH,600400.SH,600630.SH,600824.SH,601566.SH,601718.SH,603001.SH,603116.SH,603157.SH,603196.SH,603365.SH,603518.SH,603555.SH,603557.SH,603558.SH,603587.SH,603608.SH,603665.SH,603808.SH,603839.SH,603877.SH,603908.SH,603958.SH,002029.SZ,002154.SZ,002269.SZ,002291.SZ,002293.SZ,002327.SZ,002397.SZ,002485.SZ,002486.SZ,002494.SZ,002503.SZ,002563.SZ,002569.SZ,002612.SZ,002634.SZ,002656.SZ,002687.SZ,002761.SZ,002762.SZ,002763.SZ,002776.SZ,002780.SZ,002832.SZ,002875.SZ,300005.SZ,300526.SZ,300591.SZ,600107.SH,600137.SH,600146.SH,600398.SH,600400.SH,600630.SH,600824.SH,601566.SH,601718.SH,603001.SH,603116.SH,603157.SH,603196.SH,603365.SH,603518.SH,603555.SH,603557.SH,603558.SH,603587.SH,603608.SH,603665.SH,603808.SH,603839.SH,603877.SH,603908.SH,603958.SH,002029.SZ,002154.SZ,002269.SZ,002291.SZ,002293.SZ,002327.SZ,002397.SZ,002485.SZ,002486.SZ,002494.SZ,002503.SZ,002563.SZ,002569.SZ,002612.SZ,002634.SZ,002656.SZ,002687.SZ,002761.SZ,002762.SZ,002763.SZ,002776.SZ,002780.SZ,002832.SZ,002875.SZ,300005.SZ,300526.SZ,300591.SZ,600107.SH,600137.SH,600146.SH,600398.SH,600400.SH,600630.SH,600824.SH,601566.SH,601718.SH,603001.SH,603116.SH,603157.SH,603196.SH,603365.SH,603518.SH,603555.SH,603557.SH,603558.SH,603587.SH,603608.SH,603665.SH,603808.SH,603839.SH,603877.SH,603908.SH,603958.SH,002029.SZ,002154.SZ,002269.SZ,002291.SZ,002293.SZ,002327.SZ,002397.SZ,002485.SZ,002486.SZ,002494.SZ,002503.SZ,002563.SZ,002569.SZ,002612.SZ,002634.SZ,002656.SZ,002687.SZ,002761.SZ,002762.SZ,002763.SZ,002776.SZ,002780.SZ,002832.SZ,002875.SZ,300005.SZ,300526.SZ,300591.SZ,600107.SH,600137.SH,600146.SH,600398.SH,600400.SH,600630.SH,600824.SH,601566.SH,601718.SH,603001.SH,603116.SH,603157.SH,603196.SH,603365.SH,603518.SH,603555.SH,603557.SH,603558.SH,603587.SH,603608.SH,603665.SH,603808.SH,603839.SH,603877.SH,603908.SH,603958.SH,002029.SZ,002154.SZ,002269.SZ,002291.SZ,002293.SZ,002327.SZ,002397.SZ,002485.SZ,002486.SZ,002494.SZ,002503.SZ,002563.SZ,002569.SZ,002612.SZ,002634.SZ,002656.SZ,002687.SZ,002761.SZ,002762.SZ,002763.SZ,002776.SZ,002780.SZ,002832.SZ,002875.SZ,300005.SZ,300526.SZ,300591.SZ,600107.SH,600137.SH,600146.SH,600398.SH,600400.SH,600630.SH,600824.SH,601566.SH,601718.SH,603001.SH,603116.SH,603157.SH,603196.SH,603365.SH,603518.SH,603555.SH,603557.SH,603558.SH,603587.SH,603608.SH,603665.SH,603808.SH,603839.SH,603877.SH,603908.SH,603958.SH
2015/8/26,-10.0088,0.6944,-9.9371,-10,2.1663,-0.3158,1.6291,0.4566,-5.1867,-9.9905,-10.0221,2.2752,-0.5936,-3.2496,-10.0105,-10.0047,4.01,10,6.6561,10.0156,10.0055,,,,-9.9893,,,2.9945,-10.0101,0,5.84,10,0.6944,-3.3237,2.7817,-8.575,-3.8875,9.9894,,,,3.5983,-9.9966,,-1.825,,,,0,,,,,6.4654,6.1183,3.354,2.1926,1.684,7.7604,4.4068,1.3699,3.7067,7.8697,4.2323,0.3651,3.6404,7.0931,8.1127,6.8922,2.4907,19.4296,8.2517,16.9007,24.1456,,,,10.7413,,,8.1776,0.0386,,2.0521,7.037,9.3525,5.2138,1.8595,5.0963,1.9549,30.1805,,,,12.1868,5.8068,,7.0942,,,,,,,,,7742718472,6205949853,17989500000,2910433500,10232004852,4145357534,2660967631,4224000000,3658285000,2356768816,7689170821,17309826751,2542357190,2890955146,1206508617,3073984375,2925858938,1019700000,1997415000,1518480000,1049324400,,,,5858495772,,,4705200000,3452196550,5316000000,20258033495,7952070892,5544443841,7051441118,8280521332,57160740000,7534414200,1838676000,,,,969269000,3004286300,,1016700000,,,,1710400000,,,,,26.8286,50.7071,124.1836,88.8806,25.7744,21.6605,36.7721,-90.6621,137.614,34.7653,102.7719,23.1622,-25.1221,47.647,65.1679,257.963,36.0604,90.2292,84.711,45.7382,39.088,,,,29.4115,,,-630.3302,1762.5119,402.697,25.0294,154.1361,87.3651,38.8193,23.6235,48.7205,29.1742,39.017,,,,28.0383,51.8743,,52.7961,,,,49.5713,,,,,1.6087,2.4932,4.9735,1.9313,4.2306,3.768,4.2771,2.1706,3.7037,2.3684,5.8448,2.9754,5.086,2.5605,3.4343,3.1495,2.9519,9.952,20.7438,8.451,10.3665,,,,6.936,,,8.9786,7.4883,35.8151,8.442,6.9881,3.3981,3.9277,1.8673,4.7909,1.937,7.6488,,,,3.0137,7.2448,,11.1777,,,,10.3958,,,,,3.2394,2.9886,2.7317,1.8175,3.7157,4.1408,3.4821,4.1031,4.3573,3.9533,9.6946,3.1053,5.3503,4.6753,5.875,5.5006,4.4729,6.0686,19.6346,3.6725,7.6326,,,,5.0462,,,8.721,10.4404,245.8699,4.8174,3.5538,1.3434,2.2578,4.0045,2.57,2.5409,4.0867,,,,4.5765,8.4376,,6.3066,,,,9.1963,,,,
2015/8/27,0.878,5.1724,-1.1173,3.8702,2.8728,5.7022,2.836,9.6212,3.9387,8.0338,-1.7199,10.0106,2.823,5.6094,5.6494,0.7792,6.988,5.531,-0.3426,9.9929,7.2714,,,,1.9585,,,10.023,-9.9972,0,7.9365,10.007,10.0383,8.9686,4.5802,9.9865,6.3864,3.2299,,,,6.2977,-0.0758,,4.013,,,,0,,,,,6.3036,4.1456,3.0429,1.8152,1.2582,5.6371,3.6434,1.359,2.3785,7.4642,3.5344,0.4974,2.3082,6.8732,6.5327,4.6876,3.0619,13.0231,3.1444,18.6673,27.793,,,,8.8348,,,4.8394,0.0173,,1.5294,8.2749,8.3381,4.2984,1.1491,5.1696,1.3942,28.0203,,,,8.9341,5.1235,,6.0217,,,,,,,,,7810703317,6526947259,17788500000,3023072000,10525947536,4381734837,2736432805,4630400000,3802375000,2546107537,7556924640,19042643094,2614128403,3053120913,1274668976,3097937500,3130316550,1076100000,1990572500,1670220000,1125624600,,,,5973020577,,,5176800000,3107074112,5316000000,21865813932,8747838380,6101012533,7683857362,8659781851,62869100000,8015590200,1898064000,,,,1030310750,3002008600,,1057500000,,,,1710400000,,,,,27.0642,53.3299,122.7961,92.3204,26.5149,22.8957,37.815,-99.3849,143.0343,37.5583,101.0043,25.4809,-25.8313,50.3197,68.8495,259.9731,38.5802,95.2198,84.4208,50.3087,41.9303,,,,29.9875,,,-693.5079,1586.3104,402.697,27.0159,169.5606,96.1351,42.3008,24.7055,53.586,31.0373,40.2772,,,,29.8041,51.8349,,54.9148,,,,49.5713,,,,,1.6229,2.6221,4.9179,2.006,4.3521,3.9828,4.3984,2.3795,3.8496,2.5586,5.7443,3.2733,5.2296,2.7041,3.6284,3.1741,3.1582,10.5025,20.6728,9.2955,11.1203,,,,7.0718,,,9.8785,6.7396,35.8151,9.1121,7.6874,3.7392,4.28,1.9529,5.2693,2.0607,7.8958,,,,3.2035,7.2393,,11.6263,,,,10.3958,,,,,3.2679,3.1432,2.7012,1.8878,3.8224,4.3769,3.5809,4.4979,4.5289,4.2709,9.5278,3.4161,5.5013,4.9375,6.2069,5.5435,4.7855,6.4043,19.5674,4.0395,8.1876,,,,5.145,,,9.5951,9.3967,245.8699,5.1997,3.9095,1.4782,2.4603,4.1879,2.8267,2.7031,4.2187,,,,4.8647,8.4312,,6.5597,,,,9.1963,,,,
2015/8/28,8.2205,10,10.0282,8.774,6.6489,7.3926,8.3933,8.915,8.6316,8.1213,5.8333,5.922,3.4319,8,9.9779,4.3814,4.5045,7.2484,4.7228,4.5263,3.0748,,,,9.8952,,,0,-10.0125,0,4.4818,4.9968,10.0279,8.642,8.4937,10,10.005,2.3854,,,,3.9497,8.1942,,8.0567,,,,0,,,,,6.4134,5.3526,3.4889,1.8285,1.5239,7.3726,4.9903,1.3233,3.5409,8.928,3.6038,0.6737,2.9683,8.1388,7.2651,5.5489,3.1458,12.7134,2.2698,14.063,24.5538,,,,9.5745,,,,2.7586,,1.6602,9.8139,10.6744,5.6286,2.4042,5.0523,1.826,28.0168,,,,13.6838,6.4064,,6.9884,,,,,,,,,8452782410,7179641985,19572375000,3288317500,11225811069,4705659291,2966109419,5043200000,4130580000,2752885351,7997745244,20170348968,2703842419,3297370586,1401854799,3233671875,3271321800,1154100000,2084582500,1745820000,1160235000,,,,6565478124,,,5176800000,2795977831,5316000000,22845794388,9184950100,6712813233,8347894418,9395317403,69156010000,8817550200,1943340000,,,,1071005250,3248000200,,1142700000,,,,1710400000,,,,,29.289,58.6629,135.1103,100.4206,28.2778,24.5882,40.9889,-108.2451,155.3804,40.6086,106.8962,26.9899,-26.7178,54.3453,75.7193,271.3637,40.3181,102.1217,88.4078,52.5859,43.2195,,,,32.9548,,,-693.5079,1427.4808,402.697,28.2267,178.0331,105.7753,45.9564,26.8039,58.9446,34.1426,41.238,,,,30.9812,56.0824,,59.3392,,,,49.5713,,,,,1.7563,2.8843,5.4111,2.182,4.6415,4.2773,4.7676,2.5916,4.1819,2.7664,6.0794,3.4671,5.4091,2.9204,3.9904,3.3131,3.3005,11.2638,21.6491,9.7163,11.4622,,,,7.7716,,,9.8785,6.0648,35.8151,9.5204,8.0715,4.1142,4.6498,2.1187,5.7963,2.2669,8.0842,,,,3.3301,7.8325,,12.563,,,,10.3958,,,,,3.5365,3.4575,2.9721,2.0534,4.0766,4.7004,3.8814,4.8989,4.9199,4.6178,10.0836,3.6185,5.6901,5.3325,6.8262,5.7864,5.001,6.8685,20.4915,4.2224,8.4393,,,,5.6542,,,9.5951,8.4558,245.8699,5.4328,4.1048,1.6265,2.6729,4.5436,3.1094,2.9736,4.3194,,,,5.0568,9.1221,,7.0882,,,,9.1963,,,,
2015/8/31,-10.0089,-7.3025,-10.0128,-6.8508,-6.6708,-6.7907,-6.5265,-5.9645,-5.6202,-9.4118,-10,-3.8636,-10.0051,-9.9879,-2.7068,-4,-9.2672,-6.4206,-2.9542,-8.1967,-9.9887,,,,-10.0106,,,0,-10.0139,0,3.1501,-6.5284,9.3671,-6.6919,-4.6483,-0.1115,-1.2278,-9.9849,,,,-7.5648,-7.5035,,-6.1696,,,,0,,,,,5.1581,4.2963,2.7177,1.3465,1.1213,4.735,3.498,1.3004,2.4086,6.0035,2.1103,0.7673,1.8682,8.2637,8.3945,3.5825,1.8014,6.8685,2.6243,9.3803,14.1467,,,,6.826,,,,2.1916,,1.9537,6.8232,14.5966,4.2045,1.3797,5.3651,1.8286,16.5889,,,,8.2207,4.032,,5.8354,,,,,,,,,7606748782,6655346222,17612625000,3063040500,10476957089,4386112195,2772524844,4742400000,3898435000,2493790259,7197970720,19391040031,2433320156,2968033936,1363909858,3104325000,2968160513,1080000000,2023000000,1602720000,1044342600,,,,5908234816,,,5176800000,2515991177,5316000000,23565467536,8585322485,7341608396,7789260069,8958593169,69078870000,8709285600,1749300000,,,,989986200,3004286300,,1072200000,,,,1710400000,,,,,26.3575,54.379,121.582,93.541,26.3915,22.9185,38.3137,-101.7888,146.6478,36.7866,96.2066,25.9471,-24.0447,48.9173,73.6698,260.5092,36.5817,95.5649,85.796,48.2756,38.9024,,,,29.6558,,,-693.5079,1284.5342,402.697,29.1159,166.4105,115.6834,42.8811,25.558,58.8788,33.7234,37.1204,,,,28.6376,51.8743,,55.6782,,,,49.5713,,,,,1.5805,2.6737,4.8693,2.0326,4.3319,3.9868,4.4565,2.437,3.9469,2.5061,5.4715,3.3332,4.8679,2.6287,3.8824,3.1806,2.9946,10.5406,21.0095,8.9199,10.3173,,,,6.9936,,,9.8785,5.4575,35.8151,9.8203,7.5445,4.4996,4.3387,2.0203,5.7898,2.239,7.277,,,,3.0781,7.2448,,11.7879,,,,10.3958,,,,,3.1826,3.205,2.6745,1.9128,3.8047,4.3812,3.6281,4.6067,4.6434,4.1832,9.0753,3.4786,5.1208,4.7999,6.6414,5.5549,4.5376,6.4275,19.8861,3.8763,7.5964,,,,5.0881,,,9.5951,7.6091,245.8699,5.6039,3.8368,1.7788,2.494,4.3324,3.1059,2.9371,3.8881,,,,4.6743,8.4376,,6.6508,,,,9.1963,,,,
2015/9/1,-9.8312,-9.4855,-9.9857,-9.7272,-9.1516,-9.1816,-9.9408,-6.0729,-7.5975,-9.99,-9.9738,-4.4917,-3.9705,-9.9831,-9.9948,-9.9794,-9.9762,-6.5278,-2.2059,-8.0863,-9.9925,,,,-10.0059,,,0,-10.0077,0,-9.7466,-8.6162,-10.0116,-10.0135,-6.7992,-9.9944,-7.6427,-9.9832,,,,-6.1659,-10.0076,,-9.9888,,,,0,,,,,4.4465,3.8658,2.2965,1.1539,0.9113,4.3837,3.3776,0.8452,2.1342,4.8938,1.7235,0.4867,2.0879,6.5605,4.3356,3.0399,1.5923,7.7174,2.027,8.3512,11.9051,,,,7.2204,,,,0.5406,,1.2445,5.7606,15.0259,3.6151,1.0832,2.7225,1.1584,18.2869,,,,5.9707,2.9281,,4.7177,,,,,,,,,6858915485,6024051323,15853875000,2765093500,9518144049,3983395307,2496912907,4454400000,3602250000,2244660363,6480062879,18520047689,2336705062,2671731054,1227589140,2794531250,2672049488,1009500000,1978375000,1473120000,939987000,,,,5317063587,,,5176800000,2264197625,5316000000,21268638341,7845594960,6606597833,7009280035,8349477790,62174840000,8043658800,1574664000,,,,928944450,2703629900,,965100000,,,,1710400000,,,,,23.7662,49.2209,109.4411,84.4421,23.9762,20.8142,34.505,-95.6073,135.5062,33.1116,86.6112,24.7816,-23.09,44.0338,66.3066,234.5118,32.9322,89.3266,83.9035,44.3719,35.0151,,,,26.6885,,,-693.5079,1155.9815,402.697,26.2781,152.0722,104.1017,38.5872,23.8202,52.9942,31.146,33.4146,,,,26.8718,46.6829,,50.1166,,,,49.5713,,,,,1.4251,2.4201,4.383,1.8348,3.9354,3.6208,4.0135,2.289,3.647,2.2557,4.9257,3.1834,4.6746,2.3663,3.4943,2.8632,2.6959,9.8525,20.5461,8.1986,9.2863,,,,6.2938,,,9.8785,4.9113,35.8151,8.8632,6.8945,4.0491,3.9042,1.8829,5.2111,2.0679,6.5505,,,,2.8883,6.5198,,10.6104,,,,10.3958,,,,,2.8697,2.901,2.4074,1.7267,3.4565,3.979,3.2674,4.3269,4.2906,3.7653,8.1701,3.3224,4.9175,4.3207,5.9776,5.0006,4.0849,6.0079,19.4475,3.5628,6.8373,,,,4.579,,,9.5951,6.8476,245.8699,5.0577,3.5062,1.6007,2.2443,4.0378,2.7955,2.7126,3.4999,,,,4.3861,7.5932,,5.9865,,,,9.1963,,,,
2015/9/2,1.1013,-3.9076,-9.9842,-0.9198,5.4412,3.0769,-6.5703,-0.1437,-4.4444,-6.6593,-2.0408,-2.9703,-6.0839,-8.2053,-10.0172,-10,-6.0686,1.2779,5.2632,5.9384,-1.1994,,,,-6.998,,,0,-10.0043,0,7.1994,7.4286,7.5241,-3.3083,-1.7206,-9.9876,10.0199,-0.9709,,,,-1.4735,-4.5914,,-4.9736,,,,0,,,,,5.2917,3.2067,2.5732,1.1918,1.1738,5.8868,2.4146,1.0163,1.9847,5.4887,2.9322,0.4513,1.5677,8.0284,6.1895,3.1537,1.3715,10.6279,4.5207,16.8681,13.7346,,,,7.7785,,,,29.7704,,3.0618,6.9608,20.7617,3.7056,0.9106,4.2272,3.2594,16.9841,,,,6.3861,5.4791,,5.0043,,,,,,,,,6934454202,5788653225,14271000000,2739659000,10036043063,4105961316,2332858182,4448000000,3442150000,2095182425,6347816698,17969947262,2194542852,2452506963,1104619421,2515078125,2509893450,1022400000,2082500000,1560600000,928712400,,,,4944973460,,,5176800000,2037680644,5316000000,22799857804,8428410586,7103685902,6777394079,8205818502,55965070000,8849628600,1559376000,,,,915256300,2579495250,,917100000,,,,1710400000,,,,,24.028,47.2975,98.5143,83.6654,25.2808,21.4547,32.238,-95.47,129.4837,30.9066,84.8436,24.0456,-21.6852,40.4207,59.6645,211.0607,30.9337,90.4681,88.3195,47.0069,34.5951,,,,24.8208,,,-693.5079,1040.3337,402.697,28.1699,163.369,111.9344,37.3106,23.4104,47.7014,34.2668,33.0902,,,,26.4759,44.5395,,47.624,,,,49.5713,,,,,1.4408,2.3255,3.9454,1.818,4.1496,3.7322,3.7498,2.2857,3.4849,2.1055,4.8252,3.0889,4.3902,2.1721,3.1443,2.5769,2.5323,9.9784,21.6274,8.6854,9.1749,,,,5.8534,,,9.8785,4.42,35.8151,9.5013,7.4066,4.3537,3.775,1.8505,4.6907,2.2751,6.4869,,,,2.8458,6.2204,,10.0827,,,,10.3958,,,,,2.9013,2.7876,2.1671,1.7108,3.6445,4.1014,3.0527,4.3207,4.0999,3.5145,8.0034,3.2237,4.6183,3.9662,5.3788,4.5005,3.837,6.0847,20.471,3.7744,6.7553,,,,4.2586,,,9.5951,6.1625,245.8699,5.4218,3.7667,1.7212,2.1701,3.9683,2.5163,2.9844,3.466,,,,4.3214,7.2446,,5.6888,,,,9.1963,,,,
2015/9/7,4.902,2.5878,2.8169,3.4483,-0.2092,-0.2132,3.0942,8.9209,2.7907,7.0155,1.0913,2.9592,-4.5912,6.7347,8.0153,-1.4603,3.7921,-1.0857,3,1.6609,3.4444,,,,7.4543,,,0,-9.876,0,-5.2384,6.117,9.988,4.6656,2.8711,-5.031,5.2107,1.9985,,,,2.6273,-1.8543,,4.0236,,,,0,,,,,3.2882,5.3412,1.8975,1.3299,1.1434,4.7794,1.9761,3.2844,1.6718,5.0398,1.678,0.3115,1.7891,7.3257,6.2252,2.7375,1.0186,9.0262,6.1149,14.2979,10.6871,,,,8.1249,,,,22.1228,,1.7408,7.458,19.6712,2.8423,0.7603,6.0066,2.4284,12.9702,,,,5.5348,3.2179,,4.1423,,,,,,,,,7274378428,5938452015,14673000000,2834130000,10015047157,4097225321,2405042261,4844800000,3538210000,2242169064,6417088507,18501711008,2093787111,2617675799,1193157619,2478350000,2605071994,1011300000,2144975000,1586520000,960700800,,,,5313586109,,,5176800000,1836440237,5316000000,21605506623,8943978254,7813204769,7093602201,8441419734,53149460000,9310755600,1590540000,,,,939303050,2531663550,,954000000,,,,1710400000,,,,,25.2058,48.5215,101.2894,86.5504,25.2279,21.409,33.2355,-103.9867,133.0972,33.0748,85.7695,24.7571,-20.6896,43.1429,64.4468,207.9785,32.1068,89.4859,90.969,47.7876,35.7867,,,,26.6711,,,-693.5079,937.5908,402.697,26.6943,173.3624,123.1145,39.0514,24.0825,45.3015,36.0524,33.7515,,,,27.1715,43.7136,,49.5402,,,,49.5713,,,,,1.5114,2.3857,4.0566,1.8807,4.1409,3.7242,3.8658,2.4896,3.5822,2.2532,4.8779,3.1803,4.1887,2.3184,3.3963,2.5393,2.6283,9.8701,22.2763,8.8297,9.4909,,,,6.2897,,,9.8785,3.9835,35.8151,9.0036,7.8597,4.7886,3.9512,1.9036,4.4547,2.3937,6.6165,,,,2.9206,6.1051,,10.4884,,,,10.3958,,,,,3.0435,2.8598,2.2281,1.7698,3.6369,4.0927,3.1472,4.7062,4.2143,3.7611,8.0907,3.3191,4.4063,4.2333,5.81,4.4348,3.9825,6.0186,21.0852,3.8371,6.988,,,,4.576,,,9.5951,5.5539,245.8699,5.1378,3.9971,1.8931,2.2713,4.0823,2.3897,3.1399,3.5352,,,,4.435,7.1103,,5.9177,,,,9.1963,,,,
2015/9/8,5.3998,5.9459,9.9315,6.5385,3.0748,4.1667,8.0491,0,5.4299,10,3.8273,3.7661,5.6032,10.0191,8.3628,5.7345,6.6306,3.2335,2.0527,6.8414,9.7162,,,,7.9843,,,0,2.1705,0,2.1262,8.4586,10.0054,9.9554,5.582,-3.193,5.211,9.7227,,,,5.9866,2.969,,9.717,,,,0,,,,,3.5191,3.856,2.0307,1.255,0.7147,3.3872,1.8692,,1.8229,5.9139,1.2304,0.1802,1.245,7.2619,4.8306,2.9234,1.157,7.0676,3.6075,13.4671,15.8297,,,,6.4202,,,,17.1887,,0.7408,7.2086,19.7893,3.5632,0.8959,5.1321,1.7143,20.1163,,,,6.5591,3.5624,,3.9594,,,,,,,,,7667179755,6291549162,16130250000,3019438500,10322987112,4267943043,2598626836,4844800000,3730330000,2466385970,6662688558,19198504881,2211105439,2879943890,1292938762,2620471875,2777803425,1044000000,2189005000,1695060000,1054044000,,,,5737838403,,,5176800000,1876299448,5316000000,22064872462,9700517768,8594950107,7799800340,8912622197,51452380000,9795941400,1745184000,,,,995535450,2606827650,,1046700000,,,,1710400000,,,,,26.5669,51.4065,111.349,92.2094,26.0036,22.301,35.9106,-103.9867,140.3242,36.3823,89.0521,25.6895,-21.8489,47.4655,69.8364,219.9051,34.2356,92.3794,92.8364,51.0569,39.2638,,,,28.8006,,,-693.5079,957.9409,402.697,27.2618,188.0265,135.4326,42.9391,25.4268,43.855,37.9311,37.0331,,,,28.7981,45.0115,,54.354,,,,49.5713,,,,,1.593,2.5275,4.4594,2.0036,4.2682,3.8794,4.1769,2.4896,3.7767,2.4785,5.0646,3.3001,4.4234,2.5507,3.6804,2.6849,2.8026,10.1892,22.7335,9.4338,10.4131,,,,6.7919,,,9.8785,4.0699,35.8151,9.195,8.5245,5.2677,4.3445,2.0099,4.3124,2.5184,7.2598,,,,3.0954,6.2863,,11.5075,,,,10.3958,,,,,3.2078,3.0298,2.4494,1.8855,3.7487,4.2632,3.4005,4.7062,4.4431,4.1372,8.4004,3.4441,4.6532,4.6575,6.2959,4.6891,4.2466,6.2133,21.518,4.0996,7.6669,,,,4.9414,,,9.5951,5.6745,245.8699,5.2471,4.3352,2.0825,2.4974,4.3102,2.3134,3.3035,3.8789,,,,4.7005,7.3214,,6.4927,,,,9.1963,,,,
2015/9/9,3.8424,3.7415,3.1153,5.1745,4.4068,8.9231,5.8081,0,7.0815,10,3.2136,2.8176,2.372,6.1522,10,3.1079,4.5685,2.8448,-0.3126,0.8601,1.99,,,,4.7879,,,0,10,0,2.0125,1.7331,3.4108,4.0541,3.5461,2.5487,-0.9005,2.0553,,,,2.9729,8.6938,,10.0029,,,,5.449,,,,,4.7031,6.4713,3.0301,1.6543,1.5587,9.0242,3.7028,,3.2271,8.1239,1.6496,0.3169,2.0965,10.3294,5.5853,3.9357,1.5076,14.0752,3.8386,15.5457,18.7545,,,,8.1421,,,,22.5712,,1.8641,8.2918,29.6764,5.8856,1.2061,11.2864,2.0034,25.7082,,,,9.1664,5.7771,,6.9181,,,,6.4859,,,,,7961780751,6526947259,16632750000,3175679000,10777898408,4648774884,2749557183,4844800000,3994495000,2713024567,6876801422,19739436967,2263553633,3057125006,1422232639,2701912500,2904708150,1073700000,2182162500,1709640000,1075020000,,,,6012559151,,,5176800000,2063929393,5316000000,22508926106,9868637660,8888104609,8116008462,9228672629,52763760000,9707725800,1781052000,,,,1025131450,2833458800,,1151400000,,,,1803600000,,,,,27.5877,53.3299,114.8178,96.9808,27.1496,24.291,37.9964,-103.9867,150.2613,40.0206,91.9139,26.4133,-22.3671,50.3857,76.82,226.7394,35.7997,95.0074,92.5462,51.4961,40.0452,,,,30.1795,,,-693.5079,1053.735,402.697,27.8105,191.2852,140.0519,44.6799,26.3285,44.9728,37.5895,37.7942,,,,29.6542,48.9246,,59.7909,,,,52.2725,,,,,1.6542,2.6221,4.5984,2.1073,4.4563,4.2255,4.4195,2.4896,4.0441,2.7264,5.2273,3.393,4.5283,2.7076,4.0484,2.7683,2.9306,10.4791,22.6625,9.5149,10.6203,,,,7.1171,,,9.8785,4.4769,35.8151,9.3801,8.6723,5.4474,4.5207,2.0812,4.4224,2.4957,7.409,,,,3.1874,6.8328,,12.6586,,,,10.9623,,,,,3.3311,3.1432,2.5257,1.9831,3.9139,4.6436,3.598,4.7062,4.7578,4.5509,8.6703,3.5411,4.7635,4.944,6.9254,4.8348,4.4406,6.39,21.4507,4.1349,7.8195,,,,5.178,,,9.5951,6.2419,245.8699,5.3527,4.4103,2.1535,2.5987,4.463,2.3723,3.2738,3.9587,,,,4.8402,7.9579,,7.1421,,,,9.6974,,,,
2015/9/10,-3.2258,-2.623,-5.136,3.3181,-4.026,-5.0847,-4.7733,0,-4.008,10.0092,-5.5861,-1.1612,-3.2317,-2.9797,6.7194,-5.0827,0.1214,-3.6044,-4.4308,-5.8117,-5.3659,,,,-1.6773,,,0,-6.83,0,-1.6327,-6.2465,-7.0746,-1.8182,-3.1756,5.9942,-1.1565,-7.1641,,,,-2.9592,-1.1254,,2.4492,,,,-8.7381,,,,,2.9483,3.7511,1.6862,2.1036,0.8505,5.4342,2.4129,,2.4223,11.3474,1.178,0.1655,2.1597,6.614,6.0736,2.2717,1.1809,5.4341,2.6764,9.8869,11.3725,,,,6.2943,,,,15.1559,,0.6485,4.6352,21.2648,3.731,0.6199,10.4079,1.153,17.4423,,,,5.5161,4.8237,,7.57,,,,5.0457,,,,,7704949114,6355748643,15778500000,3281050500,10343983018,4412396500,2618313403,4844800000,3834395000,2984576154,6492657753,19510228456,2190402205,2966031890,1517797678,2564581250,2908233281,1035000000,2085475000,1610280000,1017336000,,,,5911712294,,,5176800000,1922963891,5316000000,22141433435,9252198056,8259309446,7968444672,8935607683,55926500000,9595451400,1653456000,,,,994795550,2801571000,,1179600000,,,,1646000000,,,,,26.6978,51.9311,108.9208,100.1987,26.0565,23.0558,36.1827,-103.9867,144.2388,44.0263,86.7795,26.1066,-21.6443,48.8843,81.9818,215.2149,35.8431,91.583,88.4456,48.5033,37.8964,,,,29.6733,,,-693.5079,981.7653,402.697,27.3564,179.3366,130.1438,43.8675,25.4924,47.6685,37.1548,35.0866,,,,28.7767,48.374,,61.2553,,,,47.7049,,,,,1.6009,2.5533,4.3622,2.1772,4.2769,4.0107,4.2086,2.4896,3.882,2.9993,4.9353,3.3536,4.382,2.627,4.3204,2.6276,2.9342,10.1014,21.6583,8.9619,10.0505,,,,6.9977,,,9.8785,4.1712,35.8151,9.2269,8.1306,5.062,4.4385,2.0151,4.6874,2.4668,6.8783,,,,3.0931,6.7559,,12.9686,,,,10.0044,,,,,3.2236,3.0607,2.396,2.0489,3.7564,4.4075,3.4263,4.7062,4.5671,5.0064,8.186,3.5,4.6096,4.7967,7.3908,4.5891,4.4459,6.1597,20.5003,3.8945,7.3999,,,,5.0911,,,9.5951,5.8156,245.8699,5.2653,4.1349,2.0012,2.5514,4.3213,2.5145,3.2359,3.6751,,,,4.697,7.8683,,7.317,,,,8.85,,,,
