ÈÕÆÚ,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH
2014/9/5,0,-1.5595,1.3636,0.2128,1.9034,0.3802,0.8183,0.5195,0.3992,1.4201,-0.7561,-0.119,2.0468,0.7273,0.2008,0.3279,0.3215,0.4454,0.6849,0.9662,0,-0.47,1.5385,0.1585,0.2271,,-0.1898,1.1024,-0.0858,,1.0954,0.314,1.3043,0.9112,0.9978,0.9009,0.5333,,0,2.1152,4.0234,4.6455,1.1209,1.3918,1.6176,1.0214,0.5698,1.4696,2.2998,6.5094,0.4771,1.78,1.3086,2.9109,0.7697,1.6824,0.7729,1.8573,2.3942,,3.2589,4.3791,1.3033,1.1882,,1.0032,1.754,1.5357,,0.1237,1.1491,6.8395,0.9936,1.4589,0.3781,1.3641,,0.0981,3208366212,3713905502,1303640842,4777382786,15268692722,4068876240,19411207687,10268516095,3164574200,9790368000,15818265393,24834232200,16786900000,13753480965,3220211710,5988092433,3141216000,6518916360,8742631577,2575862300,3816198324,974475702.2,1416244500,6320025722,1715904000,,6494206400,10745154000,4504680000,,2.58744E+11,7667988958,2330000000,10459960870,20962875240,41000961792,9766342586,,,15.2019,39.2974,50.6634,128.9656,15.978,89.4609,18.3792,11.2398,118.0102,9.7775,38.9505,32.4615,17.951,28.6657,19.8967,12.2582,-12.9273,42.7063,35.8293,66.7919,256.4264,100.1862,103.0781,20.4329,28.1062,,25.794,-7.6718,386.245,,6.8319,14.5687,13.3669,15.6877,13.7114,16.6123,654.8284,,9.9796,2.5821,2.2315,4.1213,1.0281,1.224,1.4729,1.2116,1.6345,1.3386,1.0087,1.8877,1.0586,1.3066,1.9057,1.2695,1.4094,1.4417,0.8194,1.0962,1.8611,1.5855,5.2683,1.749,0.9071,2.382,,0.9303,1.4674,1.5988,,1.1458,1.1319,1.5074,0.9135,1.2287,0.6794,1.1251,,1.6254,1.7488,3.9908,1.4785,1.5936,0.7323,1.9509,0.658,1.6506,0.2485,1.4885,1.8855,0.7027,0.6415,2.378,0.2833,1.3104,0.7006,0.7705,0.1075,0.304,0.7573,6.6329,0.8579,0.7764,2.4684,,0.3781,0.9909,2.3809,,1.0996,1.0541,1.0782,0.5462,1.0918,0.7216,1.2501,,1.3716
2014/9/9,0.4415,0.5941,-0.7474,0,1.0057,0.6313,0.3247,0.3876,-0.3976,-0.1167,0.9524,4.0524,1.7192,0.8424,1.8036,-0.3268,0,0.4435,1.3605,0,0,1.6529,1.426,0,0.9063,,0.7605,0.7788,-1.89,,0.0637,0.313,-0.2146,0.9029,-0.3293,0.2232,0.5305,,-0.3505,2.3293,3.1979,3.9431,1.2142,1.0118,1.7956,0.9587,0.6369,1.3347,1.6366,7.249,0.8455,1.8046,1.3988,4.5646,0.7525,1.9967,0.7426,2.2688,1.5775,,3.3409,4.0612,1.3395,1.5165,,1.2078,1.6986,2.1369,,0.0877,1.0661,5.0582,1.0274,1.2715,0.2982,1.0954,,0.1648,3222531185,3735968307,1293897637,4777382786,15422257161,4094563590,19474231088,10308316545,3151991400,9778944000,15968915540,25840625400,17075500000,13869334595,3278291681,5968523504,3141216000,6547825080,8861578946,2575862300,3816198324,990582738.6,1436440500,6320025722,1731456000,,6543592000,10828839000,4419540000,,2.58909E+11,7691988924,2325000000,10554407470,20893842720,41092481796,9818153422,,,15.2691,39.5309,50.2847,128.9656,16.1387,90.0257,18.4388,11.2834,117.541,9.7661,39.3215,33.777,18.2596,28.9072,20.2555,12.2182,-12.9273,42.8957,36.3167,66.7919,256.4264,101.8422,104.548,20.4329,28.361,,25.9902,-7.7316,378.9448,,6.8363,14.6143,13.3382,15.8293,13.6663,16.6493,658.3023,,9.9145,2.5935,2.2448,4.0905,1.0281,1.2364,1.4822,1.2156,1.6408,1.3333,1.0075,1.9057,1.1015,1.3291,1.9217,1.2924,1.4048,1.4417,0.823,1.1112,1.8611,1.5855,5.3554,1.774,0.9071,2.4036,,0.9373,1.4788,1.5686,,1.1465,1.1354,1.5042,0.9217,1.2246,0.6809,1.1311,,1.6148,1.7565,4.0146,1.4674,1.5936,0.7397,1.9632,0.6601,1.657,0.2475,1.4867,1.9034,0.7311,0.6525,2.398,0.2884,1.3061,0.7006,0.7739,0.109,0.304,0.7573,6.7425,0.8702,0.7764,2.4908,,0.381,0.9986,2.3359,,1.1003,1.0574,1.0759,0.5511,1.0882,0.7232,1.2568,,1.3626
2014/9/10,-0.4396,-0.3937,2.8614,-0.8493,-1.707,1.3802,-1.1327,-1.5444,-0.5988,-1.5187,-2.2642,-0.8018,-1.9718,-1.6706,-1.378,-0.8197,-0.3205,-0.5519,-0.8949,0.7177,0,0.813,2.2847,-0.9494,1.2725,,-1.6981,-2.0093,0.3503,,-1.8471,-0.936,-1.2903,-0.8949,-0.9912,0,-1.847,,-1.4068,1.7224,2.5869,7.3386,0.826,0.8061,2.454,0.6051,0.5929,1.4739,1.215,6.0506,0.5838,0.9583,1.1094,2.1489,0.5963,1.8586,0.6705,1.2987,1.5375,,3.373,4.1625,0.9303,1.8199,,0.9589,1.1983,1.9055,,0.0922,0.7928,5.672,0.5937,0.7826,0.2394,1.0278,,0.1804,3208366212,3721259770,1330921817,4736810533,15159003838,4151075760,19253649183,10149114745,3133117200,9630432000,15607355188,25633426800,16738800000,13637627335,3233118370,5919601180,3131148000,6511689180,8782280700,2594349350,3816198324,998636256.8,1469259000,6260025478,1753488000,,6432474400,10611258000,4435020000,,2.54127E+11,7619989027,2295000000,10459960870,20686745160,41092481796,9636815496,,,15.2019,39.3752,51.7236,127.8703,15.8633,91.2682,18.23,11.1091,116.8372,9.6178,38.4312,33.5061,17.8996,28.4242,19.9764,12.118,-12.8859,42.659,35.9918,67.2712,256.4264,102.6702,106.9366,20.2389,28.7219,,25.5488,-7.5762,380.2721,,6.71,14.4775,13.1661,15.6877,13.5308,16.6493,646.1437,,9.7599,2.5821,2.236,4.2075,1.0193,1.2152,1.5026,1.2018,1.6155,1.3253,0.9922,1.8626,1.0927,1.3029,1.8896,1.2746,1.3933,1.4371,0.8185,1.1012,1.8745,1.5855,5.3989,1.8145,0.8985,2.4342,,0.9214,1.4491,1.5741,,1.1253,1.1248,1.4847,0.9135,1.2125,0.6809,1.1102,,1.5896,1.7488,3.9988,1.5094,1.5801,0.727,1.9903,0.6527,1.6314,0.2461,1.4641,1.8604,0.7253,0.6396,2.3579,0.2845,1.2954,0.6983,0.7696,0.108,0.3062,0.7573,6.7973,0.89,0.769,2.5225,,0.3745,0.9786,2.3441,,1.08,1.0475,1.062,0.5462,1.0774,0.7232,1.2336,,1.3414
2014/9/11,-1.1038,-1.581,-1.9034,-0.2141,-1.5919,-1.1139,-0.982,-0.7843,0,0.1186,-0.3861,-2.5404,-1.7241,-2.3058,-1.7964,3.3058,0.3215,-0.7769,-0.2257,-0.2375,0,-0.576,-1.7182,-0.1597,1.3304,,-0.7678,-1.1041,-0.4363,,-0.4543,0,-0.4357,-0.9029,-0.3337,0.2227,0.5376,,2.6159,2.5293,3.2667,6.9849,1.378,1.0967,2.4751,0.8744,0.6499,2.4165,1.7304,5.9437,0.5365,1.3897,1.4879,2.894,1.8,2.822,0.8683,1.6423,2.8178,,5.4618,4.3131,1.0801,3.0969,,1.0132,1.2653,1.569,,0.1007,1.1866,6.1838,1.0371,1.0731,0.449,1.4534,,0.262,3172953782,3662425623,1305589483,4726667470,14917688292,4104838530,19064578978,10069513845,3133117200,9641856000,15547095129,24982231200,16450200000,13323167481,3175038399,6115290475,3141216000,6461098920,8762456139,2588187000,3816198324,992883743.8,1444014000,6250025438,1776816000,,6383088800,10494099000,4415670000,,2.52973E+11,7619989027,2285000000,10365514271,20617712640,41184001800,9688626332,,,15.0342,38.7527,50.7391,127.5965,15.6107,90.2516,18.051,11.022,116.8372,9.6292,38.2828,32.6549,17.591,27.7688,19.6176,12.5186,-12.9273,42.3276,35.9105,67.1114,256.4264,102.0788,105.0992,20.2066,29.104,,25.3527,-7.4926,378.613,,6.6795,14.4775,13.1087,15.546,13.4857,16.6864,649.6176,,10.0198,2.5536,2.2006,4.1274,1.0172,1.1959,1.4859,1.19,1.6028,1.3253,0.9934,1.8554,1.0649,1.2804,1.846,1.2517,1.4394,1.4417,0.8121,1.0987,1.87,1.5855,5.3678,1.7833,0.8971,2.4666,,0.9143,1.4331,1.5672,,1.1202,1.1248,1.4783,0.9052,1.2084,0.6824,1.1161,,1.6319,1.7295,3.9355,1.4807,1.5767,0.7155,1.9681,0.6463,1.6186,0.2461,1.4659,1.8532,0.7069,0.6286,2.3036,0.2794,1.3382,0.7006,0.7636,0.1077,0.3054,0.7573,6.7582,0.8747,0.7678,2.5561,,0.3716,0.9678,2.3339,,1.0751,1.0475,1.0574,0.5412,1.0738,0.7248,1.2402,,1.3771
2014/9/12,0.4464,1.4056,1.0448,0.8584,0.8824,0.7509,1.3223,4.2161,1.2048,0.7109,0.5814,1.3033,1.0234,0.6211,0.6098,0.64,3.5256,2.0134,0.6787,0,0,1.9699,-0.1748,1.28,2.5529,,4.6422,1.2759,1.6652,,0.3259,1.2598,0.8753,1.139,0.558,0.4444,1.6043,,-0.927,1.2096,1.7608,4.9062,0.7883,0.8225,1.503,0.6274,1.645,1.4819,1.1523,5.4049,0.2595,0.927,1.0083,1.5703,1.4401,4.5552,0.8146,1.1203,1.6213,,3.476,2.6718,0.7357,2.2631,,1.6282,0.931,1.5475,,0.0612,0.9413,5.4675,0.8903,0.7534,0.2763,1.5398,,0.0965,3187118754,3713905502,1319229971,4767239723,15049314953,4135663350,19316672584,10494051978,3170865600,9710400000,15637485217,25307829000,16618550000,13405920074,3194398390,6154428334,3251964000,6591188160,8821929823,2588187000,3816198324,1012442288,1441489500,6330025763,1822176000,,6679402400,10627995000,4489200000,,2.53797E+11,7715988889,2305000000,10483572520,20732766840,41367041808,9844058840,,,15.1013,39.2974,51.2692,128.6918,15.7485,90.9294,18.2897,11.4867,118.2449,9.6977,38.5054,33.0805,17.771,27.9413,19.7372,12.5987,-13.3831,43.1798,36.1543,67.1114,256.4264,104.0896,104.9155,20.4652,29.847,,26.5296,-7.5882,384.9177,,6.7013,14.6599,13.2235,15.7231,13.5609,16.7606,660.0392,,9.9294,2.565,2.2315,4.1706,1.0259,1.2065,1.497,1.2057,1.6704,1.3413,1.0004,1.8662,1.0788,1.2935,1.8575,1.2593,1.4486,1.4925,0.8284,1.1062,1.87,1.5855,5.4736,1.7802,0.9086,2.5296,,0.9568,1.4514,1.5933,,1.1239,1.139,1.4912,0.9156,1.2152,0.6855,1.1341,,1.6172,1.7372,3.9908,1.4961,1.5902,0.7218,1.9829,0.6548,1.6869,0.249,1.4763,1.8639,0.7161,0.635,2.3179,0.2811,1.3468,0.7253,0.779,0.1085,0.3054,0.7573,6.8913,0.8732,0.7776,2.6213,,0.3889,0.9801,2.3727,,1.0786,1.0607,1.0667,0.5474,1.0798,0.728,1.2601,,1.3646
2014/9/15,2.4444,5.3465,3.2496,2.3404,2.0408,4.8447,1.3051,-0.2528,2.381,2.7059,0,1.6374,2.1708,1.358,2.6263,2.0668,9.9071,2.8509,1.7978,10,0,2.0455,2.3643,1.8957,0.4267,,0.9242,4.8819,2.069,,0.4548,2.9549,4.1215,1.8018,2.3307,1.1062,8.1579,,-0.8772,4.3039,6.1227,7.9189,1.94,1.4262,4.8027,1.0974,1.5686,3.1489,3.0038,5.36,0.4838,1.4961,1.2088,3.8516,1.9433,10.4047,1.3902,2.4783,5.224,,4.258,3.8922,1.6558,1.5638,,1.933,2.8235,3.1087,,0.1167,1.7927,16.0598,1.5199,1.7459,0.3266,4.8509,,0.161,3265026101,3912470746,1362100073,4878813418,15356443830,4336024680,19568766191,10467518345,3246362400,9973152000,15637485217,25722226200,16979300000,13587975779,3278291681,6281626376,3574140000,6779094840,8980526314,2847005700,3816198324,1033151335,1475570250,6450026252,1829952000,,6741134400,11146842000,4582080000,,2.54951E+11,7943988561,2400000000,10672465719,21215994480,41824641828,10647126798,,,15.4704,41.3985,52.9353,131.7037,16.0699,95.3346,18.5283,11.4576,121.0602,9.9601,38.5054,33.6222,18.1568,28.3207,20.2555,12.8591,-14.709,44.4108,36.8042,73.8226,256.4264,106.2187,107.396,20.8532,29.9743,,26.7748,-7.9586,392.8815,,6.7318,15.0931,13.7685,16.0064,13.877,16.946,713.8846,,9.8397,2.6277,2.3509,4.3061,1.0499,1.2311,1.5696,1.2215,1.6662,1.3732,1.0275,1.8662,1.0965,1.3216,1.8827,1.2924,1.4785,1.6404,0.8521,1.1261,2.057,1.5855,5.5855,1.8223,0.9258,2.5404,,0.9656,1.5223,1.6263,,1.129,1.1726,1.5527,0.9321,1.2435,0.6931,1.2266,,1.6026,1.7797,4.2042,1.5448,1.6274,0.7365,2.079,0.6634,1.6826,0.2549,1.5163,1.8639,0.7278,0.6488,2.3494,0.2884,1.3746,0.7971,0.8012,0.1104,0.336,0.7573,7.0323,0.8939,0.7924,2.6325,,0.3925,1.028,2.4218,,1.0835,1.0921,1.1106,0.5573,1.105,0.7361,1.3629,,1.3523
2014/9/16,-2.3861,-4.5113,-3.1474,-1.0395,-3.4286,-4.0284,-2.4155,-3.4221,-3.2946,-3.4364,-4.4316,-5.1784,-4.8159,-4.8721,-3.937,-4.5171,-2.5352,-3.7313,-2.2075,9.9567,0,-4.1203,-3.0796,-3.1008,-4.1785,,-4.5788,-3.9039,-2.1959,,-1.6171,-3.6254,-2.2917,-1.7699,-4.2299,0.2188,-3.8929,,-2.3599,3.0548,4.1776,7.7193,2.8654,1.2324,3.5387,1.206,1.2652,2.897,2.2837,7.9862,0.4644,1.5992,1.3139,2.7436,1.5075,12.7754,1.2751,3.3383,2.5981,,5.8011,1.4755,1.523,2.4054,,1.5161,2.1926,2.0414,,0.1199,1.6845,12.1528,2.0371,1.8155,0.6731,3.148,,0.2592,3187118754,3735968307,1319229971,4828098102,14829937184,4161350700,19096090679,10109314295,3139408600,9630432000,14944494543,24390235200,16161600000,12925955034,3149225079,5997876898,3483528000,6526143540,8782280700,3130473800,3816198324,990582738.6,4534549250,6250025438,1753488000,,6432474400,10711680000,4481460000,,2.50829E+11,7655988975,2345000000,10483572520,20318571720,41916161832,10232640110,,,15.1013,39.5309,51.2692,130.3346,15.5189,91.4942,18.0808,11.0655,117.0718,9.6178,36.799,31.8811,17.2823,26.9409,19.4581,12.2783,-14.3361,42.7537,35.9918,81.1729,256.4264,101.8422,104.0887,20.2066,28.7219,,25.5488,-7.6479,384.2541,,6.6229,14.5459,13.453,15.7231,13.29,16.9831,686.0934,,9.6091,2.565,2.2448,4.1706,1.039,1.1889,1.5063,1.192,1.6092,1.328,0.9922,1.7835,1.0397,1.258,1.791,1.2415,1.4117,1.5988,0.8203,1.1012,2.2619,1.5855,5.3554,1.7662,0.8971,2.4342,,0.9214,1.4628,1.5906,,1.1107,1.1301,1.5171,0.9156,1.1909,0.6946,1.1788,,1.565,1.7372,4.0146,1.4961,1.6105,0.7113,1.9952,0.6473,1.625,0.2465,1.4641,1.7813,0.6901,0.6176,2.2349,0.2771,1.3125,0.7769,0.7713,0.108,0.3694,0.7573,6.7425,0.8663,0.7678,2.5225,,0.3745,0.9878,2.3687,,1.066,1.0525,1.0852,0.5474,1.0583,0.7377,1.3098,,1.3206
2014/9/17,-0.7778,0.5906,0.2954,2.521,-1.3314,1.8519,0.165,0.1312,0.4008,-0.4745,-3.629,0.9709,-0.1488,0.128,-0.8197,0.9788,-1.7341,1.1074,0,10.0394,0,1.7422,2.9126,-0.32,1.9217,,1.3436,0,-0.9499,,0.1972,0.3135,0.2132,0.6757,-0.6795,2.6201,2.2785,,1.3897,1.4485,2.4153,4.1019,1.6703,1.1591,2.4387,0.7202,0.5179,1.2484,1.4013,7.8454,0.2312,1.0018,0.6434,1.8074,0.8468,5.7008,0.7015,1.5084,8.5186,,3.4144,0.8821,1.0851,1.6596,,1.0655,0.8368,1.1,,0.0732,0.8319,5.972,0.9849,1.092,0.5173,2.0383,,0.1175,3162330053,3758031112,1323127253,4949814861,14632497192,4238412750,19127602380,10122581112,3151991400,9584736000,14402154015,24627033600,16137550000,12942505553,3123411759,6056583686,3423120000,6598415340,8782280700,3444753650,3816198324,1007840278,4666623500,6230025356,1787184000,,6518899200,10711680000,4438890000,,2.51323E+11,7679988941,2350000000,10554407470,20180506680,43014401880,10465788872,,,14.9838,39.7643,51.4207,133.6204,15.3123,93.1885,18.1106,11.08,117.541,9.5722,35.4635,32.1906,17.2566,26.9754,19.2986,12.3984,-14.0875,43.2271,35.9918,89.3221,256.4264,103.6165,107.1204,20.1419,29.2738,,25.8921,-7.6479,380.604,,6.636,14.5915,13.4816,15.8293,13.1997,17.428,701.7259,,9.7407,2.5451,2.2581,4.1829,1.0652,1.173,1.5342,1.1939,1.6113,1.3333,0.9875,1.7187,1.0498,1.2561,1.7933,1.2314,1.4255,1.5711,0.8294,1.1012,2.4889,1.5855,5.4487,1.8176,0.8942,2.481,,0.9338,1.4628,1.5754,,1.1129,1.1336,1.5203,0.9217,1.1828,0.7128,1.2057,,1.5864,1.7237,4.0383,1.5006,1.6511,0.7018,2.0322,0.6484,1.6272,0.2475,1.4572,1.7167,0.6968,0.6167,2.2378,0.2748,1.3254,0.7634,0.7799,0.108,0.4065,0.7573,6.86,0.8916,0.7653,2.571,,0.3795,0.9878,2.3462,,1.0681,1.0558,1.0875,0.5511,1.0511,0.757,1.3397,,1.3387
2014/9/18,1.5677,2.1526,4.5655,1.4344,0.8996,1.9394,1.8122,1.9659,1.5968,0.9535,1.046,1.0817,1.1923,0.8951,1.2397,5.0081,3.8235,0.9858,2.4831,-4.2934,0,3.1963,-0.7719,2.2472,1.0152,,0.947,2.0313,2.4412,,0.0656,2.1875,1.7021,2.2371,0.4561,-0.8511,6.9307,,-0.5364,1.9234,3.1535,8.3225,2.7369,1.0007,2.4323,1.0404,0.6093,1.8638,1.3835,5.5528,0.3039,0.9834,0.8351,1.5272,1.9481,6.3107,0.8537,2.534,12.8187,,4.2053,0.864,1.5078,1.0388,,1.1195,1.6938,1.9726,,0.0824,1.2949,7.9612,1.6216,0.9429,0.3638,7.0028,,0.1083,3211907455,3838928063,1383535124,5020816304,14764123854,4320612270,19474231088,10321583361,3202322600,9676128000,14552804162,24893431800,16329950000,13058359183,3162131739,6359902094,3554004000,6663459960,9000350876,3296857250,3816198324,1040054350,4630603250,6370025926,1805328000,,6580631200,10929261000,4547250000,,2.51488E+11,7847988699,2390000000,10790523968,20272550040,42648321864,11191140576,,,15.2187,40.6203,53.7683,135.5371,15.45,94.9958,18.4388,11.2979,119.4179,9.6635,35.8345,32.5388,17.4624,27.2169,19.5378,13.0194,-14.6261,43.6533,36.8855,85.4872,256.4264,106.9284,106.2936,20.5945,29.571,,26.1373,-7.8033,389.8951,,6.6403,14.9107,13.7111,16.1835,13.2599,17.2797,750.3604,,9.6948,2.585,2.3067,4.3738,1.0805,1.1836,1.564,1.2156,1.6429,1.3546,0.9969,1.7367,1.0611,1.2711,1.8093,1.2466,1.4969,1.6312,0.8375,1.1286,2.3821,1.5855,5.6229,1.8036,0.9143,2.5062,,0.9426,1.4925,1.6139,,1.1137,1.1584,1.5462,0.9424,1.1882,0.7067,1.2892,,1.579,1.7508,4.1252,1.5691,1.6748,0.7081,2.0716,0.6601,1.6592,0.2515,1.4711,1.7347,0.7043,0.624,2.2578,0.2782,1.3918,0.7926,0.7875,0.1107,0.3891,0.7573,7.0793,0.8847,0.7825,2.5971,,0.3831,1.0079,2.4034,,1.0688,1.0789,1.106,0.5634,1.0559,0.7506,1.4325,,1.3324
2014/9/19,0.882,0,0.2817,-0.404,0,-0.4756,0.3236,0.3856,0.5894,0.7084,-1.2422,0.5945,0.7364,1.0139,0.4082,10,-0.5666,0.9761,1.3216,0.3738,0,-0.5531,0.0864,2.8257,0.8615,,0.5629,5.0536,-0.0851,,0.459,2.1407,-0.6276,0.2188,0,-0.4292,0.463,,-0.8987,1.9846,2.0904,4.8729,1.503,0.9474,1.7521,0.8806,0.5984,1.7231,1.2716,3.387,0.3037,0.679,0.6277,1.4343,5.1268,3.0869,0.7411,2.6311,7.4692,,3.0564,0.6113,2.2235,1.6361,,1.1576,2.995,1.3357,,0.0617,1.4441,5.7552,1.3178,1.0364,0.2532,4.7126,,0.2074,3240237400,3838928063,1387432406,5000530177,14764123854,4300062390,19537254490,10361383811,3221196800,9744672000,14372023986,25041430800,16450200000,13190763332,3175038399,6995892303,3533868000,6728504580,9119298244,3309181950,3816198324,1034301837,4634605500,6550026659,1820880000,,6617670400,11481582000,4543380000,,2.52643E+11,8015988457,2375000000,10814135618,20272550040,42465281856,11242951412,,,15.353,40.6203,53.9198,134.9894,15.45,94.544,18.4985,11.3414,120.1218,9.7319,35.3893,32.7323,17.591,27.4929,19.6176,14.3213,-14.5432,44.0794,37.3729,85.8068,256.4264,106.337,106.3854,21.1765,29.8257,,26.2844,-8.1976,389.5633,,6.6708,15.2299,13.6251,16.2189,13.2599,17.2055,753.8343,,9.6022,2.6078,2.3067,4.3862,1.0761,1.1836,1.5566,1.2195,1.6493,1.3626,1.004,1.7152,1.0674,1.2804,1.8277,1.2517,1.6466,1.6219,0.8457,1.1435,2.391,1.5855,5.5918,1.8052,0.9402,2.5278,,0.9479,1.568,1.6125,,1.1188,1.1832,1.5365,0.9444,1.1882,0.7037,1.2952,,1.5639,1.7662,4.1252,1.5735,1.668,0.7081,2.0617,0.6623,1.6656,0.253,1.4815,1.7131,0.7085,0.6286,2.2807,0.2794,1.5309,0.7881,0.7952,0.1121,0.3905,0.7573,7.0401,0.8855,0.8046,2.6194,,0.3853,1.0588,2.4014,,1.0737,1.102,1.0991,0.5646,1.0559,0.7474,1.4392,,1.3197
2014/9/22,1.0929,-2.8736,2.1067,-2.6369,-1.0401,-1.9116,-1.4516,-1.4085,-1.1719,-1.524,-3.1447,-0.591,-0.8772,-2.0075,0.813,-0.1399,-3.4188,-0.7519,-2.3913,-2.9795,0,-2.4472,-2.3316,3.2061,-0.7117,,-1.8657,-2.1866,-1.9591,,-1.893,0,-2.5263,-1.0917,-0.7946,-2.8017,2.0737,,-3.2648,4.5109,1.8684,9.7118,1.3301,1.0395,1.6697,0.8534,0.5708,1.4973,1.4285,3.7763,0.3432,1.0955,0.7102,2.2887,4.3293,2.8126,0.7762,2.0856,6.1282,,2.9084,0.5104,3.8231,1.0864,,0.9391,1.9459,1.2721,,0.0792,2.4468,6.3689,1.3684,1.0779,0.2749,4.9449,,0.2169,3275649831,3728614038,1416662022,4868670355,14610559415,4217862870,19253649183,10215448828,3183448400,9596160000,13920073546,24893431800,16305900000,12925955034,3200851720,6986107839,3413052000,6677914320,8901228069,3210584350,3816198324,1008990780,4526544750,6760027513,1807920000,,6494206400,11230527000,4454370000,,2.4786E+11,8015988457,2315000000,10696077368,20111474160,41275521804,11476100174,,,15.5207,39.453,55.0557,131.4299,15.2893,92.7367,18.23,11.1817,118.7141,9.5836,34.2765,32.5388,17.4367,26.9409,19.7771,14.3013,-14.046,43.748,36.4792,83.2501,256.4264,103.7348,103.9049,21.8554,29.6135,,25.794,-8.0184,381.9313,,6.5445,15.2299,13.2808,16.0418,13.1546,16.7235,769.4668,,9.2932,2.6363,2.2404,4.4786,1.0477,1.1713,1.5268,1.2018,1.626,1.3466,0.9887,1.6612,1.0611,1.2692,1.791,1.2619,1.6443,1.5665,0.8394,1.1161,2.3197,1.5855,5.4549,1.7631,0.9703,2.5098,,0.9303,1.5337,1.5809,,1.0976,1.1832,1.4977,0.9341,1.1788,0.684,1.3221,,1.5136,1.7855,4.0067,1.6066,1.6241,0.7007,2.0223,0.6527,1.6421,0.25,1.4589,1.6592,0.7043,0.6231,2.2349,0.2816,1.5288,0.7612,0.7893,0.1094,0.3789,0.7573,6.8678,0.8648,0.8304,2.6008,,0.3781,1.0357,2.3543,,1.0534,1.102,1.0713,0.5585,1.0475,0.7264,1.469,,1.2772
